,C,R33,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
3153,32,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
3154,18,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
3155,47,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
3156,30,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
3157,7,84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3158,87,10,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3159,20,65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3160,54,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3161,85,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3162,85,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3163,75,6,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3164,16,26,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3165,0,93,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3166,4,96,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3167,0,93,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3168,1,99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3169,7,65,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3170,56,17,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3171,48,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3172,37,61,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3173,2,98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3174,41,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3175,48,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3176,2,98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3177,27,73,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3178,36,29,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3179,98,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3180,64,16,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3181,2,67,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3182,14,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3183,29,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3184,10,90,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3185,3,97,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3186,95,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3187,9,91,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3188,13,47,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3189,26,50,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3190,75,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3191,88,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3192,15,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3193,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3194,6,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3195,23,73,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3196,33,67,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3197,1,98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3198,6,82,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3199,57,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3200,37,47,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3201,19,38,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3202,71,6,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3203,80,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3204,76,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3205,52,20,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3206,52,12,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3207,56,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3208,66,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3209,10,51,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3210,4,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3211,1,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3212,35,55,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3213,34,51,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3214,65,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3215,97,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3216,14,86,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3217,23,74,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3218,19,78,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3219,10,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3220,11,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3221,69,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3222,0,85,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3223,86,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3224,57,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3225,2,96,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3226,4,92,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3227,61,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3228,88,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3229,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3230,62,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3231,54,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3232,0,64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3233,0,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3234,62,13,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3235,55,22,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3236,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3237,23,74,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3238,0,98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3239,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3240,68,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3241,0,61,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3242,0,53,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3243,1,23,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3244,0,52,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3245,0,67,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3246,0,50,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3247,0,39,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3248,0,33,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3249,0,26,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3250,0,23,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3251,0,41,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3252,45,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3253,84,6,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3254,44,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3255,16,32,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3256,25,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3257,11,27,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3258,20,21,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3259,31,37,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3260,13,21,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3261,82,13,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3262,5,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3263,4,86,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3264,2,98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3265,21,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3266,36,64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3267,70,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3268,0,84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3269,14,60,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3270,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3271,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3272,27,71,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3273,57,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3274,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3275,29,44,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3276,8,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3277,6,60,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3278,0,76,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3279,27,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3280,22,78,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3281,8,60,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3282,0,87,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3283,4,72,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3284,2,70,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3285,18,23,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3286,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3287,26,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3288,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3289,20,80,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3290,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
3291,8,73,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3292,68,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3293,36,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3294,0,38,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3295,0,41,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3296,0,48,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3297,0,23,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3298,0,25,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3299,0,61,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3300,4,28,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3301,0,30,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3302,0,52,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3303,0,35,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3304,0,58,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3305,1,17,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3306,0,51,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3307,0,46,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3308,0,41,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3309,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3310,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3311,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3312,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3314,13,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3315,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3316,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3317,46,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3318,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3320,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3321,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3322,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3323,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3325,14,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3326,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3327,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3328,37,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3329,1,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3330,7,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3331,10,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3332,44,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3333,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3334,31,39,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3335,69,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3336,0,95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3337,32,60,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3338,9,27,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3339,99,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3340,0,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3341,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3342,0,39,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3343,11,79,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3344,20,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3345,0,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3346,19,55,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3347,6,52,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3348,8,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3349,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3350,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3351,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3352,42,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3353,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3354,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3355,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3356,55,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3357,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3358,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3359,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3360,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3361,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3362,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3363,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3364,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3365,9,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3366,1,88,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3367,32,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3368,41,42,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3369,13,56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3370,1,93,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3371,22,51,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3372,5,59,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3373,10,72,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3374,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3375,5,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3376,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3377,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3378,54,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3379,2,68,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3380,18,82,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3381,0,55,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3382,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3383,25,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3384,15,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3385,18,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3386,22,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3387,0,34,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3388,16,48,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3389,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3390,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3391,55,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3392,100,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3393,99,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3394,55,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3395,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3397,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3398,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3399,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3400,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3401,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3402,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3403,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3404,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3405,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3406,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3407,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3408,100,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3409,0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3410,1,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3411,33,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3412,1,42,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3413,0,65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3414,0,78,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3415,0,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3416,1,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3417,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3418,3,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3419,0,97,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3420,0,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3421,0,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3422,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3423,7,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3424,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3425,5,29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3426,0,83,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3427,76,15,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3428,21,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3429,46,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3430,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3431,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3432,39,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3433,45,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3434,50,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3435,33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3436,93,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3437,99,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3438,53,7,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3439,30,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3440,94,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3441,96,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3442,80,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
3443,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3445,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3446,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3447,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3448,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
