,C,R33,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
28253,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28254,38,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28255,30,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28256,7,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28257,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28258,21,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28259,0,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
28260,2,98,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
28261,0,55,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28262,2,57,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28263,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28264,30,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28265,59,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28266,26,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28267,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28268,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28269,44,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28270,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28271,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28272,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28273,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28274,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28275,11,67,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28276,0,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28277,23,60,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28278,40,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28279,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28280,15,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28281,26,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28282,34,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28283,2,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28284,7,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28285,59,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28286,7,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28287,55,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28288,16,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28289,18,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28290,0,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
28291,0,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
28292,0,100,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
28293,0,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28294,12,88,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28295,27,73,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28296,27,68,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28297,78,20,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28298,100,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28299,93,6,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28300,74,21,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28301,100,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28302,100,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28303,1,99,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28304,34,66,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28305,100,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28306,97,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28307,81,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28308,4,87,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28309,0,95,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28310,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28311,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28312,64,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28313,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28314,9,91,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28315,0,100,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28316,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28317,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28318,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28319,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28320,76,10,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28321,1,99,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28322,0,100,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28323,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28324,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28325,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28326,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28327,47,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28328,81,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28329,1,84,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28330,3,79,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28331,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28332,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28333,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28334,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28335,100,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28336,100,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28337,44,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28338,12,69,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28339,6,94,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28340,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28341,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28342,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28343,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28344,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28345,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28346,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28347,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28348,0,100,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28349,0,100,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28350,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28351,95,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28352,98,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28353,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28354,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28355,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28356,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28357,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28358,53,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28359,0,100,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28360,3,92,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28361,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28362,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28363,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28364,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28365,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28366,89,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28367,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28368,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28369,60,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28370,76,8,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28371,0,98,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28372,7,80,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28373,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28374,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28375,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28376,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28377,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28378,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28379,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28380,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
28381,77,4,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28382,87,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28383,66,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28384,0,98,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28385,0,84,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28386,27,56,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28387,38,46,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28388,44,29,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28389,39,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28390,44,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28391,12,68,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28392,13,54,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28393,3,50,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28394,44,26,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28395,25,41,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28396,67,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28397,80,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28398,1,70,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28399,0,73,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28400,8,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28401,3,62,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28402,67,24,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28403,19,40,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28404,33,20,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28405,66,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28406,55,20,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28407,40,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28408,51,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28409,13,45,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28410,2,74,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28411,19,53,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28412,2,46,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28413,1,77,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28414,0,72,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28415,17,52,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28416,63,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28417,23,61,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28418,91,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28419,35,38,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28420,28,38,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28421,58,15,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28422,85,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28423,33,32,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28424,12,57,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28425,23,35,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28426,25,36,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28427,0,49,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28428,0,57,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28429,0,98,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28430,0,62,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28431,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28432,26,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28433,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28434,3,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28435,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28436,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28437,34,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28438,63,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28439,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28440,49,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28441,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28442,63,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28443,37,28,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28444,16,36,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28445,23,25,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28446,0,89,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28447,0,72,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28448,48,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28449,55,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28450,7,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28451,26,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28452,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28453,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28454,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28455,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28456,15,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28457,77,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28458,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28459,45,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28460,0,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28461,40,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28462,1,99,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28463,2,93,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28464,0,88,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28465,21,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28466,2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28467,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28468,2,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28469,16,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28470,47,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28471,54,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28472,23,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28473,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28474,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28475,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28476,42,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28477,7,52,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28478,30,22,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28479,12,46,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28480,6,94,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28481,0,100,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28482,0,74,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28483,1,91,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28484,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28485,43,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28486,42,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28487,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28488,77,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28489,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28490,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28491,39,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28492,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28493,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28494,33,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28495,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28496,27,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28497,21,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28498,18,46,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28499,7,73,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28500,0,100,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28501,0,100,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
28502,0,100,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28503,0,74,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28504,11,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28505,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28506,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28507,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28508,36,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28509,38,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28510,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28511,36,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28512,28,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28513,37,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28514,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28515,28,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28516,0,38,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28517,2,96,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28518,43,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28519,55,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28520,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28521,12,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28522,17,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28523,0,100,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28524,0,100,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28525,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28526,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28527,46,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28528,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28529,57,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28530,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28531,57,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28532,53,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28533,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28534,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28535,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28536,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28537,8,47,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28538,36,31,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28539,10,49,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
28540,32,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28541,26,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28542,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28543,57,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28544,2,98,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
28545,1,98,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28546,1,93,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28547,34,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28548,46,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
