,C,R50
13499,77,22
13500,94,6
13501,74,26
13502,100,0
13503,100,0
13504,99,0
13505,0,78
13506,10,62
13507,0,51
13508,46,7
13509,4,65
13510,53,37
13511,1,92
13512,43,49
13513,6,87
13514,72,22
13515,47,52
13516,22,77
13517,100,0
13518,100,0
13519,25,75
13520,81,19
13521,75,25
13522,0,100
13523,26,74
13524,19,81
13525,14,62
13526,37,43
13527,1,24
13528,23,61
13529,9,69
13530,1,0
13531,93,4
13532,74,26
13533,51,32
13534,68,30
13535,29,70
13536,100,0
13537,100,0
13538,18,82
13539,2,98
13540,30,70
13541,33,67
13542,35,64
13543,35,65
13544,9,90
13545,24,76
13546,4,80
13547,57,43
13548,89,10
13549,50,33
13550,100,0
13551,100,0
13552,23,77
13553,1,99
13554,17,83
13555,63,37
13556,1,99
13557,35,65
13558,97,0
13559,100,0
13560,24,74
13561,1,99
13562,60,41
13563,5,95
13564,63,37
13565,15,80
13566,100,0
13567,99,1
13568,82,17
13569,12,88
13570,61,40
13571,85,16
13572,38,63
13573,31,69
13574,97,0
13575,100,0
13576,100,0
13577,0,74
13578,3,76
13579,0,70
13580,0,79
13581,1,99
13582,18,60
13583,2,79
13584,0,85
13585,37,50
13586,20,80
13587,81,19
13588,96,0
13589,100,0
13590,91,9
13591,30,69
13592,17,83
13593,52,48
13594,0,97
13595,1,96
13596,0,100
13597,0,64
13598,1,83
13599,3,80
13600,19,60
13601,5,95
13602,0,81
13603,30,46
13604,5,95
13605,46,46
13606,30,56
13607,80,20
13608,99,1
13609,100,0
13610,18,81
13611,10,90
13612,1,99
13613,1,99
13614,2,98
13615,14,86
13616,88,12
13617,0,92
13618,7,85
13619,1,1
13620,7,78
13621,0,75
13622,4,75
13623,64,15
13624,1,73
13625,0,76
13626,0,88
13627,64,2
13628,32,68
13629,39,42
13630,0,100
13631,67,34
13632,0,99
13633,100,0
13634,100,0
13635,98,0
13636,17,82
13637,1,99
13638,0,100
13639,55,46
13640,15,77
13641,4,96
13642,8,93
13643,13,88
13644,1,99
13645,0,100
13646,0,100
13647,0,95
13648,5,77
13649,0,100
13650,0,83
13651,35,65
13652,0,100
13653,4,96
13654,0,76
13655,44,56
13656,11,70
13657,0,100
13658,26,73
13659,1,99
13660,100,0
13661,100,0
13662,0,100
13663,57,43
13664,0,100
13665,40,61
13666,0,92
13667,23,77
13668,17,83
13669,0,100
13670,0,100
13671,0,100
13672,100,0
13673,1,99
13674,14,77
13675,21,25
13676,14,19
13677,2,9
13678,79,5
13679,17,56
13680,97,3
13681,50,50
13682,39,44
13683,47,27
13684,28,38
13685,49,3
13686,17,45
13687,4,96
13688,87,13
13689,98,3
13690,100,0
13691,99,1
13692,93,8
13693,37,63
13694,41,58
13695,81,19
13696,21,34
13697,20,56
13698,80,3
13699,45,43
13700,4,96
13701,0,85
13702,98,2
13703,75,25
13704,27,73
13705,21,63
13706,61,39
13707,17,83
13708,0,100
13709,13,86
13710,100,0
13711,100,0
13712,96,4
13713,80,20
13714,77,23
13715,79,21
13716,100,0
13717,100,0
13718,93,8
13719,3,29
13720,26,73
13721,73,16
13722,39,43
13723,89,11
13724,20,68
13725,68,27
13726,77,23
13727,64,36
13728,85,16
13729,46,52
13730,35,64
13731,27,72
13732,96,4
13733,63,37
13734,47,54
13735,87,13
13736,72,28
13737,79,21
13738,56,44
13739,95,5
13740,60,40
13741,64,36
13742,39,61
13743,0,1
13744,100,0
13745,100,0
13746,5,95
13747,96,4
13748,99,1
13749,0,86
13750,0,83
13751,0,58
13752,1,97
13753,0,64
13754,2,62
13755,44,40
13756,30,69
13757,1,68
13758,42,37
13759,22,65
13760,98,0
13761,100,0
13762,88,12
13763,1,98
13764,61,38
13765,4,96
13766,2,8
13767,6,6
13768,0,100
13769,0,79
13770,0,69
13771,33,59
13772,3,97
13773,0,96
13774,2,78
13775,53,34
13776,82,18
13777,45,48
13778,34,50
13779,18,81
13780,100,0
13781,100,0
13782,50,50
13783,0,100
13784,17,82
13785,0,100
13786,45,55
13787,0,100
13788,0,100
13789,7,3
13790,0,6
13791,0,69
13792,0,43
13793,3,72
13794,41,60
13795,0,96
13796,0,94
13797,5,94
13798,11,85
13799,0,80
13800,61,40
13801,100,0
13802,100,0
13803,93,0
13804,3,46
13805,47,53
13806,56,44
13807,97,3
13808,0,1
13809,3,97
13810,1,99
13811,64,35
13812,0,100
13813,3,97
13814,0,85
13815,1,92
13816,2,89
13817,12,56
13818,28,41
13819,48,52
13820,0,96
13821,64,36
13822,0,100
13823,34,65
13824,100,0
13825,100,0
13826,9,41
13827,0,100
13828,52,47
13829,75,25
13830,61,39
13831,0,100
13832,3,97
13833,0,100
13834,5,89
13835,100,0
13836,53,20
13837,3,1
13838,0,90
13839,0,88
13840,5,16
13841,0,91
13842,0,63
13843,0,74
13844,0,19
13845,0,100
13846,0,88
13847,0,100
13848,22,77
13849,30,69
13850,0,89
13851,26,74
13852,53,41
13853,10,61
13854,0,82
13855,0,75
13856,0,84
13857,4,96
13858,28,71
13859,20,58
13860,2,80
13861,22,79
13862,0,100
13863,20,80
13864,0,70
13865,1,94
13866,17,82
13867,4,96
13868,65,34
13869,5,95
13870,8,91
13871,33,66
13872,0,100
13873,25,75
13874,0,100
13875,45,31
13876,25,74
13877,0,99
13878,10,90
13879,0,92
13880,0,95
13881,17,82
13882,3,97
13883,32,68
13884,3,96
13885,64,23
13886,16,85
13887,34,61
13888,0,71
13889,13,88
13890,0,99
13891,26,74
13892,0,99
13893,0,98
13894,0,100
13895,76,5
13896,0,100
13897,65,34
13898,95,1
13899,82,6
13900,100,0
13901,96,4
13902,93,2
13903,87,13
13904,99,1
13905,100,0
13906,62,38
13907,100,0
13908,59,4
13909,90,0
13910,45,4
13911,81,1
13912,96,4
13913,96,4
13914,56,3
13915,0,100
13916,79,0
13917,99,0
13918,87,0
13919,75,3
13920,86,0
13921,89,0
13922,82,0
13923,87,0
13924,0,100
13925,0,70
13926,0,88
13927,29,71
13928,67,23
13929,19,56
13930,1,64
13931,0,56
13932,1,66
13933,67,17
13934,12,60
13935,43,48
13936,100,0
13937,100,0
13938,56,16
13939,26,74
13940,7,74
13941,5,1
13942,54,46
13943,32,46
13944,25,27
13945,0,100
13946,100,0
13947,100,0
13948,67,0
13949,100,0
13950,28,73
13951,28,71
13952,52,47
13953,0,100
13954,93,8
13955,18,82
13956,82,17
13957,8,93
13958,100,0
13959,91,0
13960,100,0
13961,13,56
13962,0,100
13963,25,53
13964,36,64
13965,3,3
13966,33,44
13967,93,7
13968,36,35
13969,100,0
13970,91,1
13971,100,0
13972,100,0
13973,1,85
13974,8,83
13975,19,3
13976,3,49
13977,17,47
13978,0,81
13979,44,22
13980,27,68
13981,19,60
13982,46,36
13983,19,55
13984,12,77
13985,100,0
13986,100,0
13987,6,94
13988,74,25
13989,79,20
13990,0,46
13991,17,63
13992,62,38
13993,42,29
13994,65,34
13995,6,94
13996,62,15
13997,3,98
13998,100,0
13999,100,0
14000,100,0
14001,45,54
14002,19,81
14003,23,71
14004,100,0
14005,1,45
14006,14,60
14007,3,97
14008,8,92
14009,63,38
14010,13,81
14011,41,58
14012,33,67
14013,29,71
14014,27,73
14015,97,0
14016,100,0
14017,90,9
14018,97,3
14019,55,46
14020,100,0
14021,16,25
14022,4,89
14023,0,100
14024,5,68
14025,0,100
14026,88,13
14027,59,41
14028,14,75
14029,100,0
14030,65,9
14031,13,86
14032,0,100
14033,92,9
14034,100,0
14035,99,0
14036,100,0
14037,0,71
14038,11,75
14039,5,54
14040,1,59
14041,3,43
14042,1,78
14043,0,85
14044,27,70
14045,0,1
14046,52,36
14047,53,35
14048,5,83
14049,34,39
14050,100,0
14051,100,0
14052,8,93
14053,34,65
14054,64,35
14055,0,100
14056,6,94
14057,22,77
14058,25,50
14059,1,98
14060,0,100
14061,9,69
14062,77,23
14063,0,98
14064,0,100
14065,100,0
14066,95,0
14067,95,5
14068,9,92
14069,4,96
14070,0,100
14071,5,95
14072,0,100
14073,97,0
14074,0,78
14075,12,24
14076,11,89
14077,0,100
14078,0,1
14079,19,81
14080,28,71
14081,16,85
14082,28,72
14083,94,6
14084,81,0
14085,97,0
14086,0,100
14087,61,39
14088,47,54
14089,8,93
14090,10,90
14091,0,100
14092,100,0
14093,0,76
14094,0,80
14095,0,100
14096,2,95
14097,0,100
14098,0,100
14099,24,76
14100,97,3
14101,91,0
14102,9,92
14103,85,15
14104,1,99
14105,88,13
14106,0,100
14107,23,77
14108,97,0
14109,100,0
14110,100,0
14111,26,59
14112,0,85
14113,0,76
14114,17,46
14115,0,70
14116,0,74
14117,6,66
14118,32,68
14119,33,62
14120,0,99
14121,96,4
14122,93,0
14123,0,100
14124,0,100
14125,25,75
14126,8,66
14127,32,65
14128,33,64
14129,11,88
14130,0,95
14131,0,82
14132,0,76
14133,1,96
14134,10,59
14135,53,26
14136,10,84
14137,13,87
14138,89,4
14139,45,36
14140,0,89
14141,73,27
14142,68,28
14143,70,30
14144,100,0
14145,86,0
14146,9,91
14147,1,99
14148,6,94
14149,3,98
14150,8,84
14151,5,95
14152,0,100
14153,0,100
14154,8,93
14155,13,88
14156,0,100
14157,2,90
14158,0,77
14159,0,100
14160,9,92
14161,52,43
14162,14,87
14163,17,82
14164,0,72
14165,0,100
14166,0,100
14167,6,94
14168,95,0
14169,83,0
14170,40,61
14171,96,4
14172,17,83
14173,0,100
14174,9,92
14175,68,32
14176,4,88
14177,0,100
14178,50,42
14179,1,1
14180,23,54
14181,2,79
14182,2,73
14183,37,44
14184,0,100
14185,2,70
14186,23,58
14187,0,92
14188,29,71
14189,2,75
14190,76,4
14191,3,96
14192,64,35
14193,73,28
14194,100,0
14195,100,0
14196,69,31
14197,6,94
14198,5,94
14199,13,88
14200,16,76
14201,35,65
14202,76,24
14203,0,100
14204,0,100
14205,9,92
14206,100,0
14207,3,98
14208,4,84
14209,27,19
14210,33,0
14211,7,3
14212,5,61
14213,0,100
14214,35,65
14215,17,83
14216,3,98
14217,59,41
14218,60,41
14219,0,100
14220,59,41
14221,4,96
14222,52,47
14223,6,83
14224,28,46
14225,44,39
14226,1,92
14227,37,57
14228,54,5
14229,1,42
14230,73,21
14231,12,78
14232,1,98
14233,68,32
14234,100,0
14235,95,5
14236,54,47
14237,68,32
14238,93,7
14239,63,12
14240,0,1
14241,10,30
14242,47,27
14243,51,18
14244,87,6
14245,14,53
14246,5,79
14247,0,2
14248,67,0
14249,8,88
14250,33,67
14251,2,97
14252,32,65
14253,13,87
14254,18,81
14255,0,99
14256,13,77
14257,63,37
14258,13,88
14259,55,45
14260,100,0
14261,99,1
14262,92,8
14263,94,6
14264,99,1
14265,1,0
14266,90,10
14267,9,92
14268,80,20
14269,35,65
14270,98,2
14271,16,61
14272,40,37
14273,95,5
14274,95,5
14275,35,65
14276,1,1
14277,26,56
14278,38,44
14279,76,19
14280,18,68
14281,86,12
14282,79,18
14283,30,70
14284,46,55
14285,11,78
14286,92,9
14287,52,48
14288,100,0
14289,49,51
14290,95,5
14291,98,2
14292,96,4
14293,75,25
14294,67,34
14295,47,52
14296,85,16
14297,99,1
14298,3,98
14299,47,53
14300,7,72
14301,0,68
14302,11,59
14303,0,40
14304,2,80
14305,33,44
14306,52,9
14307,7,57
14308,44,56
14309,0,92
14310,96,4
14311,98,0
14312,63,38
14313,97,2
14314,1,98
14315,0,98
14316,2,4
14317,5,9
14318,5,94
14319,1,77
14320,14,69
14321,59,18
14322,0,100
14323,0,88
14324,8,67
14325,57,43
14326,21,54
14327,0,95
14328,34,67
14329,100,0
14330,100,0
14331,100,0
14332,28,22
14333,51,49
14334,45,55
14335,41,60
14336,1,0
14337,0,100
14338,76,23
14339,0,100
14340,0,100
14341,0,100
14342,0,82
14343,7,78
14344,25,75
14345,0,100
14346,0,100
14347,9,92
14348,0,100
14349,9,90
14350,71,29
14351,6,94
14352,5,94
14353,77,0
14354,94,0
14355,37,63
14356,0,100
14357,44,56
14358,5,95
14359,1,99
14360,2,98
14361,8,5
14362,38,63
14363,12,1
14364,26,70
14365,2,76
14366,10,59
14367,1,99
14368,6,73
14369,42,33
14370,57,43
14371,14,72
14372,9,90
14373,15,85
14374,64,24
14375,100,0
14376,98,0
14377,8,42
14378,38,63
14379,37,63
14380,4,96
14381,0,1
14382,50,50
14383,10,90
14384,5,95
14385,0,100
14386,0,100
14387,100,0
14388,0,75
14389,0,82
14390,0,3
14391,2,86
14392,1,12
14393,0,86
14394,4,9
14395,1,70
14396,36,21
14397,23,52
14398,0,78
14399,36,45
14400,0,92
14401,11,80
14402,0,99
14403,37,58
14404,29,50
14405,0,93
14406,0,93
14407,21,79
14408,0,87
14409,0,90
14410,0,88
14411,0,97
14412,0,100
14413,0,100
14414,0,99
14415,0,58
14416,30,52
14417,0,83
14418,2,92
14419,6,89
14420,0,98
14421,43,57
14422,5,94
14423,0,99
14424,0,99
14425,67,34
14426,1,89
14427,1,99
14428,20,79
14429,22,57
14430,0,97
14431,0,82
14432,4,96
14433,28,73
14434,46,54
14435,69,30
14436,1,99
14437,8,92
14438,0,96
14439,0,80
14440,0,96
14441,73,23
14442,22,79
14443,56,44
14444,80,17
14445,16,83
14446,0,70
14447,20,60
14448,0,100
14449,0,100
14450,80,19
14451,78,21
14452,66,23
14453,92,8
14454,98,0
14455,92,8
14456,100,0
14457,100,0
14458,99,1
14459,89,1
14460,94,0
14461,100,0
14462,40,3
14463,92,3
14464,100,0
14465,88,4
14466,30,69
14467,3,97
14468,96,0
14469,68,8
14470,86,9
14471,36,1
14472,100,0
14473,94,6
14474,79,0
14475,96,4
14476,7,80
14477,4,73
14478,4,81
14479,17,83
14480,0,74
14481,0,100
14482,0,65
14483,8,88
14484,78,16
14485,47,52
14486,36,59
14487,37,58
14488,100,0
14489,100,0
14490,97,3
14491,14,64
14492,36,64
14493,22,78
14494,1,3
14495,2,91
14496,42,26
14497,39,40
14498,0,89
14499,100,0
14500,99,1
14501,100,0
14502,84,0
14503,86,14
14504,12,81
14505,0,6
14506,0,77
14507,1,77
14508,94,6
14509,20,62
14510,100,0
14511,100,0
14512,100,0
14513,12,83
14514,46,54
14515,23,55
14516,39,37
14517,2,65
14518,7,83
14519,52,47
14520,0,69
14521,100,0
14522,100,0
14523,100,0
14524,100,0
14525,0,81
14526,13,73
14527,20,2
14528,8,66
14529,13,51
14530,0,83
14531,0,100
14532,6,80
14533,37,63
14534,27,53
14535,3,82
14536,0,97
14537,100,0
14538,100,0
14539,100,0
14540,34,67
14541,81,18
14542,5,94
14543,25,31
14544,33,41
14545,16,55
14546,0,92
14547,32,68
14548,11,87
14549,21,69
14550,60,41
14551,100,0
14552,92,0
14553,31,68
14554,47,52
14555,45,55
14556,100,0
14557,0,48
14558,0,100
14559,0,100
14560,25,73
14561,5,91
14562,77,3
14563,7,92
14564,34,65
14565,100,0
14566,96,0
14567,46,53
14568,38,63
14569,25,75
14570,100,0
14571,99,0
14572,9,20
14573,43,22
14574,0,100
14575,89,11
14576,25,67
14577,26,58
14578,63,31
14579,40,60
14580,1,63
14581,89,2
14582,100,0
14583,98,2
14584,31,69
14585,100,0
14586,17,82
14587,100,0
14588,100,0
14589,6,83
14590,0,81
14591,59,12
14592,3,74
14593,20,44
14594,4,46
14595,12,85
14596,79,22
14597,5,94
14598,1,0
14599,30,54
14600,0,76
14601,3,97
14602,100,0
14603,99,1
14604,97,0
14605,8,92
14606,0,100
14607,7,93
14608,58,26
14609,25,75
14610,69,31
14611,8,65
14612,32,61
14613,41,54
14614,48,52
14615,0,100
14616,4,96
14617,58,27
14618,100,0
14619,70,29
14620,60,40
14621,80,20
14622,55,46
14623,0,100
14624,12,88
14625,67,30
14626,0,63
14627,15,77
14628,0,100
14629,4,85
14630,11,89
14631,0,100
14632,41,59
14633,100,0
14634,4,96
14635,44,56
14636,5,95
14637,38,63
14638,1,99
14639,47,53
14640,97,0
14641,100,0
14642,5,77
14643,19,5
14644,47,21
14645,89,10
14646,0,96
14647,26,32
14648,4,94
14649,8,72
14650,0,100
14651,100,0
14652,100,0
14653,1,99
14654,16,84
14655,26,74
14656,6,94
14657,59,41
14658,8,92
14659,100,0
14660,100,0
14661,0,75
14662,5,71
14663,0,60
14664,3,97
14665,1,58
14666,4,93
14667,0,70
14668,11,89
14669,44,41
14670,24,50
14671,95,0
14672,100,0
14673,88,0
14674,4,96
14675,2,98
14676,65,34
14677,9,90
14678,4,93
14679,25,72
14680,0,100
14681,2,56
14682,33,52
14683,2,73
14684,32,60
14685,47,39
14686,20,80
14687,4,96
14688,44,56
14689,35,43
14690,2,79
14691,1,94
14692,3,96
14693,28,72
14694,99,0
14695,100,0
14696,4,96
14697,31,69
14698,4,96
14699,76,24
14700,0,92
14701,28,73
14702,9,90
14703,5,95
14704,0,100
14705,18,81
14706,0,100
14707,0,89
14708,17,62
14709,0,86
14710,13,85
14711,14,53
14712,16,36
14713,5,63
14714,0,100
14715,0,79
14716,30,39
14717,47,32
14718,28,71
14719,41,58
14720,4,94
14721,99,1
14722,78,7
14723,0,100
14724,34,65
14725,31,69
14726,26,74
14727,60,32
14728,14,86
14729,0,100
14730,18,81
14731,4,96
14732,3,97
14733,100,0
14734,37,63
14735,0,67
14736,0,83
14737,2,89
14738,29,28
14739,0,67
14740,3,84
14741,0,100
14742,1,99
14743,48,35
14744,18,81
14745,0,83
14746,100,0
14747,100,0
14748,18,82
14749,4,96
14750,3,98
14751,6,94
14752,8,92
14753,9,90
14754,16,76
14755,8,84
14756,13,88
14757,1,3
14758,19,72
14759,4,42
14760,16,17
14761,6,5
14762,11,55
14763,29,71
14764,26,74
14765,25,75
14766,50,50
14767,6,94
14768,36,64
14769,87,14
14770,92,8
14771,52,48
14772,47,53
14773,82,18
14774,31,69
14775,1,99
14776,8,92
14777,86,14
14778,16,85
14779,12,88
14780,0,100
14781,0,100
14782,2,98
14783,16,85
14784,0,68
14785,60,14
14786,40,37
14787,90,8
14788,54,18
14789,7,57
14790,6,45
14791,77,21
14792,0,88
14793,0,100
14794,9,92
14795,67,34
14796,100,0
14797,100,0
14798,98,3
14799,100,0
14800,83,17
14801,57,43
14802,0,1
14803,1,0
14804,44,1
14805,23,67
14806,16,64
14807,26,58
14808,22,77
14809,1,99
14810,1,1
14811,89,3
14812,42,35
14813,47,52
14814,75,25
14815,62,38
14816,93,5
14817,64,36
14818,93,8
14819,37,46
14820,89,10
14821,72,28
14822,85,15
14823,83,17
14824,67,34
14825,64,35
14826,93,7
14827,81,19
14828,1,0
14829,97,3
14830,95,5
14831,97,3
14832,55,45
14833,75,25
14834,30,51
14835,21,47
14836,79,6
14837,33,41
14838,1,86
14839,34,63
14840,89,0
14841,24,41
14842,25,75
14843,63,37
14844,76,23
14845,0,98
14846,1,99
14847,59,41
14848,90,9
14849,58,41
14850,99,1
14851,41,59
14852,61,39
14853,99,1
14854,100,0
14855,92,8
14856,10,25
14857,91,8
14858,0,84
14859,0,71
14860,1,71
14861,0,66
14862,47,10
14863,55,37
14864,0,97
14865,51,26
14866,18,78
14867,43,8
14868,100,0
14869,82,0
14870,100,0
14871,5,95
14872,0,99
14873,1,98
14874,3,97
14875,7,5
14876,6,2
14877,14,87
14878,0,81
14879,0,66
14880,75,25
14881,0,85
14882,26,58
14883,20,80
14884,3,96
14885,33,59
14886,53,47
14887,11,68
14888,100,0
14889,100,0
14890,20,29
14891,33,67
14892,40,61
14893,1,99
14894,1,0
14895,17,82
14896,16,84
14897,20,80
14898,82,18
14899,0,100
14900,1,63
14901,0,100
14902,77,6
14903,28,71
14904,2,82
14905,58,35
14906,22,79
14907,7,92
14908,0,93
14909,14,86
14910,33,39
14911,98,0
14912,100,0
14913,50,0
14914,35,65
14915,31,69
14916,42,58
14917,0,1
14918,1,99
14919,3,98
14920,80,20
14921,2,98
14922,0,100
14923,100,0
14924,1,73
14925,2,79
14926,35,60
14927,0,82
14928,0,78
14929,5,79
14930,6,86
14931,41,41
14932,0,100
14933,4,96
14934,0,99
14935,100,0
14936,100,0
14937,24,76
14938,30,70
14939,19,81
14940,0,100
14941,37,50
14942,1,99
14943,6,0
14944,5,2
14945,21,79
14946,6,86
14947,14,53
14948,43,24
14949,92,0
14950,49,32
14951,54,6
14952,74,12
14953,79,16
14954,74,21
14955,81,6
14956,53,24
14957,69,13
14958,14,82
14959,2,7
14960,6,0
14961,0,93
14962,0,89
14963,9,69
14964,23,48
14965,28,54
14966,40,57
14967,1,92
14968,14,87
14969,75,25
14970,40,50
14971,53,18
14972,38,60
14973,8,72
14974,6,94
14975,27,62
14976,7,93
14977,67,21
14978,23,66
14979,71,13
14980,56,10
14981,10,90
14982,6,79
14983,18,82
14984,10,89
14985,31,35
14986,3,97
14987,29,55
14988,21,55
14989,69,9
14990,32,68
14991,29,67
14992,0,80
14993,75,17
14994,4,96
14995,0,100
14996,47,54
14997,94,5
14998,90,0
14999,4,96
15000,7,93
15001,0,100
15002,15,85
15003,31,69
15004,38,62
15005,10,89
15006,71,18
15007,44,39
15008,9,73
15009,5,95
15010,8,93
15011,0,88
15012,20,80
15013,22,78
15014,1,99
15015,0,100
15016,38,36
15017,92,6
15018,57,20
15019,74,25
15020,0,100
15021,0,100
15022,5,95
15023,0,93
15024,1,99
15025,30,69
15026,38,62
15027,61,28
15028,37,61
15029,73,4
15030,41,58
15031,3,97
15032,10,74
15033,1,0
15034,0,100
15035,0,100
15036,1,98
15037,61,36
15038,89,8
15039,9,67
15040,38,61
15041,0,99
15042,4,96
15043,8,82
15044,35,64
15045,86,14
15046,49,30
15047,23,17
15048,65,29
15049,8,93
15050,99,1
15051,100,0
15052,85,12
15053,11,88
15054,2,74
15055,13,79
15056,2,67
15057,3,98
15058,0,100
15059,0,92
15060,6,93
15061,0,100
15062,24,9
15063,14,86
15064,69,31
15065,94,6
15066,39,61
15067,76,23
15068,39,61
15069,33,2
15070,34,66
15071,30,55
15072,67,22
15073,17,59
15074,3,98
15075,88,12
15076,11,4
15077,8,4
15078,43,12
15079,17,83
15080,57,43
15081,8,93
15082,21,60
15083,51,0
15084,5,88
15085,23,40
15086,46,26
15087,2,72
15088,0,100
15089,0,1
15090,1,99
15091,84,16
15092,83,2
15093,10,4
15094,60,41
15095,55,46
15096,43,57
15097,68,32
15098,32,64
15099,27,36
15100,22,79
15101,57,39
15102,26,27
15103,0,69
15104,35,64
15105,2,98
15106,81,19
15107,98,2
15108,13,0
15109,58,26
15110,29,71
15111,30,69
15112,71,1
15113,62,38
15114,47,27
15115,7,83
15116,12,67
15117,67,25
15118,15,64
15119,54,13
15120,10,90
15121,16,84
15122,85,16
15123,99,1
15124,94,5
15125,81,19
15126,18,81
15127,57,43
15128,82,17
15129,4,96
15130,38,24
15131,25,75
15132,10,86
15133,75,25
15134,23,76
15135,73,27
15136,47,52
15137,14,86
15138,100,0
15139,7,78
15140,61,18
15141,23,48
15142,20,80
15143,36,64
15144,91,9
15145,60,1
15146,63,3
15147,7,66
15148,58,13
15149,0,1
15150,13,67
15151,18,81
15152,58,41
15153,1,0
15154,4,95
15155,48,15
15156,75,25
15157,88,12
15158,87,13
15159,93,0
15160,40,51
15161,76,24
15162,81,19
15163,54,47
15164,55,46
15165,6,89
15166,43,39
15167,33,52
15168,69,7
15169,54,14
15170,1,0
15171,53,14
15172,12,88
15173,2,98
15174,1,0
15175,77,23
15176,100,0
15177,54,39
15178,93,8
15179,63,37
15180,51,43
15181,80,2
15182,3,98
15183,82,4
15184,20,47
15185,47,53
15186,26,55
15187,60,21
15188,73,8
15189,60,40
15190,51,25
15191,29,50
15192,0,1
15193,26,74
15194,79,22
15195,100,0
15196,94,6
15197,84,9
15198,82,17
15199,40,60
15200,99,1
15201,77,22
15202,2,14
15203,10,6
15204,3,13
15205,49,4
15206,28,25
15207,52,1
15208,71,28
15209,94,5
15210,28,71
15211,0,100
15212,20,80
15213,93,6
15214,82,17
15215,56,28
15216,60,41
15217,78,22
15218,70,14
15219,74,26
15220,37,63
15221,77,0
15222,77,19
15223,6,28
15224,63,33
15225,57,38
15226,74,0
15227,57,36
15228,10,58
15229,41,59
15230,5,94
15231,82,18
15232,42,26
15233,20,41
15234,96,4
15235,37,62
15236,64,36
15237,99,1
15238,2,4
15239,69,31
15240,76,23
15241,28,71
15242,72,25
15243,83,0
15244,100,0
15245,61,28
15246,13,77
15247,10,24
15248,54,46
15249,75,25
15250,64,31
15251,46,47
15252,34,48
15253,12,56
15254,0,80
15255,97,3
15256,57,29
15257,51,7
15258,37,63
15259,58,35
15260,15,80
15261,84,16
15262,97,3
15263,5,2
15264,67,34
15265,39,37
15266,84,15
15267,97,1
15268,25,75
15269,56,44
15270,60,21
15271,75,5
15272,22,12
15273,9,90
15274,75,9
15275,56,11
15276,49,44
15277,16,85
15278,1,99
15279,52,24
15280,33,66
15281,59,40
15282,48,23
15283,22,78
15284,21,76
15285,68,32
15286,22,79
15287,84,15
15288,99,1
15289,1,2
15290,55,41
15291,99,0
15292,63,27
15293,75,25
15294,44,56
15295,9,92
15296,26,53
15297,27,48
15298,24,40
15299,0,62
15300,40,8
15301,34,15
15302,15,78
15303,15,35
15304,48,1
15305,3,72
15306,95,5
15307,35,24
15308,4,81
15309,62,38
15310,59,32
15311,4,95
15312,42,58
15313,100,0
15314,19,81
15315,98,3
15316,79,21
15317,36,64
15318,80,20
15319,61,39
15320,98,2
15321,98,2
15322,36,60
15323,75,0
15324,100,0
15325,97,0
15326,80,0
15327,49,23
15328,48,29
15329,34,25
15330,69,3
15331,3,58
15332,9,48
15333,32,63
15334,15,56
15335,24,66
15336,70,22
15337,0,100
15338,28,72
15339,28,73
15340,94,6
15341,86,14
15342,56,21
15343,0,2
15344,1,1
15345,100,0
15346,1,0
15347,52,23
15348,45,20
15349,49,14
15350,16,60
15351,49,8
15352,4,70
15353,22,32
15354,28,48
15355,50,35
15356,0,100
15357,0,100
15358,0,100
15359,16,68
15360,97,3
15361,45,55
15362,16,81
15363,2,0
15364,0,2
15365,54,31
15366,1,0
15367,22,44
15368,34,52
15369,39,24
15370,28,44
15371,65,1
15372,22,50
15373,52,26
15374,73,11
15375,86,0
15376,66,9
15377,9,70
15378,1,99
15379,36,64
15380,99,1
15381,87,13
15382,65,34
15383,40,53
15384,2,0
15385,81,0
15386,0,1
15387,89,0
15388,41,34
15389,13,87
15390,40,61
15391,81,19
15392,36,64
15393,53,47
15394,71,28
15395,35,64
15396,100,0
15397,99,1
15398,95,5
15399,43,57
15400,0,100
15401,86,14
15402,3,98
15403,2,95
15404,7,93
15405,71,28
15406,94,6
15407,95,5
15408,89,10
15409,98,3
15410,85,0
15411,75,25
15412,100,0
15413,37,51
15414,69,9
15415,41,38
15416,89,0
15417,74,2
15418,73,28
15419,54,18
15420,57,1
15421,89,0
15422,71,16
15423,33,30
15424,13,88
15425,51,29
15426,83,7
15427,0,97
15428,60,41
15429,92,9
15430,28,71
15431,51,49
15432,33,48
15433,99,1
15434,39,61
15435,18,4
15436,30,53
15437,100,0
15438,43,23
15439,30,43
15440,73,28
15441,43,20
15442,27,58
15443,45,55
15444,46,30
15445,6,63
15446,5,94
15447,5,95
15448,72,28
15449,44,56
15450,96,3
15451,86,0
15452,5,88
15453,98,3
15454,78,7
15455,10,4
15456,28,67
15457,12,39
15458,31,27
15459,18,81
15460,86,6
15461,35,25
15462,10,89
15463,0,76
15464,14,71
15465,83,17
15466,56,44
15467,29,69
15468,94,5
15469,22,74
15470,69,31
15471,72,28
15472,59,9
15473,94,6
15474,13,66
15475,69,12
15476,30,41
15477,14,78
15478,6,79
15479,6,65
15480,57,40
15481,51,28
15482,49,50
15483,42,50
15484,76,22
15485,12,88
15486,26,65
15487,13,88
15488,6,94
15489,1,97
15490,5,87
15491,25,73
15492,19,68
15493,70,30
15494,22,65
15495,81,6
15496,74,26
15497,0,100
