,R50,C,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
20157,45,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20158,32,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20159,28,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20162,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20163,19,37,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20164,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20165,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20166,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20167,9,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20168,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20169,9,49,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20171,54,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20172,0,75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173,17,37,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20174,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20175,8,67,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20176,3,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20177,18,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20178,6,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20179,13,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20180,8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20181,5,69,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20182,11,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20183,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20184,9,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20185,4,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20186,7,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20187,35,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20188,41,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20189,4,95,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20190,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20191,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20192,21,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20193,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20194,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20195,34,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20196,71,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20197,93,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20198,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20199,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20200,80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20202,79,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20203,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20204,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20205,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20206,32,45,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20207,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20208,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210,21,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20212,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20213,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20214,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20215,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20216,59,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20217,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20218,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20219,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20221,43,49,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20222,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20223,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20224,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20225,37,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20226,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20227,71,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20228,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20231,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20235,42,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20236,55,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20238,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20239,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241,56,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20242,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20243,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20244,61,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20245,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20247,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20248,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20249,30,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20252,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20253,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20254,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20255,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20256,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20257,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20258,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20259,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20261,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20262,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20264,81,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20265,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20266,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20267,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20268,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20269,68,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20270,51,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20271,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20272,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20273,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20274,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20275,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20276,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20277,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20278,68,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20279,54,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20280,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20281,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20282,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20283,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20284,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20285,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20286,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20287,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20288,22,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290,65,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20291,0,42,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20292,0,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20293,0,52,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20294,1,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20295,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20296,1,28,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20297,2,37,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20298,5,12,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20299,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20300,6,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20301,31,42,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20302,61,23,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20303,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20304,0,66,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20305,0,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20306,7,23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20307,9,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20308,65,12,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20309,40,46,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20310,0,27,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20311,0,45,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20312,0,38,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20313,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20314,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20315,0,23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20316,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20317,0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20318,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20320,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20321,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20322,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20323,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20324,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20325,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20326,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20327,6,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20328,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20329,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20331,20,39,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20332,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20333,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20334,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20335,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20336,32,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20337,87,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20338,72,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20339,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20340,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20341,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20342,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20343,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20344,38,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20345,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20346,23,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20347,61,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20348,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20349,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20350,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20351,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20352,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20353,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20354,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20356,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20357,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20358,14,48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20359,53,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20360,68,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20361,31,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20362,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20363,17,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20364,19,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20365,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20366,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20367,39,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20368,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20369,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20370,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20371,8,76,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20372,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20373,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20374,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20375,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20376,3,46,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20377,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20378,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20379,45,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20380,19,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20381,9,54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20382,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20383,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20384,4,45,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20385,8,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20386,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20387,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20388,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20389,42,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20390,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20391,34,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20392,19,53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20393,52,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20394,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20395,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20396,40,19,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20397,6,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20398,7,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20399,20,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20400,33,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20401,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20402,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20403,39,37,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20404,6,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20405,31,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20406,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20407,26,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20408,1,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20409,21,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20410,55,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20411,2,90,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20412,4,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20413,15,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20414,5,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20415,28,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20416,32,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20417,25,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20418,60,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20419,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20420,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20421,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20423,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20424,75,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20425,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20426,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20427,75,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20428,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20429,86,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20430,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20431,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20432,28,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20433,89,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20434,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20435,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20436,88,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20437,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20439,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20440,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20441,73,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20442,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20443,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20444,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20445,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20446,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20447,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20448,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20449,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20450,76,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20451,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
