,R50,C,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
6048,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6050,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,0,72,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6052,0,84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6053,0,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6054,0,76,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6055,9,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6056,0,58,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6057,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6058,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6060,0,56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6061,0,54,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6062,12,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6063,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6064,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6065,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6066,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6067,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6068,0,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6069,0,66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6070,0,62,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6071,0,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6072,2,72,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6073,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6074,0,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6075,0,93,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6076,0,51,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6077,0,68,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6078,0,24,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6079,0,69,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6080,0,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6081,0,60,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6082,4,29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6083,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6085,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6086,0,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6087,0,69,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6088,0,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6089,84,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6090,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6092,0,44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6093,0,63,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6094,0,54,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6095,16,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,0,62,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6098,0,66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6099,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6100,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,0,82,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6102,0,97,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6103,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6104,8,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6105,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6106,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6107,1,45,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6108,0,25,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6109,0,42,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6110,1,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6111,49,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6112,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6113,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6114,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6115,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6116,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6117,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6118,0,67,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6119,0,57,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6120,0,57,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6121,0,81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6122,0,44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6123,0,55,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6124,19,55,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6125,0,62,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6126,0,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6127,0,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6128,0,40,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6129,0,49,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6130,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6131,0,95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6132,0,63,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6133,0,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6134,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6135,0,58,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6136,0,72,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6137,0,96,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6138,95,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6139,0,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6140,0,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6141,3,64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6142,22,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6143,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6144,0,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6145,0,58,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6146,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6147,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6148,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6149,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6150,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6151,0,58,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6152,0,30,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6153,12,27,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6154,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6155,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6156,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6157,0,24,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6158,1,28,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6159,0,15,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6160,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6161,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6162,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6163,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6164,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6165,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6166,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6167,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6168,0,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6169,0,65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6170,0,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6171,0,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6172,0,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6173,0,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6174,0,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6175,0,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6176,0,82,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6177,0,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6178,2,36,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6179,37,53,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6180,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6181,0,64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6182,0,60,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6183,0,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6184,2,38,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6185,0,42,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6186,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6187,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6188,0,94,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6189,0,42,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6190,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6191,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6192,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6193,0,63,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6194,0,68,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6195,21,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6196,67,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6197,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6198,0,65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6199,0,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6200,0,67,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6201,0,64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6202,0,60,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6203,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6204,29,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6205,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6206,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6207,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6208,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6209,2,17,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6210,7,23,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6211,52,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6212,3,35,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6213,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6214,0,44,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6215,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6216,2,17,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6217,1,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6218,0,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6219,0,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6220,0,36,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6221,0,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6222,65,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6223,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
6224,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6225,0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
6226,0,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6227,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6228,7,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6229,52,36,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6230,0,27,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6231,0,45,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6232,0,51,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6233,0,32,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6234,0,18,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6235,0,38,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6236,0,21,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6237,0,14,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6238,0,96,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6239,2,7,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6240,0,66,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6241,0,23,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6242,0,22,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6243,0,42,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6244,0,22,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6245,0,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6246,1,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6247,0,27,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6248,0,29,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6249,0,26,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6250,0,51,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6251,0,46,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6252,0,65,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6253,0,23,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6254,0,9,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6255,0,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6256,0,22,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6257,0,43,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6258,0,46,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6259,0,45,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6260,0,41,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6261,0,36,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6262,4,15,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6263,53,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6264,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6265,0,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6266,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6267,0,59,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6268,0,77,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6269,0,53,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6270,19,14,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6271,0,30,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6272,7,22,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6273,0,65,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6274,0,50,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6275,0,51,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6276,0,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6277,0,23,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6278,0,56,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6279,22,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6280,34,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6281,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6282,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6283,0,32,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6284,0,43,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6285,7,31,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6286,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6287,18,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6288,6,21,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6289,0,30,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6290,0,68,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6291,1,12,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6292,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6293,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6294,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6295,0,44,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6296,0,74,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6297,3,19,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6298,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6299,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6300,9,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6301,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6302,0,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6303,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6304,0,57,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6305,0,46,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6306,56,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6307,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6308,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
6309,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
6310,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6311,0,36,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6312,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6313,0,28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
6314,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6315,0,55,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6316,0,46,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6317,0,47,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6318,0,35,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6319,0,35,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6320,0,20,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6321,0,39,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6322,0,51,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6323,0,57,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6324,0,58,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6325,6,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6326,59,6,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6327,0,27,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6328,0,44,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6329,0,33,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6330,0,25,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6331,0,16,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6332,0,40,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6333,0,28,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6334,0,23,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6335,0,35,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6336,0,41,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6337,0,20,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6338,0,8,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6339,0,48,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6340,0,47,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6341,0,46,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6342,0,27,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
6343,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
