,C,R75,F,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR
7487,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7488,95,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7489,0,52,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
7490,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7491,35,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7492,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7493,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7494,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7495,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7496,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7497,53,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7498,99,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7499,1,18,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
7500,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7501,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7502,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7503,49,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7504,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7505,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7506,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7507,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7508,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7509,21,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7510,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7511,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
7512,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7513,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7514,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7515,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7516,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7517,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7519,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7520,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7521,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7522,1,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,11,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7524,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7525,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7526,0,7,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
7527,14,12,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
7528,5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
7529,89,11,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7530,97,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7531,97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7532,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7533,98,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7534,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7535,84,13,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7536,32,2,66,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7537,77,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7538,85,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7539,91,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7540,17,2,81,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7541,91,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7542,92,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7543,60,0,40,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7544,42,0,58,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7545,7,3,90,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7546,34,0,66,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7547,16,1,83,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7548,43,4,53,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7549,98,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7550,48,0,52,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7551,94,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7552,54,0,46,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7553,34,0,66,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7554,68,0,32,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7555,39,0,61,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7556,49,10,41,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7557,29,0,71,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7558,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7559,52,5,43,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7560,76,19,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7561,63,0,37,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7562,77,12,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7563,86,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7564,98,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7565,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7566,65,17,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7567,94,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7568,39,0,61,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7569,70,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7570,76,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7571,27,26,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7572,27,5,68,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7573,23,0,77,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7574,10,0,90,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7575,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7576,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7577,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7578,53,39,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7579,50,0,50,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7580,92,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7581,64,7,28,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7582,99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7583,61,32,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7584,52,1,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7585,38,1,61,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7586,29,0,71,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7587,31,1,58,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7588,90,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7589,40,0,60,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7590,20,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7591,88,4,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7592,76,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7593,40,1,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7594,70,1,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7595,59,5,34,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7596,56,0,44,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7597,30,6,53,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7598,34,31,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7599,24,0,76,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7600,71,9,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7601,53,0,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7602,59,8,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7603,8,0,92,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7604,26,2,72,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7605,72,0,28,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7606,47,0,53,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7607,63,1,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7608,31,21,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7609,39,0,61,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7610,74,11,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7611,89,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7612,2,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7613,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7614,99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7615,76,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7616,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7617,47,45,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7618,40,7,53,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7619,34,0,66,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7620,25,0,75,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7621,31,56,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7622,7,21,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7623,34,13,45,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7624,26,0,74,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7625,28,0,51,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7626,83,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7627,69,2,11,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7628,39,59,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7629,39,0,60,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7630,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7631,7,0,93,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7632,15,7,77,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7633,10,0,80,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7634,97,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7635,49,0,51,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7636,99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7637,82,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7638,13,0,86,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7639,74,4,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7640,57,4,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7641,30,33,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7642,31,0,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7643,47,7,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7644,58,0,42,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7645,41,0,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7646,48,25,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7647,50,0,50,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7648,56,0,44,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7649,67,0,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7650,90,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7651,27,0,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7652,17,82,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7653,27,26,32,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7654,79,9,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7655,33,0,67,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7656,21,5,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7657,87,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7658,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7659,62,0,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7660,86,1,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7661,54,2,44,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7662,85,0,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7663,53,16,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7664,41,10,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7665,46,4,37,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7666,56,36,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7667,74,2,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7668,36,0,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7669,56,9,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7670,82,7,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7671,71,0,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7672,10,71,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7673,65,2,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7674,10,1,89,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7675,91,7,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7676,4,1,95,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7677,26,67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7678,41,0,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7679,91,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7680,89,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7681,72,14,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7682,33,7,50,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7683,69,4,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7684,77,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7685,52,20,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7686,57,16,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7687,29,23,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7688,81,0,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7689,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
7690,54,6,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
7691,24,31,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
7692,39,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7693,33,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7694,87,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7695,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7696,94,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7697,76,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7698,38,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7699,48,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7700,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7701,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7702,99,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7703,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7704,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7705,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7706,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7707,69,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7708,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7709,83,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7710,12,55,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
7711,16,57,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
7712,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7713,44,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7714,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7715,46,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7716,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7717,54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7718,42,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7719,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7720,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7721,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7722,63,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7723,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7724,42,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7725,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7726,72,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7727,0,23,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
7728,0,5,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
7729,81,13,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7730,97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7731,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7732,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7733,31,55,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7734,97,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7735,90,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7736,94,6,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7737,69,3,28,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7738,77,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7739,99,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7740,75,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7741,50,21,29,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7742,12,0,88,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7743,86,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7744,49,39,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7745,65,0,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7746,59,1,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7747,56,0,44,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7748,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7749,36,5,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7750,84,0,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7751,92,0,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7752,27,0,73,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7753,44,0,56,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7754,14,0,86,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7755,84,0,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7756,59,3,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7757,82,1,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7758,97,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7759,60,0,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7760,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7761,68,3,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7762,77,0,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7763,74,0,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7764,50,1,49,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7765,97,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7766,12,1,87,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7767,43,36,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7768,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7769,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7770,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7771,88,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7772,11,0,89,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7773,76,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7774,92,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7775,43,5,52,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7776,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7777,95,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7778,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7779,68,0,32,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7780,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7781,92,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7782,89,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7783,77,0,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7784,44,1,55,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7785,75,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7786,67,0,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7787,76,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7788,41,45,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7789,3,0,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7790,94,0,6,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7791,58,0,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7792,84,0,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7793,61,22,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7794,48,0,52,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7795,40,0,60,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7796,70,19,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7797,32,0,68,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7798,2,0,97,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7799,40,25,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7800,20,18,49,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7801,83,0,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7802,16,10,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7803,42,0,58,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7804,46,0,54,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7805,13,2,85,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7806,75,0,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7807,88,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7808,76,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7809,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7810,15,0,85,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7811,67,27,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7812,60,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7813,81,7,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7814,55,35,9,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7815,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7816,86,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7817,66,0,34,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7818,50,3,37,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7819,88,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7820,27,0,73,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7821,87,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7822,90,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7823,34,6,57,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7824,44,1,43,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7825,10,0,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7826,41,17,42,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7827,69,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7828,66,11,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7829,86,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7830,36,0,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7831,21,0,79,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7832,75,3,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7833,82,0,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7834,47,8,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7835,52,31,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7836,54,26,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7837,38,2,43,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7838,68,0,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7839,47,8,28,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7840,44,0,56,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7841,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7842,23,56,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7843,71,10,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
7844,35,0,65,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7845,89,8,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7846,32,4,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7847,65,6,28,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7848,88,7,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7849,57,5,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7850,16,0,78,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7851,37,1,62,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7852,90,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7853,19,66,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7854,61,1,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7855,59,0,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7856,28,47,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7857,20,60,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7858,87,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7859,15,0,85,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7860,90,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7861,65,0,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7862,47,7,46,0,0,0,0,0,0,0,0,0,0,1,0,1,0
