,C,R75,F,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR
25258,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25259,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25260,1,0,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25261,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25262,45,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25263,0,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25264,0,0,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25265,5,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25266,32,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25267,11,0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25268,0,0,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25269,0,0,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25270,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25271,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25272,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25273,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25274,0,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25275,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25276,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25277,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25278,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25279,30,0,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25280,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25281,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25282,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25283,22,0,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25284,45,0,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25285,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25286,0,1,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25287,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25288,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25289,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25290,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25291,57,0,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25292,71,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25293,55,0,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25294,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25295,0,0,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25296,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25297,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25298,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25299,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25300,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25301,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25302,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25303,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25304,0,0,57,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25305,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25306,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25307,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25308,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25309,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25310,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25311,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25312,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25313,83,0,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25314,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25315,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25316,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25317,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25318,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25319,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25320,98,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25321,83,1,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25322,0,0,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25323,0,0,57,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25324,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25325,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25326,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25327,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25328,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25329,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25330,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25331,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25332,73,0,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25333,66,0,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25334,95,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25335,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25336,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25337,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25338,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25339,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25340,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25341,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25342,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25343,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25344,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25345,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25346,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25347,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25348,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25349,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25350,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25351,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25352,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25353,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25354,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25355,99,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25356,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25357,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25358,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25359,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25360,98,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25361,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25362,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25363,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25364,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25365,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25366,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25367,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25368,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25369,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25370,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25371,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25372,96,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25373,97,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25374,99,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25375,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25376,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25377,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25378,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25379,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25380,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25381,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25382,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25383,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25384,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25385,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25386,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25387,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25388,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25389,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25390,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25391,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25392,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25393,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25394,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25395,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25396,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25397,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25398,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25399,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25400,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25401,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25402,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25403,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25404,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25405,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25406,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25407,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25408,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25409,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25410,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25411,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25412,98,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25413,96,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25414,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25415,0,3,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25416,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25417,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25418,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25419,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25420,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25421,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25422,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25423,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25424,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25425,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25426,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25427,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25428,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25429,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25430,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25431,0,4,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
25432,69,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
25433,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25434,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25435,41,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25436,74,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25437,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25438,9,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25439,46,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25440,30,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25441,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25442,44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25443,10,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25444,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25445,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25446,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25447,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25448,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25449,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25450,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25451,69,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25452,28,41,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25453,51,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25454,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25455,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25456,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25457,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25458,29,43,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25459,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25460,79,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25461,46,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25462,92,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25463,1,0,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25464,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25465,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25466,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25467,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25468,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25469,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25470,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25471,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25472,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25473,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25474,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25475,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25476,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25477,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25478,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25479,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25480,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25481,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25482,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25483,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25484,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25485,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25486,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25487,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25488,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25489,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25490,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25491,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25492,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25493,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25494,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25495,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25496,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25498,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25499,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25500,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25501,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25502,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25503,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25504,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25505,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25506,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25507,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25508,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25509,97,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25510,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25511,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25512,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25513,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25514,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25515,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25516,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25517,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25518,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25519,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25520,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25521,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25522,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25523,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25524,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25525,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25526,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25527,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25528,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25529,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25530,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25531,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25532,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25533,0,0,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25534,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25535,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25536,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25537,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25538,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25539,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25540,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25541,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25542,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25543,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25544,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25545,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25546,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25547,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25548,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25549,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25550,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25551,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25552,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25553,52,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25554,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25555,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25556,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25557,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
25558,99,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
25559,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
25560,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25561,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25562,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25563,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25564,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25565,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25566,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25567,99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25568,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25569,98,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25570,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25571,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25572,96,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25573,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25574,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25575,68,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
25576,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25577,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25578,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
25579,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
25580,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25581,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25582,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25583,97,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25584,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25585,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25586,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25587,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25588,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25589,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25590,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25591,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25592,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25593,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25594,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25595,88,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
25596,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25597,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25598,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25599,4,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25600,0,0,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25601,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25602,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25603,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25604,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25605,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25606,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25607,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25608,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25609,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25610,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25611,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25612,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25613,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25614,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25615,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25616,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25617,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
25618,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25619,3,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25620,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25621,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25622,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25623,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25624,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25625,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25626,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25627,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25628,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25629,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25630,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25631,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25632,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25633,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
