,C,R33
14292,0,46
14293,69,0
14294,68,0
14295,45,0
14296,0,100
14297,99,1
14298,38,31
14299,91,1
14300,14,30
14301,18,23
14302,9,75
14303,0,32
14304,5,15
14305,9,91
14306,0,52
14307,0,2
14308,2,7
14309,3,50
14310,64,35
14311,27,37
14312,0,52
14313,1,36
14314,6,21
14315,39,1
14316,99,1
14317,45,28
14318,0,40
14319,0,73
14320,3,79
14321,38,50
14322,3,65
14323,1,42
14324,28,20
14325,6,94
14326,36,63
14327,0,52
14328,13,10
14329,3,1
14330,11,29
14331,12,21
14332,1,37
14333,0,47
14334,5,11
14335,67,32
14336,11,86
14337,5,7
14338,5,36
14339,12,59
14340,1,30
14341,0,43
14342,16,32
14343,26,31
14344,1,0
14345,9,54
14346,5,95
14347,0,100
14348,20,48
14349,7,75
14350,2,63
14351,11,89
14352,3,97
14353,51,4
14354,25,32
14355,64,36
14356,14,49
14357,17,65
14358,1,78
14359,1,74
14360,43,57
14361,52,41
14362,29,15
14363,21,41
14364,77,23
14365,12,34
14366,12,31
14367,71,5
14368,44,8
14369,5,94
14370,24,48
14371,0,75
14372,35,46
14373,38,62
14374,14,86
14375,34,4
14376,44,0
14377,47,22
14378,62,2
14379,16,48
14380,26,3
14381,41,0
14382,13,87
14383,0,100
14384,57,8
14385,17,1
14386,19,21
14387,5,0
14388,69,0
14389,6,94
14390,41,59
14391,51,16
14392,8,17
14393,18,6
14394,43,0
14395,44,1
14396,81,0
14397,26,60
14398,31,69
14399,45,47
14400,2,93
14401,33,38
14402,0,1
14403,59,23
14404,41,17
14405,76,0
14406,7,93
14407,50,44
14408,40,25
14409,44,18
14410,0,34
14411,80,1
14412,100,0
14413,48,52
14414,24,76
14415,88,11
14416,9,19
14417,68,25
14418,36,0
14419,39,0
14420,53,0
14421,0,94
14422,0,74
14423,73,0
14424,80,0
14425,100,0
14426,100,0
14427,100,0
14428,98,0
14429,95,0
14430,72,0
14431,100,0
14432,75,0
14433,81,0
14434,97,0
14435,100,0
14436,100,0
14437,100,0
14438,100,0
14439,100,0
14440,79,0
14441,100,0
14442,100,0
14443,100,0
14444,79,0
14445,99,0
14446,69,6
14447,33,28
14448,7,49
14449,32,23
14450,38,16
14451,9,79
14452,0,76
14453,0,37
14454,0,47
14455,2,39
14456,1,31
14457,0,22
14458,7,39
14459,13,42
14460,30,10
14461,66,34
14462,27,73
14463,16,40
14464,2,47
14465,7,13
14466,10,76
14467,0,54
14468,0,78
14469,8,63
14470,15,29
14471,0,15
14472,6,14
14473,30,16
14474,6,54
14475,47,50
14476,12,25
14477,19,52
14478,67,20
14479,5,64
14480,11,51
14481,2,47
14482,50,40
14483,13,43
14484,40,25
14485,76,20
14486,4,15
14487,8,60
14488,34,8
14489,13,81
14490,0,57
14491,3,74
14492,0,41
14493,10,81
14494,35,18
14495,23,27
14496,13,27
14497,14,86
14498,0,99
14499,42,5
14500,24,10
14501,33,2
14502,31,2
14503,8,23
14504,1,1
14505,52,10
14506,61,18
14507,98,2
14508,47,20
14509,69,0
14510,27,40
14511,24,22
14512,23,14
14513,34,66
14514,33,43
14515,1,18
14516,41,0
14517,14,19
14518,54,0
14519,15,36
14520,16,35
14521,10,3
14522,41,4
14523,78,0
14524,1,17
14525,2,49
14526,15,0
14527,41,0
14528,23,0
14529,83,0
14530,72,0
14531,100,0
14532,100,0
14533,51,0
14534,95,0
14535,100,0
14536,100,0
14537,100,0
14538,34,4
14539,100,0
14540,80,0
14541,100,0
14542,64,0
14543,80,0
14544,48,0
14545,0,86
14546,0,92
14547,100,0
14548,99,0
14549,100,0
14550,100,0
14551,79,0
14552,73,0
14553,82,0
14554,100,0
14555,100,0
14556,100,0
14557,100,0
14558,100,0
14559,100,0
14560,100,0
14561,100,0
14562,98,0
14563,60,0
14564,100,0
14565,90,0
14566,100,0
14567,43,0
14568,100,0
14569,100,0
14570,94,6
14571,34,35
14572,0,43
14573,16,63
14574,21,44
14575,98,0
14576,4,39
14577,59,22
14578,6,64
14579,7,26
14580,0,46
14581,28,21
14582,22,29
14583,68,0
14584,27,5
14585,18,32
14586,83,17
14587,28,72
14588,1,56
14589,5,17
14590,1,22
14591,30,41
14592,2,7
14593,10,64
14594,6,7
14595,0,58
14596,10,12
14597,7,26
14598,0,58
14599,29,10
14600,11,33
14601,16,69
14602,20,35
14603,37,8
14604,5,65
14605,24,11
14606,19,57
14607,13,75
14608,19,45
14609,28,16
14610,5,68
14611,11,46
14612,67,2
14613,17,52
14614,8,52
14615,0,100
14616,11,58
14617,2,17
14618,13,46
14619,0,100
14620,57,13
14621,12,15
14622,55,35
14623,3,94
14624,58,1
14625,35,10
14626,15,40
14627,43,2
14628,2,41
14629,22,1
14630,49,3
14631,51,49
14632,24,39
14633,22,35
14634,60,0
14635,72,0
14636,91,0
14637,57,35
14638,22,10
14639,20,80
14640,27,56
14641,83,1
14642,8,19
14643,3,31
14644,80,0
14645,25,15
14646,35,35
14647,66,0
14648,47,0
14649,15,85
14650,5,58
14651,26,26
14652,59,0
14653,83,0
14654,41,1
14655,78,0
14656,48,0
14657,100,0
14658,77,0
14659,100,0
14660,100,0
14661,100,0
14662,56,0
14663,61,0
14664,88,0
14665,57,0
14666,99,0
14667,74,0
14668,90,0
14669,100,0
14670,2,64
14671,0,52
14672,100,0
14673,100,0
14674,96,0
14675,100,0
14676,100,0
14677,62,0
14678,100,0
14679,96,0
14680,100,0
14681,82,0
14682,100,0
14683,98,0
14684,100,0
14685,100,0
14686,100,0
14687,45,2
14688,71,0
14689,95,0
14690,100,0
14691,100,0
14692,77,0
14693,59,2
14694,100,0
14695,71,0
14696,100,0
14697,49,0
14698,96,0
14699,99,0
14700,100,0
14701,100,0
14702,93,0
14703,56,0
14704,83,0
14705,100,0
14706,100,0
14707,74,0
14708,99,0
14709,100,0
14710,0,100
14711,9,91
14712,45,55
14713,87,13
14714,43,57
14715,100,0
14716,2,98
14717,31,69
14718,100,0
14719,100,0
14720,9,78
14721,18,82
14722,100,0
14723,100,0
14724,100,0
14725,0,88
14726,9,91
14727,74,2
14728,100,0
14729,96,0
14730,100,0
14731,2,98
14732,0,77
14733,98,2
14734,100,0
14735,100,0
14736,68,1
14737,95,0
14738,8,91
14739,0,98
14740,84,1
14741,73,6
14742,70,0
14743,69,0
14744,93,0
14745,100,0
14746,0,100
14747,8,92
14748,75,0
14749,100,0
14750,100,0
14751,90,0
14752,100,0
14753,100,0
14754,87,0
14755,0,77
14756,12,88
14757,100,0
14758,99,1
14759,100,0
14760,100,0
14761,100,0
14762,100,0
14763,100,0
14764,100,0
14765,1,84
14766,0,87
14767,100,0
14768,99,1
14769,100,0
14770,77,0
14771,100,0
14772,97,0
14773,100,0
14774,100,0
14775,62,0
14776,0,100
14777,0,81
14778,96,2
14779,100,0
14780,100,0
14781,100,0
14782,100,0
14783,100,0
14784,100,0
14785,100,0
14786,79,0
14787,96,0
14788,0,75
14789,3,71
14790,100,0
14791,82,3
14792,100,0
14793,100,0
14794,93,0
14795,100,0
14796,96,4
14797,100,0
14798,54,17
14799,75,0
14800,95,0
14801,0,94
14802,0,61
14803,1,59
14804,32,19
14805,26,31
14806,47,21
14807,63,0
14808,54,14
14809,25,56
14810,40,28
14811,16,37
14812,39,22
14813,50,7
14814,46,1
14815,0,91
14816,7,44
14817,5,47
14818,24,48
14819,10,58
14820,32,24
14821,32,29
14822,4,59
14823,33,49
14824,10,86
14825,15,7
14826,43,10
14827,51,14
14828,100,0
14829,0,38
14830,0,93
14831,0,82
14832,72,6
14833,55,14
14834,22,54
14835,47,38
14836,81,15
14837,50,10
14838,0,75
14839,81,1
14840,49,9
14841,75,5
14842,17,40
14843,58,9
14844,0,53
14845,0,57
14846,0,88
14847,0,100
14848,34,6
14849,24,22
14850,25,0
14851,43,3
14852,41,0
14853,24,15
14854,48,3
14855,55,0
14856,46,0
14857,58,1
14858,54,0
14859,26,0
14860,0,52
14861,20,20
14862,32,36
14863,2,75
14864,0,100
14865,42,17
14866,66,0
14867,30,7
14868,63,0
14869,34,0
14870,43,0
14871,33,0
14872,67,0
14873,76,3
14874,47,0
14875,72,0
14876,1,30
14877,3,63
14878,37,53
14879,0,100
14880,0,74
14881,8,92
14882,33,8
14883,14,2
14884,28,16
14885,11,14
14886,12,3
14887,34,0
14888,16,33
14889,46,0
14890,29,3
14891,45,1
14892,32,1
14893,9,2
14894,37,24
14895,2,46
14896,16,63
14897,1,99
14898,0,100
14899,0,100
14900,0,96
14901,13,2
14902,10,7
14903,48,0
14904,35,12
14905,32,0
14906,30,0
14907,25,1
14908,14,9
14909,22,4
14910,85,0
14911,33,1
14912,8,40
14913,27,52
14914,14,64
14915,22,78
14916,1,99
14917,3,97
14918,3,96
14919,6,94
14920,12,2
14921,18,20
14922,31,1
14923,21,13
14924,34,11
14925,47,0
14926,60,11
14927,12,19
14928,30,8
14929,59,2
14930,66,14
14931,68,1
14932,12,33
14933,56,10
14934,0,82
14935,4,4
14936,20,42
14937,34,0
14938,33,8
14939,4,95
14940,0,100
14941,48,12
14942,27,2
14943,36,1
14944,71,0
14945,6,1
14946,11,15
14947,45,4
14948,90,2
14949,5,0
14950,52,3
14951,35,7
14952,15,73
14953,12,39
14954,6,82
14955,53,11
14956,34,21
14957,18,20
14958,1,1
14959,0,100
14960,0,87
14961,0,97
14962,14,0
14963,48,0
14964,1,0
14965,54,0
14966,60,0
14967,9,20
14968,48,0
14969,30,6
14970,46,2
14971,24,13
14972,0,39
14973,7,67
14974,6,85
14975,13,33
14976,33,21
14977,29,1
14978,11,2
14979,0,100
14980,2,98
14981,0,100
14982,0,100
14983,32,0
14984,7,1
14985,34,0
14986,46,0
14987,2,3
14988,14,18
14989,53,14
14990,61,0
14991,6,3
14992,18,9
14993,45,0
14994,37,18
14995,37,30
14996,11,55
14997,51,0
14998,39,2
14999,3,11
15000,0,100
15001,0,100
15002,2,98
15003,0,100
15004,0,100
15005,10,5
15006,41,0
15007,58,1
15008,62,2
15009,24,1
15010,60,0
15011,45,0
15012,36,0
15013,20,4
15014,51,0
15015,15,0
15016,19,2
15017,0,72
15018,0,60
15019,11,74
15020,28,0
15021,29,34
15022,30,1
15023,48,1
15024,39,22
15025,60,4
15026,29,16
15027,10,5
15028,0,90
15029,1,99
15030,83,0
15031,22,0
15032,29,23
15033,31,22
15034,40,2
15035,45,1
15036,35,0
15037,70,0
15038,25,5
15039,6,1
15040,56,0
15041,40,19
15042,5,48
15043,23,33
15044,11,83
15045,0,24
15046,1,3
15047,53,1
15048,18,5
15049,23,36
15050,1,1
15051,23,15
15052,18,38
15053,0,100
15054,0,93
15055,0,100
15056,53,0
15057,34,0
15058,20,11
15059,21,0
15060,21,1
15061,2,0
15062,4,27
15063,58,7
15064,59,0
15065,45,0
15066,19,1
15067,1,42
15068,16,55
15069,21,37
15070,38,1
15071,15,4
15072,16,12
15073,12,8
15074,34,11
15075,47,14
15076,0,3
15077,54,17
15078,0,100
15079,0,100
15080,0,100
15081,31,51
15082,25,0
15083,43,0
15084,2,2
15085,4,1
15086,7,18
15087,23,1
15088,58,0
15089,31,1
15090,25,4
15091,0,54
15092,3,46
15093,13,64
15094,9,61
15095,7,14
15096,22,3
15097,12,2
15098,40,14
15099,31,5
15100,6,6
15101,47,3
15102,0,100
15103,0,100
15104,0,100
15105,0,86
15106,0,43
15107,53,13
15108,47,2
15109,71,7
15110,62,4
15111,64,0
15112,60,2
15113,38,1
15114,59,0
15115,40,3
15116,77,2
15117,51,0
15118,48,2
15119,0,95
15120,0,63
15121,3,97
15122,11,37
15123,38,14
15124,23,4
15125,3,4
15126,60,10
15127,50,4
15128,31,19
15129,3,5
15130,18,28
15131,16,11
15132,7,48
15133,58,5
15134,42,14
15135,2,53
15136,0,55
15137,0,47
15138,0,65
15139,68,5
15140,52,2
15141,46,23
15142,39,33
15143,82,0
15144,18,19
15145,79,0
15146,36,0
15147,49,0
15148,29,0
15149,32,1
15150,23,19
15151,24,46
15152,36,62
15153,0,100
15154,56,21
15155,3,9
15156,13,0
15157,17,1
15158,27,28
15159,4,26
15160,36,4
15161,30,3
15162,17,43
15163,3,35
15164,4,47
15165,1,3
15166,0,100
15167,30,24
15168,36,20
15169,23,9
15170,46,2
15171,0,78
15172,0,52
15173,48,0
15174,38,0
15175,43,4
15176,34,0
15177,20,18
15178,53,0
15179,46,2
15180,34,4
15181,32,8
15182,59,1
15183,28,7
15184,18,0
15185,0,62
15186,13,47
15187,35,31
15188,19,7
15189,28,8
15190,37,9
15191,43,0
15192,17,0
15193,52,21
15194,26,10
15195,28,2
15196,2,3
15197,3,97
15198,0,100
15199,39,9
15200,18,35
15201,18,8
15202,3,17
15203,0,67
15204,0,4
15205,50,0
15206,40,4
15207,4,3
15208,13,0
15209,24,0
15210,6,14
15211,61,4
15212,54,0
15213,1,0
15214,35,0
15215,43,0
15216,11,3
15217,3,78
15218,1,43
15219,7,93
15220,27,6
15221,3,31
15222,12,25
15223,12,2
15224,4,18
15225,22,17
15226,27,21
15227,10,32
15228,2,2
15229,12,50
15230,0,100
15231,2,98
15232,0,100
15233,4,61
15234,46,6
15235,0,5
15236,46,6
15237,3,39
15238,0,69
15239,74,1
15240,76,0
15241,53,5
15242,85,1
15243,100,0
15244,98,0
15245,73,0
15246,64,0
15247,59,4
15248,66,3
15249,69,3
15250,91,0
15251,7,81
15252,3,97
15253,1,99
15254,16,8
15255,89,9
15256,27,36
15257,5,26
15258,9,4
15259,58,35
15260,7,49
15261,19,39
15262,18,37
15263,53,30
15264,51,8
15265,54,2
15266,64,4
15267,32,66
15268,34,7
15269,46,12
15270,12,57
15271,27,73
15272,2,98
15273,43,57
15274,84,8
15275,41,1
15276,30,34
15277,0,59
15278,0,43
15279,66,0
15280,52,5
15281,43,12
15282,57,0
15283,97,3
15284,78,0
15285,71,0
15286,60,0
15287,73,0
15288,62,22
15289,35,1
15290,60,0
15291,0,99
15292,1,85
15293,14,86
15294,27,35
15295,7,7
15296,52,0
15297,29,35
15298,13,55
15299,41,1
15300,27,59
15301,23,33
15302,43,45
15303,47,19
15304,4,33
15305,11,53
15306,16,57
15307,34,35
15308,21,60
15309,26,19
15310,0,100
15311,5,86
15312,0,69
15313,12,75
15314,1,60
15315,2,44
15316,35,21
15317,22,44
15318,0,34
15319,0,52
15320,58,1
15321,67,0
15322,13,34
15323,11,3
15324,54,0
15325,50,0
15326,63,2
15327,18,1
15328,37,0
15329,53,5
15330,37,1
15331,17,1
15332,2,62
15333,19,76
15334,0,100
15335,65,0
15336,18,30
15337,16,19
15338,32,21
15339,3,9
15340,10,1
15341,35,25
15342,64,2
15343,23,26
15344,5,24
15345,90,0
15346,47,13
15347,70,1
15348,62,0
15349,0,100
15350,2,98
15351,23,40
15352,21,42
15353,19,7
15354,44,18
15355,7,50
15356,19,16
15357,31,23
15358,0,74
15359,0,64
15360,17,7
15361,60,1
15362,28,2
15363,88,1
15364,46,5
15365,63,0
15366,26,0
15367,53,0
15368,71,1
15369,48,1
15370,43,0
15371,28,2
15372,0,78
15373,19,68
15374,1,58
15375,26,12
15376,21,10
15377,7,7
15378,0,14
15379,20,9
15380,4,0
15381,35,0
15382,9,9
15383,65,0
15384,1,0
15385,66,1
15386,12,50
15387,57,2
15388,46,4
15389,43,11
15390,2,98
15391,6,94
15392,4,96
15393,0,100
15394,9,67
15395,2,68
15396,41,25
15397,20,29
15398,12,11
15399,22,11
15400,2,74
15401,0,87
15402,19,24
15403,41,8
15404,61,20
15405,51,9
15406,18,4
15407,1,73
15408,50,17
15409,35,23
15410,45,2
15411,4,2
15412,58,5
15413,0,82
15414,0,88
15415,2,97
15416,26,6
15417,69,9
15418,6,65
15419,16,4
15420,16,24
15421,4,52
15422,11,38
15423,37,0
15424,34,1
15425,32,15
15426,35,8
15427,3,53
15428,28,40
15429,26,59
15430,24,35
15431,1,55
15432,4,40
15433,0,97
15434,20,16
15435,17,65
15436,4,35
15437,5,56
15438,23,39
15439,3,54
15440,52,18
15441,31,19
15442,29,28
15443,34,3
15444,25,25
15445,80,0
15446,20,36
15447,46,15
15448,30,24
15449,39,19
15450,0,100
15451,0,71
15452,0,100
15453,28,25
15454,23,20
15455,47,0
15456,21,10
15457,49,0
15458,23,9
15459,13,14
15460,8,5
15461,10,46
15462,25,29
15463,12,9
15464,32,28
15465,23,33
15466,44,36
15467,62,20
15468,5,74
15469,0,100
15470,7,58
15471,0,53
15472,2,32
15473,6,29
15474,2,41
15475,23,26
15476,9,35
15477,11,24
15478,37,6
15479,4,17
15480,46,4
15481,0,5
15482,0,38
15483,21,9
15484,7,8
15485,13,3
15486,10,11
15487,6,33
15488,0,82
15489,0,100
15490,0,100
15491,0,9
15492,2,52
15493,10,32
15494,15,34
15495,0,2
15496,2,41
15497,21,17
15498,4,33
15499,14,17
15500,3,64
15501,40,15
15502,0,26
15503,1,56
15504,0,100
15505,0,100
15506,9,39
15507,0,42
15508,29,6
15509,2,58
15510,3,93
15511,0,92
15512,13,9
15513,91,1
15514,32,2
15515,46,8
15516,5,1
15517,57,1
15518,28,2
15519,21,8
15520,16,0
15521,67,0
15522,29,0
15523,27,8
15524,0,46
15525,12,70
15526,6,86
15527,5,7
15528,13,27
15529,28,25
15530,2,61
15531,14,18
15532,20,40
15533,59,0
15534,50,16
15535,19,24
15536,41,13
15537,31,17
15538,53,6
15539,0,66
15540,4,52
15541,59,30
15542,56,0
15543,60,0
15544,63,0
15545,67,0
15546,49,1
15547,26,26
15548,61,3
15549,55,0
15550,31,1
15551,37,0
15552,15,0
15553,4,73
15554,20,74
15555,32,28
15556,3,35
15557,21,24
15558,33,15
15559,7,25
15560,41,8
15561,7,8
15562,50,6
15563,13,26
15564,28,47
15565,40,11
15566,30,16
15567,34,8
15568,0,100
15569,0,87
15570,1,80
15571,5,8
15572,25,21
15573,1,31
15574,1,0
15575,63,0
15576,45,0
15577,13,0
15578,5,2
15579,42,2
15580,37,0
15581,33,2
15582,24,76
15583,11,64
15584,17,44
15585,22,14
15586,53,1
15587,7,3
15588,5,3
15589,0,12
15590,4,0
15591,5,10
15592,17,28
15593,7,42
15594,6,32
15595,13,1
15596,0,100
15597,0,100
15598,0,88
15599,0,65
15600,20,24
15601,43,0
15602,31,2
15603,47,0
15604,22,0
15605,5,1
15606,0,2
15607,22,0
15608,53,0
15609,0,47
15610,1,70
15611,47,6
15612,12,9
15613,27,0
15614,4,1
15615,14,32
15616,4,8
15617,19,0
15618,1,31
15619,45,0
15620,64,15
15621,15,35
15622,0,100
15623,0,100
15624,0,100
15625,99,1
15626,97,3
15627,3,72
15628,15,16
15629,41,29
15630,5,71
15631,21,58
15632,7,23
15633,2,98
15634,42,56
15635,0,80
15636,0,74
15637,1,28
15638,23,51
15639,40,60
15640,0,15
15641,15,50
15642,21,40
15643,0,68
15644,0,61
15645,4,58
15646,23,24
15647,30,11
15648,2,69
15649,52,2
15650,3,97
15651,9,64
15652,1,84
15653,12,9
15654,4,43
15655,14,20
15656,26,23
15657,5,51
15658,0,1
15659,39,7
15660,49,3
15661,0,41
15662,15,23
15663,3,31
15664,31,4
15665,0,26
15666,0,60
15667,52,33
15668,2,55
15669,19,34
15670,14,23
15671,54,42
15672,52,39
15673,19,34
15674,3,68
15675,15,85
15676,3,64
15677,2,76
15678,3,97
15679,3,84
15680,2,47
15681,0,75
15682,4,41
15683,17,51
15684,47,26
15685,23,32
15686,0,70
15687,20,78
15688,56,25
15689,30,40
15690,11,85
15691,0,87
15692,0,82
15693,72,8
15694,32,25
15695,49,19
15696,71,9
15697,4,95
15698,38,8
15699,2,30
15700,14,2
15701,35,0
15702,9,18
15703,27,1
15704,55,9
15705,94,0
15706,32,12
15707,7,4
15708,50,0
15709,30,4
15710,42,43
15711,54,30
15712,24,42
15713,14,86
15714,45,27
15715,48,11
15716,35,22
15717,30,1
15718,94,0
15719,29,17
15720,16,18
15721,7,54
15722,100,0
15723,73,0
15724,94,6
15725,22,12
15726,74,0
15727,64,0
15728,48,0
15729,62,2
15730,20,69
15731,54,28
15732,56,44
15733,0,94
15734,7,41
15735,16,14
15736,24,42
15737,43,0
15738,59,15
15739,1,1
15740,10,28
15741,41,0
15742,60,0
15743,37,3
15744,10,40
15745,50,0
15746,68,0
15747,34,10
15748,8,18
15749,2,70
15750,33,44
15751,20,48
15752,2,90
15753,8,52
15754,79,18
15755,8,82
15756,50,6
15757,35,10
15758,8,56
15759,0,69
15760,2,65
15761,18,29
15762,31,1
15763,22,36
15764,7,17
15765,1,28
15766,22,39
15767,28,0
15768,40,0
15769,0,100
15770,63,11
15771,99,1
15772,4,1
15773,100,0
15774,98,2
15775,19,78
15776,30,14
15777,79,21
15778,75,12
15779,18,58
15780,29,17
15781,9,49
15782,48,52
15783,24,75
15784,6,51
15785,1,23
15786,22,16
15787,0,48
15788,0,8
15789,0,64
15790,0,38
15791,3,54
15792,48,44
15793,9,91
15794,0,63
15795,0,12
15796,3,57
15797,0,52
15798,2,55
15799,14,65
15800,90,7
15801,54,43
15802,0,56
15803,0,40
15804,0,41
15805,0,67
15806,3,50
15807,1,22
15808,56,39
15809,3,77
15810,5,95
15811,0,62
15812,30,0
15813,1,2
15814,2,46
15815,4,83
15816,10,5
15817,0,70
15818,26,17
15819,0,37
15820,0,42
15821,29,22
15822,14,33
15823,6,2
15824,18,46
15825,2,63
15826,0,98
15827,16,84
15828,1,1
15829,18,16
15830,14,1
15831,0,69
15832,6,94
15833,1,63
15834,0,20
15835,0,62
15836,3,62
15837,12,36
15838,12,67
15839,43,57
15840,7,39
15841,1,26
15842,4,23
15843,23,28
15844,1,60
15845,16,68
15846,0,58
15847,2,49
15848,9,40
15849,4,45
15850,5,42
15851,0,100
15852,35,64
15853,18,82
15854,83,17
15855,6,83
15856,65,35
15857,6,94
15858,90,10
15859,65,11
15860,10,89
15861,24,71
15862,28,34
15863,10,51
15864,0,73
15865,3,97
15866,2,63
15867,6,94
15868,2,75
15869,74,24
15870,1,37
15871,1,99
15872,25,75
15873,31,44
15874,4,13
15875,46,41
15876,5,90
15877,49,27
15878,1,73
15879,0,100
15880,89,11
15881,35,12
15882,3,14
15883,53,0
15884,0,39
15885,10,0
15886,40,1
15887,10,88
15888,28,63
15889,18,2
15890,29,0
15891,37,28
15892,64,0
15893,9,56
15894,61,39
15895,77,9
15896,78,11
15897,45,8
15898,29,6
15899,29,15
15900,43,28
15901,27,0
15902,86,14
15903,90,10
15904,53,22
15905,6,22
15906,18,42
15907,47,1
15908,64,6
15909,50,15
15910,41,0
15911,53,47
15912,1,99
15913,29,71
15914,41,16
15915,11,56
15916,14,3
15917,39,2
15918,6,94
15919,13,87
15920,79,6
15921,11,38
15922,18,53
15923,76,0
15924,27,0
15925,63,0
15926,8,92
15927,27,73
15928,11,89
15929,7,21
15930,51,11
15931,0,100
15932,23,66
15933,0,37
15934,28,22
15935,79,0
15936,0,100
15937,15,79
15938,16,63
15939,0,85
15940,19,68
15941,16,11
15942,60,0
15943,58,42
15944,36,46
15945,37,24
15946,0,59
15947,10,50
15948,20,0
15949,48,0
15950,5,5
15951,2,35
15952,3,36
15953,100,0
15954,47,0
15955,89,0
15956,48,0
15957,100,0
15958,61,0
15959,89,0
15960,97,0
15961,100,0
15962,70,0
15963,100,0
15964,70,0
15965,100,0
15966,100,0
15967,100,0
15968,80,1
15969,58,1
15970,68,0
15971,59,0
15972,57,0
15973,24,31
15974,40,5
15975,79,0
15976,35,34
15977,24,12
15978,22,30
15979,100,0
15980,17,18
15981,34,16
15982,56,2
15983,15,62
15984,0,57
15985,4,96
15986,0,51
15987,68,30
15988,6,85
15989,0,72
15990,13,61
15991,0,77
15992,29,38
15993,26,0
15994,0,53
15995,0,94
15996,37,29
15997,50,48
15998,22,52
15999,44,0
16000,0,73
16001,0,74
16002,11,89
16003,2,31
16004,0,56
16005,5,9
16006,0,100
16007,97,3
16008,78,21
16009,4,46
16010,0,78
16011,0,65
16012,0,30
16013,9,41
16014,9,30
16015,14,81
16016,99,1
16017,2,49
16018,0,26
16019,2,53
16020,22,26
16021,0,8
16022,25,34
16023,22,18
16024,13,40
16025,6,45
16026,3,30
16027,0,86
16028,1,40
16029,27,13
16030,0,36
16031,0,100
16032,0,100
16033,6,28
16034,3,51
16035,18,17
16036,0,11
16037,17,5
16038,12,3
16039,1,49
16040,1,54
16041,3,14
16042,0,22
16043,3,48
16044,9,42
16045,1,22
16046,5,19
16047,1,44
16048,1,18
16049,0,7
16050,1,44
16051,2,14
16052,27,61
16053,11,61
16054,1,49
16055,12,2
16056,23,77
16057,18,82
16058,25,8
16059,23,31
16060,2,83
16061,11,63
16062,20,67
16063,41,13
16064,24,30
16065,10,27
16066,14,51
16067,0,64
16068,25,74
16069,8,62
16070,60,15
16071,0,74
16072,4,36
16073,7,64
16074,2,84
16075,47,0
16076,49,0
16077,51,7
16078,38,61
16079,51,33
16080,51,0
16081,22,23
16082,43,4
16083,47,30
16084,4,17
16085,23,8
16086,50,0
16087,35,13
16088,14,12
16089,15,21
16090,28,1
16091,12,28
16092,42,58
16093,17,36
16094,1,39
16095,2,98
16096,17,79
16097,1,29
16098,4,35
16099,35,4
16100,49,0
16101,14,85
16102,48,3
16103,26,73
16104,54,0
16105,60,0
16106,37,0
16107,22,23
16108,43,0
16109,40,0
16110,25,0
16111,30,40
16112,3,48
16113,9,32
16114,1,99
16115,26,74
16116,2,98
16117,1,37
16118,18,28
16119,37,0
16120,26,42
16121,6,18
16122,7,69
16123,4,0
16124,60,1
16125,35,8
16126,19,41
16127,40,0
16128,2,1
16129,0,62
16130,1,38
16131,93,0
16132,63,0
16133,68,0
16134,56,0
16135,74,0
16136,83,0
16137,58,2
16138,44,0
16139,100,0
16140,54,4
16141,48,0
16142,78,0
16143,100,0
16144,100,0
16145,86,0
16146,92,0
16147,49,0
16148,49,0
16149,59,0
16150,99,0
16151,30,18
16152,25,3
16153,97,3
16154,58,1
16155,55,0
16156,37,24
16157,27,0
16158,80,0
16159,18,1
16160,6,2
16161,8,7
16162,0,67
16163,1,79
16164,100,0
16165,79,1
16166,100,0
16167,100,0
16168,70,0
16169,69,0
16170,99,1
16171,91,0
16172,55,0
16173,100,0
16174,86,0
16175,71,0
16176,100,0
16177,100,0
16178,100,0
16179,53,0
16180,92,0
16181,51,9
16182,95,0
16183,62,26
16184,61,2
16185,55,45
16186,41,2
16187,55,0
16188,31,2
16189,23,34
16190,84,8
16191,38,1
16192,73,8
16193,97,0
16194,82,0
16195,0,87
16196,22,35
16197,1,49
16198,4,32
16199,0,91
16200,27,39
16201,22,78
16202,4,30
16203,36,17
16204,15,3
16205,0,85
16206,4,64
16207,10,10
16208,19,34
16209,23,32
16210,2,3
16211,11,0
16212,0,79
16213,1,64
16214,39,24
16215,3,58
16216,38,19
16217,27,3
16218,0,100
16219,100,0
16220,94,6
16221,20,25
16222,3,53
16223,38,44
16224,9,84
16225,3,89
16226,0,23
16227,10,90
16228,6,94
16229,0,51
16230,2,42
16231,1,29
16232,0,65
16233,31,1
16234,1,27
16235,2,38
16236,45,51
16237,64,22
16238,7,93
16239,0,36
16240,29,27
16241,36,40
16242,15,75
16243,33,67
16244,6,10
16245,15,16
16246,8,43
16247,38,18
16248,30,5
16249,21,14
16250,14,11
16251,16,0
16252,4,25
16253,1,26
16254,0,87
16255,27,7
16256,2,55
16257,12,27
16258,36,54
16259,2,22
16260,40,26
16261,3,10
16262,26,12
16263,10,90
16264,42,42
16265,78,8
16266,72,28
16267,0,90
16268,1,99
16269,0,72
16270,18,81
16271,0,72
16272,23,39
16273,3,61
16274,24,24
16275,32,19
16276,2,49
16277,29,33
16278,0,66
16279,0,82
16280,0,32
16281,23,31
16282,42,6
16283,3,97
16284,28,25
16285,29,12
16286,61,33
16287,51,36
16288,5,35
16289,19,14
16290,2,17
