,C,R33
1105,15,29
1106,67,1
1107,17,45
1108,2,55
1109,14,69
1110,1,86
1111,21,32
1112,2,34
1113,13,74
1114,3,57
1115,2,98
1116,34,45
1117,1,81
1118,9,75
1119,61,17
1120,51,12
1121,3,67
1122,2,57
1123,69,1
1124,82,1
1125,4,30
1126,5,80
1127,0,43
1128,15,59
1129,2,54
1130,8,44
1131,6,75
1132,2,75
1133,68,1
1134,11,34
1135,1,67
1136,0,74
1137,26,20
1138,30,21
1139,3,53
1140,78,4
1141,1,35
1142,1,37
1143,0,59
1144,3,53
1145,0,68
1146,1,61
1147,0,78
1148,19,6
1149,0,32
1150,15,53
1151,0,73
1152,0,71
1153,0,56
1154,24,20
1155,15,1
1156,25,65
1157,0,69
1158,29,31
1159,21,21
1160,8,72
1161,5,79
1162,56,9
1163,5,95
1164,2,93
1165,0,96
1166,5,94
1167,2,88
1168,0,58
1169,1,46
1170,6,48
1171,0,22
1172,0,37
1173,0,27
1174,0,29
1175,0,14
1176,0,22
1177,0,14
1178,0,20
1179,0,29
1180,0,12
1181,0,25
1182,0,42
1183,0,6
1184,0,13
1185,0,50
1186,0,1
1187,1,5
1188,0,49
1189,0,38
1190,2,21
1191,0,13
1192,0,61
1193,0,24
1194,0,12
1195,17,3
1196,0,33
1197,0,11
1198,0,37
1199,0,30
1200,0,27
1201,0,18
1202,0,23
1203,0,17
1204,0,33
1205,28,0
1206,0,31
1207,0,17
1208,0,39
1209,0,5
1210,0,26
1211,2,2
1212,7,3
1213,0,11
1214,0,55
1215,0,22
1216,0,41
1217,0,24
1218,0,1
1219,0,7
1220,0,23
1221,0,34
1222,0,7
1223,0,11
1224,0,17
1225,1,0
1226,0,19
1227,0,38
1228,8,3
1229,0,32
1230,0,51
1231,0,39
1232,4,11
1233,0,25
1234,0,23
1235,0,13
1236,0,3
1237,32,34
1238,10,29
1239,8,10
1240,29,27
1241,44,17
1242,1,26
1243,21,10
1244,52,1
1245,46,1
1246,79,21
1247,39,61
1248,32,35
1249,4,96
1250,96,4
1251,39,61
1252,99,1
1253,16,20
1254,92,0
1255,43,33
1256,52,34
1257,49,51
1258,92,8
1259,20,1
1260,100,0
1261,5,95
1262,40,60
1263,1,98
1264,88,0
1265,5,16
1266,17,12
1267,0,1
1268,26,6
1269,6,42
1270,36,6
1271,41,0
1272,18,25
1273,99,1
1274,94,6
1275,33,67
1276,67,2
1277,71,17
1278,93,7
1279,14,82
1280,62,38
1281,27,1
1282,1,99
1283,84,1
1284,65,35
1285,38,13
1286,10,4
1287,75,25
1288,57,43
1289,18,82
1290,12,10
1291,23,1
1292,2,16
1293,42,2
1294,11,26
1295,28,9
1296,24,13
1297,5,23
1298,5,7
1299,0,1
1300,21,7
1301,33,4
1302,100,0
1303,29,71
1304,33,60
1305,6,94
1306,48,52
1307,25,58
1308,67,30
1309,0,100
1310,14,19
1311,0,87
1312,95,5
1313,28,72
1314,76,19
1315,6,2
1316,8,5
1317,43,32
1318,3,85
1319,64,36
1320,6,47
1321,3,33
1322,45,0
1323,10,22
1324,10,4
1325,8,7
1326,4,5
1327,39,9
1328,36,13
1329,14,19
1330,14,15
1331,25,18
1332,11,15
1333,33,6
1334,0,23
1335,5,1
1336,17,36
1337,0,51
1338,100,0
1339,93,7
1340,16,84
1341,75,0
1342,54,46
1343,68,32
1344,80,20
1345,89,10
1346,5,39
1347,59,41
1348,56,44
1349,68,2
1350,56,5
1351,38,62
1352,14,83
1353,9,79
1354,24,76
1355,0,48
1356,37,42
1357,37,8
1358,59,0
1359,0,51
1360,2,27
1361,17,35
1362,1,25
1363,0,3
1364,1,10
1365,5,4
1366,7,24
1367,16,21
1368,13,27
1369,42,0
1370,2,36
1371,4,33
1372,0,30
1373,52,8
1374,23,0
1375,49,42
1376,12,37
1377,21,37
1378,81,7
1379,17,33
1380,5,75
1381,53,17
1382,28,71
1383,54,46
1384,91,9
1385,63,23
1386,33,18
1387,55,45
1388,45,36
1389,24,53
1390,17,64
1391,15,54
1392,39,2
1393,35,14
1394,65,5
1395,59,39
1396,51,18
1397,9,68
1398,10,50
1399,53,9
1400,56,4
1401,52,15
1402,16,80
1403,24,51
1404,8,78
1405,1,96
1406,7,93
1407,0,68
1408,13,87
1409,43,57
1410,42,52
1411,48,16
1412,16,64
1413,59,33
1414,79,21
1415,77,23
1416,4,96
1417,37,60
1418,44,7
1419,81,10
1420,12,68
1421,66,3
1422,11,89
1423,63,37
1424,2,95
1425,20,80
1426,4,96
1427,8,92
1428,47,10
1429,32,38
1430,97,1
1431,76,24
1432,35,55
1433,38,46
1434,3,94
1435,34,66
1436,32,68
1437,17,83
1438,89,11
1439,43,19
1440,37,2
1441,54,15
1442,91,9
1443,22,25
1444,29,71
1445,10,57
1446,69,31
1447,89,11
1448,6,7
1449,25,28
1450,56,44
1451,2,44
1452,4,61
1453,45,40
1454,2,57
1455,42,21
1456,54,0
1457,5,95
1458,80,8
1459,6,94
1460,63,0
1461,54,26
1462,48,52
1463,3,97
1464,52,11
1465,25,75
1466,12,88
1467,75,25
1468,74,15
1469,52,48
1470,18,82
1471,11,60
1472,67,25
1473,1,65
1474,43,57
1475,0,100
1476,1,91
1477,42,51
1478,55,22
1479,0,100
1480,34,66
1481,68,25
1482,39,61
1483,18,82
1484,3,97
1485,74,17
1486,26,28
1487,84,13
1488,23,77
1489,49,30
1490,59,37
1491,57,32
1492,31,69
1493,13,87
1494,0,100
1495,21,38
1496,59,17
1497,0,66
1498,0,9
1499,0,44
1500,0,32
1501,0,55
1502,2,13
1503,2,6
1504,0,28
1505,1,2
1506,0,12
1507,55,2
1508,42,33
1509,0,38
1510,0,81
1511,34,45
1512,21,45
1513,12,61
1514,0,88
1515,0,45
1516,17,2
1517,27,31
1518,14,25
1519,32,48
1520,11,33
1521,52,2
1522,0,69
1523,15,59
1524,11,71
1525,16,39
1526,0,28
1527,66,9
1528,0,94
1529,5,83
1530,1,79
1531,17,50
1532,2,76
1533,7,93
1534,0,100
1535,56,44
1536,6,60
1537,35,16
1538,46,23
1539,8,92
1540,12,86
1541,3,80
1542,4,96
1543,28,3
1544,47,21
1545,2,67
1546,0,97
1547,17,79
1548,0,98
1549,0,69
1550,0,98
1551,4,89
1552,39,5
1553,0,54
1554,1,82
1555,1,97
1556,2,85
1557,27,73
1558,8,92
1559,2,89
1560,1,88
1561,7,92
1562,18,40
1563,16,0
1564,0,26
1565,0,77
1566,0,37
1567,0,29
1568,0,43
1569,0,26
1570,0,25
1571,0,7
1572,0,36
1573,2,17
1574,0,19
1575,0,43
1576,0,22
1577,0,11
1578,0,25
1579,17,40
1580,22,8
1581,28,12
1582,3,25
1583,15,12
1584,34,3
1585,15,36
1586,4,1
1587,21,9
1588,10,33
1589,6,35
1590,18,82
1591,6,94
1592,24,76
1593,38,62
1594,94,6
1595,55,45
1596,18,82
1597,85,15
1598,17,18
1599,10,90
1600,96,4
1601,21,79
1602,18,40
1603,25,75
1604,86,14
1605,28,72
1606,2,6
1607,15,26
1608,1,61
1609,15,16
1610,7,31
1611,22,78
1612,48,41
1613,72,28
1614,31,69
1615,3,89
1616,12,88
1617,95,5
1618,18,0
1619,99,1
1620,34,66
1621,81,19
1622,44,53
1623,84,16
1624,13,6
1625,10,21
1626,100,0
1627,75,22
1628,96,4
1629,72,5
1630,22,78
1631,38,18
1632,5,45
1633,38,9
1634,36,0
1635,2,48
1636,11,12
1637,13,3
1638,19,12
1639,22,14
1640,14,29
1641,7,6
1642,14,8
1643,36,14
1644,64,31
1645,62,38
1646,57,30
1647,100,0
1648,58,42
1649,54,46
1650,96,4
1651,54,46
1652,5,1
1653,39,45
1654,75,3
1655,65,34
1656,75,25
1657,2,10
1658,2,17
1659,30,44
1660,69,4
1661,35,65
1662,13,13
1663,37,1
1664,10,1
1665,4,50
1666,4,33
1667,52,3
1668,8,1
1669,55,0
1670,38,18
1671,34,4
1672,26,8
1673,56,5
1674,32,2
1675,4,2
1676,28,6
1677,18,33
1678,5,36
1679,32,2
1680,0,2
1681,8,37
1682,37,63
1683,94,6
1684,21,44
1685,100,0
1686,65,0
1687,0,100
1688,15,58
1689,93,7
1690,54,4
1691,67,33
1692,17,83
1693,42,58
1694,81,12
1695,66,34
1696,10,89
1697,68,27
1698,26,21
1699,44,1
1700,30,29
1701,7,16
1702,48,4
1703,28,1
1704,12,21
1705,57,9
1706,45,1
1707,16,10
1708,10,14
1709,12,45
1710,19,2
1711,0,14
1712,21,13
1713,16,15
1714,44,16
1715,21,24
1716,0,29
1717,12,15
1718,97,3
1719,4,92
1720,1,61
1721,32,29
1722,49,43
1723,22,10
1724,40,32
1725,14,58
1726,50,11
1727,33,65
1728,18,44
1729,27,56
1730,88,3
1731,27,42
1732,13,87
1733,28,72
1734,82,2
1735,48,1
1736,41,0
1737,4,96
1738,14,60
1739,50,8
1740,13,69
1741,53,46
1742,3,97
1743,35,25
1744,3,90
1745,36,64
1746,77,19
1747,3,63
1748,6,73
1749,5,95
1750,6,63
1751,36,64
1752,27,73
1753,40,60
1754,69,10
1755,21,60
1756,55,34
1757,46,41
1758,3,97
1759,24,76
1760,32,66
1761,36,23
1762,50,25
1763,8,76
1764,7,58
1765,5,73
1766,0,99
1767,1,91
1768,56,5
1769,3,62
1770,1,49
1771,54,18
1772,55,19
1773,96,0
1774,37,31
1775,86,14
1776,6,64
1777,38,55
1778,63,23
1779,53,0
1780,14,26
1781,21,33
1782,30,12
1783,46,32
1784,52,25
1785,63,21
1786,0,74
1787,8,72
1788,57,8
1789,35,3
1790,43,26
1791,20,79
1792,3,65
1793,61,25
1794,68,15
1795,19,34
1796,36,11
1797,37,17
1798,93,7
1799,10,81
1800,28,66
1801,7,83
1802,98,2
1803,0,63
1804,11,89
1805,24,76
1806,23,71
1807,47,50
1808,1,99
1809,62,16
1810,73,23
1811,6,80
1812,3,96
1813,62,16
1814,48,0
1815,78,13
1816,0,100
1817,43,38
1818,25,74
1819,22,74
1820,93,7
1821,21,79
1822,2,95
1823,2,98
1824,30,22
1825,21,39
1826,72,19
1827,66,20
1828,3,64
1829,5,86
1830,18,82
1831,2,98
1832,36,64
1833,11,89
1834,0,100
1835,69,5
1836,45,12
1837,33,45
1838,0,22
1839,1,26
1840,0,4
1841,0,34
1842,0,25
1843,0,14
1844,0,42
1845,0,12
1846,39,23
1847,11,30
1848,4,88
1849,50,11
1850,45,21
1851,48,52
1852,6,32
1853,0,100
1854,5,55
1855,32,1
1856,63,23
1857,6,70
1858,1,2
1859,6,53
1860,1,3
1861,51,0
1862,4,64
1863,1,54
1864,24,12
1865,23,32
1866,22,14
1867,26,63
1868,0,100
1869,0,70
1870,0,91
1871,59,4
1872,12,84
1873,2,66
1874,69,11
1875,1,99
1876,38,35
1877,0,80
1878,0,86
1879,2,98
1880,36,44
1881,4,83
1882,3,97
1883,35,27
1884,0,96
1885,50,34
1886,34,18
1887,0,74
1888,7,93
1889,1,99
1890,41,33
1891,0,100
1892,3,44
1893,11,31
1894,0,97
1895,1,62
1896,2,84
1897,0,100
1898,0,100
1899,5,56
1900,0,100
1901,19,26
1902,6,7
1903,0,65
1904,0,13
1905,0,18
1906,0,33
1907,0,41
1908,0,68
1909,0,44
1910,0,27
1911,0,13
1912,20,1
1913,0,15
1914,0,12
1915,0,60
1916,0,51
1917,0,31
1918,0,35
1919,0,38
1920,0,25
1921,2,19
1922,0,42
1923,0,37
1924,0,100
1925,64,0
1926,94,0
1927,88,0
1928,64,0
1929,88,0
1930,46,0
1931,100,0
1932,94,0
1933,100,0
1934,91,0
1935,68,0
1936,100,0
1937,75,0
1938,68,0
1939,46,0
1940,51,0
1941,76,0
1942,100,0
1943,100,0
1944,100,0
1945,64,0
1946,89,0
1947,85,0
1948,80,0
1949,59,0
1950,66,0
1951,100,0
1952,62,0
1953,53,0
1954,42,0
1955,100,0
1956,86,0
1957,79,0
1958,32,0
1959,60,0
1960,78,0
1961,100,0
1962,100,0
1963,100,0
1964,68,0
1965,100,0
1966,68,0
1967,65,0
1968,100,0
1969,25,0
1970,100,0
1971,100,0
1972,100,0
1973,69,0
1974,78,0
1975,86,0
1976,87,0
1977,100,0
1978,93,0
1979,35,0
1980,52,0
1981,100,0
1982,70,0
1983,51,2
1984,100,0
1985,67,0
1986,64,0
1987,100,0
1988,96,0
1989,77,0
1990,93,0
1991,100,0
1992,54,0
1993,79,0
1994,97,0
1995,7,7
1996,71,0
1997,72,0
1998,57,0
1999,81,0
2000,62,1
2001,77,0
2002,70,0
2003,36,0
2004,64,0
2005,50,0
2006,10,32
2007,1,51
2008,6,8
2009,0,12
2010,27,6
2011,1,1
2012,6,32
2013,1,38
2014,7,19
2015,5,20
2016,100,0
2017,0,100
2018,60,40
2019,51,7
2020,4,96
2021,27,62
2022,7,93
2023,7,93
2024,6,87
2025,0,89
2026,32,63
2027,7,87
2028,3,1
2029,9,10
2030,73,11
2031,11,79
2032,16,84
2033,0,35
2034,18,13
2035,0,45
2036,1,21
2037,8,10
2038,6,16
2039,1,47
2040,40,33
2041,22,78
2042,4,87
2043,100,0
2044,73,27
2045,1,97
2046,1,87
2047,60,40
2048,9,16
2049,0,93
2050,29,71
2051,1,59
2052,8,78
2053,8,0
2054,22,4
2055,10,78
2056,3,79
2057,31,69
2058,29,13
2059,12,19
2060,0,43
2061,3,50
2062,1,36
2063,24,19
2064,20,8
2065,25,75
2066,0,100
2067,0,78
2068,55,45
2069,20,80
2070,20,80
2071,1,53
2072,52,48
2073,0,47
2074,1,66
2075,67,27
2076,8,71
2077,0,1
2078,100,0
2079,32,62
2080,19,58
2081,0,68
2082,21,50
2083,5,15
2084,1,0
2085,22,33
2086,31,20
2087,9,5
2088,3,24
2089,14,21
2090,5,40
2091,10,3
2092,3,18
2093,13,12
2094,0,100
2095,1,40
2096,16,84
2097,0,83
2098,16,84
2099,44,56
2100,0,88
2101,19,81
2102,100,0
2103,52,17
2104,74,26
2105,0,90
2106,1,99
2107,8,16
2108,0,1
2109,100,0
2110,0,100
2111,9,91
2112,29,41
2113,16,79
2114,35,8
2115,3,36
2116,3,8
2117,13,25
2118,4,41
2119,20,38
2120,2,23
2121,4,22
2122,8,42
2123,43,1
2124,14,0
2125,13,34
2126,1,0
2127,9,6
2128,1,0
2129,1,32
2130,17,25
2131,20,51
2132,1,0
2133,1,82
2134,19,55
2135,2,98
2136,27,43
2137,23,47
2138,1,44
