,F,C,R50
9097,78,0,0
9098,9,2,0
9099,30,0,0
9100,55,0,0
9101,42,0,0
9102,65,0,0
9103,55,0,0
9104,100,0,0
9105,84,0,0
9106,72,0,0
9107,0,68,0
9108,0,51,0
9109,9,10,0
9110,100,0,0
9111,100,0,0
9112,100,0,0
9113,100,0,0
9114,100,0,0
9115,100,0,0
9116,100,0,0
9117,100,0,0
9118,100,0,0
9119,95,0,0
9120,100,0,0
9121,100,0,0
9122,82,0,0
9123,1,0,0
9124,26,0,0
9125,13,1,0
9126,85,0,0
9127,37,0,0
9128,33,0,0
9129,49,0,0
9130,51,0,0
9131,63,0,0
9132,2,5,0
9133,0,32,0
9134,100,0,0
9135,95,0,0
9136,100,0,0
9137,100,0,0
9138,100,0,0
9139,100,0,0
9140,100,0,0
9141,97,0,0
9142,100,0,0
9143,75,0,0
9144,100,0,0
9145,43,0,0
9146,0,1,0
9147,44,0,0
9148,4,1,0
9149,57,0,0
9150,40,0,0
9151,32,0,0
9152,40,0,0
9153,18,1,0
9154,50,0,0
9155,98,0,0
9156,60,0,0
9157,64,0,0
9158,3,42,6
9159,0,20,0
9160,100,0,0
9161,85,0,0
9162,100,0,0
9163,100,0,0
9164,100,0,0
9165,100,0,0
9166,100,0,0
9167,100,0,0
9168,100,0,0
9169,100,0,0
9170,100,0,0
9171,100,0,0
9172,0,74,0
9173,0,56,0
9174,0,2,3
9175,73,0,0
9176,47,0,0
9177,8,0,0
9178,100,0,0
9179,46,0,0
9180,71,0,0
9181,53,0,0
9182,100,0,0
9183,1,0,0
9184,100,0,0
9185,46,0,0
9186,1,27,2
9187,1,41,1
9188,100,0,0
9189,100,0,0
9190,100,0,0
9191,100,0,0
9192,100,0,0
9193,100,0,0
9194,100,0,0
9195,100,0,0
9196,100,0,0
9197,100,0,0
9198,100,0,0
9199,100,0,0
9200,0,63,0
9201,0,63,0
9202,0,100,0
9203,0,23,1
9204,1,31,10
9205,10,24,0
9206,0,1,1
9207,2,2,1
9208,0,28,0
9209,0,31,0
9210,0,4,1
9211,0,50,0
9212,21,25,0
9213,2,2,3
9214,14,19,12
9215,10,22,1
9216,6,4,1
9217,16,41,1
9218,6,27,1
9219,8,46,0
9220,3,6,16
9221,0,43,0
9222,5,46,0
9223,0,13,2
9224,0,15,1
9225,0,62,0
9226,10,41,5
9227,4,28,0
9228,0,49,1
9229,2,46,0
9230,0,40,1
9231,0,23,0
9232,21,10,2
9233,1,60,1
9234,9,34,4
9235,8,37,11
9236,15,29,7
9237,0,100,0
9238,16,32,0
9239,18,28,0
9240,1,8,1
9241,81,1,1
9242,2,85,0
9243,42,29,2
9244,30,32,1
9245,8,26,0
9246,6,81,0
9247,13,22,3
9248,0,11,8
9249,8,20,1
9250,4,6,0
9251,29,9,1
9252,2,8,3
9253,53,3,0
9254,2,26,0
9255,1,12,2
9256,27,24,0
9257,2,27,0
9258,11,20,1
9259,12,13,10
9260,0,15,9
9261,11,16,1
9262,6,18,4
9263,7,27,0
9264,0,39,0
9265,1,1,3
9266,0,22,2
9267,0,8,3
9268,0,31,12
9269,0,0,9
9270,74,0,0
9271,22,0,0
9272,36,0,0
9273,6,0,1
9274,3,0,0
9275,5,1,1
9276,40,0,0
9277,4,0,0
9278,77,0,0
9279,0,85,0
9280,15,23,0
9281,0,43,0
9282,56,0,0
9283,67,0,0
9284,84,0,0
9285,55,0,0
9286,1,0,0
9287,0,69,0
9288,1,6,7
9289,1,15,1
9290,0,85,0
9291,100,0,0
9292,60,0,0
9293,48,0,0
9294,0,69,0
9295,0,85,0
9296,0,60,0
9297,0,29,0
9298,0,43,0
9299,22,0,0
9300,37,0,0
9301,62,0,0
9302,1,0,0
9303,3,19,25
9304,0,92,0
9305,0,44,0
9306,0,61,0
9307,49,0,0
9308,17,0,0
9309,35,0,0
9310,25,0,0
9311,59,0,0
9312,48,0,0
9313,48,0,0
9314,7,0,0
9315,38,0,0
9316,38,0,0
9317,82,0,0
9318,0,63,1
9319,0,43,0
9320,0,44,0
9321,38,0,0
9322,21,0,0
9323,100,0,0
9324,100,0,0
9325,53,0,0
9326,38,0,0
9327,27,0,0
9328,33,0,0
9329,0,59,0
9330,1,39,0
9331,0,33,0
9332,82,0,0
9333,57,0,0
9334,69,0,0
9335,50,0,0
9336,0,71,0
9337,90,0,0
9338,100,0,0
9339,10,0,0
9340,100,0,0
9341,0,50,3
9342,0,19,0
9343,0,35,0
9344,100,0,0
9345,8,0,0
9346,53,0,0
9347,20,2,0
9348,0,58,0
9349,0,85,0
9350,59,0,0
9351,71,0,0
9352,21,0,0
9353,52,0,1
9354,4,0,0
9355,0,14,0
9356,0,21,7
9357,99,0,0
9358,77,0,0
9359,63,0,0
9360,32,2,0
9361,0,32,0
9362,0,87,0
9363,0,29,0
9364,0,2,0
9365,0,2,0
9366,32,0,0
9367,29,0,0
9368,96,0,0
9369,26,0,0
9370,28,0,0
9371,39,0,0
9372,61,0,0
9373,51,0,0
9374,16,0,0
9375,63,0,0
9376,14,0,0
9377,0,66,0
9378,0,17,2
9379,2,29,0
9380,88,0,0
9381,100,0,0
9382,100,0,0
9383,100,0,0
9384,97,0,0
9385,100,0,0
9386,100,0,0
9387,100,0,0
9388,100,0,0
9389,84,0,0
9390,57,0,0
9391,79,0,0
9392,47,0,0
9393,3,30,6
9394,0,21,0
9395,0,58,20
9396,100,0,0
9397,69,0,0
9398,100,0,0
9399,42,0,0
9400,100,0,0
9401,43,3,0
9402,100,0,0
9403,76,0,0
9404,0,28,0
9405,99,0,0
9406,90,0,0
9407,69,0,0
9408,100,0,0
9409,22,0,0
9410,61,0,0
9411,1,1,0
9412,2,29,1
9413,1,1,0
9414,0,43,6
9415,100,0,0
9416,50,0,0
9417,36,0,0
9418,100,0,0
9419,100,0,0
9420,76,0,0
9421,97,0,0
9422,100,0,0
9423,0,41,0
9424,0,76,0
9425,56,0,0
9426,89,0,0
9427,31,0,0
9428,66,0,0
9429,39,0,0
9430,1,20,7
9431,0,20,1
9432,100,0,0
9433,67,0,0
9434,100,0,0
9435,79,0,0
9436,100,0,0
9437,36,0,0
9438,100,0,0
9439,20,0,0
9440,0,32,0
9441,0,87,0
9442,0,81,0
9443,0,36,0
9444,1,25,0
9445,1,3,0
9446,0,7,0
9447,0,38,0
9448,0,23,0
9449,0,23,0
9450,0,29,0
9451,0,27,0
9452,0,41,0
9453,1,36,0
9454,0,48,0
9455,0,35,0
9456,0,48,0
9457,0,33,0
9458,0,21,0
9459,0,17,0
9460,0,21,0
9461,0,46,0
9462,0,42,0
9463,0,50,0
9464,0,45,0
9465,0,39,0
9466,1,4,0
9467,0,30,0
9468,0,26,0
9469,0,51,0
9470,0,1,0
9471,0,34,0
9472,0,23,0
9473,0,9,0
9474,0,25,0
9475,0,18,0
9476,0,49,0
9477,0,36,0
9478,0,1,0
9479,0,78,0
9480,0,52,0
9481,0,63,0
9482,0,56,0
9483,0,27,0
9484,0,27,0
9485,0,74,0
9486,0,59,0
9487,0,62,0
9488,0,21,0
9489,0,68,0
9490,0,71,0
9491,0,51,0
9492,0,46,0
9493,0,36,0
9494,0,64,0
9495,0,70,0
9496,29,0,0
9497,52,0,0
9498,99,0,0
9499,71,0,0
9500,21,0,0
9501,52,0,0
9502,65,0,0
9503,44,0,0
9504,36,0,0
9505,89,0,0
9506,81,0,0
9507,99,0,0
9508,2,14,8
9509,100,0,0
9510,100,0,0
9511,100,0,0
9512,100,0,0
9513,100,0,0
9514,100,0,0
9515,100,0,0
9516,100,0,0
9517,100,0,0
9518,100,0,0
9519,100,0,0
9520,100,0,0
9521,52,0,0
9522,72,0,0
9523,46,0,0
9524,18,0,0
9525,20,0,0
9526,66,0,0
9527,100,0,0
9528,56,0,0
9529,1,78,0
9530,10,16,0
9531,0,36,1
9532,100,0,0
9533,58,0,0
9534,100,0,0
9535,100,0,0
9536,100,0,0
9537,100,0,0
9538,100,0,0
9539,100,0,0
9540,100,0,0
9541,100,0,0
9542,100,0,0
9543,100,0,0
9544,0,73,0
9545,0,0,2
9546,100,0,0
9547,58,0,0
9548,48,0,0
9549,5,0,0
9550,66,0,0
9551,43,0,0
9552,61,0,0
9553,48,0,0
9554,32,0,0
9555,43,0,0
9556,0,29,0
9557,100,0,0
9558,82,0,0
9559,100,0,0
9560,100,0,0
9561,100,0,0
9562,100,0,0
9563,100,0,0
9564,100,0,0
9565,100,0,0
9566,100,0,0
9567,100,0,0
9568,100,0,0
9569,0,83,0
9570,0,89,0
9571,0,0,5
9572,53,0,0
9573,34,0,0
9574,29,0,0
9575,1,0,0
9576,62,0,0
9577,41,0,0
9578,35,0,0
9579,100,0,0
9580,17,0,0
9581,100,0,0
9582,51,0,0
9583,0,63,0
9584,0,16,7
9585,100,0,0
9586,100,0,0
9587,100,0,0
9588,72,0,0
9589,100,0,0
9590,100,0,0
9591,100,0,0
9592,98,0,0
9593,100,0,0
9594,100,0,0
9595,100,0,0
9596,66,0,0
9597,0,74,0
9598,0,100,0
9599,0,90,0
9600,0,1,0
9601,0,4,5
9602,7,52,0
9603,31,11,1
9604,8,18,1
9605,0,5,0
9606,18,11,1
9607,14,22,0
9608,53,16,2
9609,7,6,1
9610,4,26,3
9611,29,20,0
9612,5,29,3
9613,13,17,0
9614,3,45,0
9615,37,37,0
9616,0,0,3
9617,1,7,0
9618,0,16,16
9619,0,23,4
9620,3,11,2
9621,11,21,5
9622,7,21,21
9623,0,73,1
9624,10,44,0
9625,0,41,0
9626,1,50,1
9627,8,4,0
9628,5,27,0
9629,5,21,1
9630,21,0,0
9631,96,2,0
9632,1,75,0
9633,26,30,2
9634,12,4,0
9635,49,32,0
9636,9,4,7
9637,2,55,0
9638,0,1,4
9639,0,21,1
9640,1,0,0
9641,21,41,0
9642,15,46,1
9643,8,20,0
9644,0,12,2
9645,42,6,0
9646,1,9,0
9647,0,10,0
9648,3,38,0
9649,44,14,0
9650,22,41,1
9651,2,1,2
9652,2,36,0
9653,12,28,0
9654,39,2,1
9655,1,3,2
9656,27,18,0
9657,22,7,0
9658,0,30,1
9659,3,11,5
9660,1,33,0
9661,0,5,1
9662,0,20,1
9663,0,1,0
9664,0,5,5
9665,0,27,8
9666,53,0,0
9667,57,0,0
9668,17,0,0
9669,32,0,0
9670,45,0,0
9671,32,0,0
9672,20,0,1
9673,48,0,0
9674,55,0,0
9675,32,0,0
9676,39,0,0
9677,0,69,0
9678,0,65,0
9679,2,96,0
9680,67,0,0
9681,51,0,0
9682,69,0,0
9683,1,24,0
9684,1,5,0
9685,0,88,0
9686,48,0,0
9687,56,0,0
9688,95,0,0
9689,36,0,0
9690,0,98,0
9691,1,35,17
9692,0,37,0
9693,34,0,0
9694,52,0,0
9695,71,0,0
9696,12,0,0
9697,53,0,0
9698,0,58,0
9699,0,27,0
9700,7,62,0
9701,0,19,0
9702,0,86,0
9703,0,62,0
9704,0,1,0
9705,52,0,0
9706,38,0,0
9707,5,0,0
9708,10,0,0
9709,24,0,3
9710,52,0,0
9711,28,0,0
9712,82,0,0
9713,0,83,0
9714,0,14,13
9715,0,59,0
9716,27,0,0
9717,100,0,0
9718,100,0,0
9719,100,0,0
9720,89,0,0
9721,36,0,0
9722,73,0,0
9723,0,76,0
9724,0,1,1
9725,100,0,0
9726,30,0,0
9727,5,1,0
9728,66,0,0
9729,0,18,0
9730,45,0,0
9731,46,0,0
9732,12,0,0
9733,69,0,0
9734,0,92,0
9735,0,47,0
9736,100,0,0
9737,82,0,0
9738,44,0,0
9739,20,0,0
9740,0,35,0
9741,0,90,0
9742,51,0,0
9743,71,0,0
9744,13,0,0
9745,56,0,0
9746,0,1,1
9747,1,50,1
9748,3,32,6
9749,2,45,0
9750,99,0,0
9751,100,0,0
9752,11,0,0
9753,49,0,0
9754,0,33,0
9755,0,37,11
9756,0,46,0
9757,51,0,0
9758,90,0,0
9759,58,0,0
9760,82,0,0
9761,64,0,0
9762,36,0,0
9763,48,0,0
9764,58,0,0
9765,56,0,0
9766,49,0,0
9767,64,0,0
9768,4,0,0
9769,0,78,0
9770,0,57,0
9771,0,39,0
9772,100,0,0
9773,100,0,0
9774,100,0,0
9775,80,0,0
9776,58,1,0
9777,100,0,0
9778,100,0,0
9779,80,2,0
9780,74,0,0
9781,52,1,0
9782,54,0,0
9783,60,0,0
9784,1,73,25
9785,0,60,0
9786,100,0,0
9787,14,0,0
9788,96,0,0
9789,70,0,0
9790,100,0,0
9791,56,0,0
9792,94,0,0
9793,47,0,0
9794,0,61,0
9795,92,0,0
9796,76,0,0
9797,17,0,0
9798,84,0,0
9799,10,0,0
9800,0,56,2
9801,0,3,0
9802,100,0,0
9803,50,4,0
9804,100,0,0
9805,68,0,0
9806,100,0,0
9807,29,7,0
9808,100,0,0
9809,76,0,0
9810,0,55,0
9811,0,100,0
9812,21,0,0
9813,62,0,0
9814,33,0,0
9815,48,0,0
9816,4,0,0
9817,0,46,0
9818,2,35,1
9819,1,11,2
9820,100,0,0
9821,69,0,0
9822,62,0,0
9823,58,0,0
9824,71,0,0
9825,53,0,0
9826,41,0,0
9827,57,0,0
9828,0,35,0
9829,0,65,0
9830,0,100,0
9831,0,11,0
9832,0,23,0
9833,0,46,0
9834,0,58,0
9835,0,36,0
9836,1,19,0
9837,0,25,0
9838,0,1,0
9839,1,5,0
9840,0,31,0
9841,0,39,0
9842,0,62,0
9843,0,30,0
9844,0,52,0
9845,0,22,0
9846,0,60,0
9847,0,24,0
9848,0,47,0
9849,0,35,0
9850,0,65,0
9851,0,44,0
9852,1,18,0
9853,0,9,0
9854,0,100,0
9855,0,29,0
9856,0,18,0
9857,0,20,0
9858,0,18,0
9859,0,42,0
9860,0,32,0
9861,0,47,0
9862,1,8,0
9863,0,56,0
9864,0,35,0
9865,0,46,0
9866,0,52,0
9867,0,94,0
9868,0,68,0
9869,0,71,0
9870,0,82,0
9871,0,72,0
9872,0,27,0
9873,0,92,0
9874,0,69,0
9875,0,67,0
9876,0,24,0
9877,0,58,0
9878,0,68,0
9879,0,56,0
9880,0,37,0
9881,0,36,0
9882,0,61,0
9883,0,4,0
9884,0,7,0
9885,0,34,0
9886,0,21,0
9887,0,1,0
9888,1,28,0
9889,0,27,0
9890,0,41,0
9891,0,32,0
9892,0,15,0
9893,0,87,0
9894,0,52,0
9895,0,87,0
9896,0,22,0
9897,0,43,0
9898,0,54,0
9899,0,75,0
9900,0,26,0
9901,0,83,0
9902,0,61,0
9903,0,87,0
9904,0,63,0
9905,0,26,0
9906,0,55,0
9907,0,54,0
9908,0,21,0
9909,46,0,0
9910,95,0,0
9911,56,0,0
9912,9,0,0
9913,44,0,0
9914,22,0,0
9915,91,0,0
9916,1,0,0
9917,48,0,0
9918,53,0,0
9919,95,0,0
9920,68,0,0
9921,0,33,12
9922,0,34,0
9923,0,74,0
9924,84,0,0
9925,100,0,0
9926,100,0,0
9927,62,0,0
9928,100,0,0
9929,100,0,0
9930,100,0,0
9931,100,0,0
9932,96,4,0
9933,100,0,0
9934,100,0,0
9935,100,0,0
9936,0,10,1
9937,100,0,0
9938,36,0,0
9939,45,0,0
9940,36,0,0
9941,37,0,0
9942,76,0,0
9943,43,1,0
9944,76,0,0
9945,33,0,0
9946,0,59,3
9947,1,22,1
9948,0,52,0
9949,100,0,0
9950,100,0,0
9951,100,0,0
9952,97,0,0
9953,100,0,0
9954,78,0,0
9955,100,0,0
9956,100,0,0
9957,100,0,0
9958,100,0,0
9959,100,0,0
9960,100,0,0
9961,0,78,0
9962,73,0,0
9963,55,0,0
9964,17,0,0
9965,45,0,0
9966,78,0,0
9967,56,0,0
9968,100,0,0
9969,80,0,0
9970,59,0,0
9971,6,0,0
9972,3,46,0
9973,1,0,1
9974,0,45,0
9975,100,0,0
9976,100,0,0
9977,100,0,0
9978,55,0,0
9979,100,0,0
9980,100,0,0
9981,100,0,0
9982,100,0,0
9983,100,0,0
9984,100,0,0
9985,100,0,0
9986,98,2,0
9987,0,77,0
9988,0,77,0
9989,0,25,9
9990,0,14,0
9991,70,0,0
9992,18,0,0
9993,60,0,0
9994,11,0,0
9995,42,0,0
9996,30,0,0
9997,22,0,0
9998,34,0,0
9999,0,77,0
10000,0,1,0
10001,84,0,0
10002,100,0,0
10003,100,0,0
10004,96,0,0
10005,100,0,0
10006,77,0,0
10007,96,0,0
10008,95,0,0
10009,100,0,0
10010,100,0,0
10011,100,0,0
10012,78,0,0
10013,0,29,1
10014,0,100,0
10015,0,47,0
10016,0,12,4
10017,1,9,1
10018,3,12,5
10019,1,12,0
10020,0,3,4
10021,0,14,7
10022,0,21,0
10023,0,37,0
10024,0,29,2
10025,0,26,0
10026,0,1,0
10027,0,2,4
10028,0,35,3
10029,0,4,1
10030,1,7,2
10031,0,35,0
10032,0,14,6
10033,1,29,0
10034,0,43,0
10035,0,28,0
10036,0,29,2
10037,0,11,1
10038,0,33,0
10039,0,37,1
10040,0,32,0
10041,3,7,0
10042,0,3,0
10043,0,56,0
10044,0,45,3
10045,0,15,0
10046,0,67,1
10047,1,20,0
10048,1,47,0
10049,1,24,6
10050,0,2,5
10051,0,20,0
10052,0,56,3
10053,0,11,9
10054,1,19,7
10055,0,21,3
10056,0,32,6
10057,0,8,0
10058,0,57,0
10059,0,43,3
10060,0,44,0
10061,1,41,1
10062,0,46,0
10063,1,7,0
10064,0,61,0
10065,0,3,2
10066,0,25,0
10067,1,29,0
10068,0,26,0
10069,0,34,4
10070,0,69,0
10071,0,28,0
10072,0,31,0
10073,0,54,0
10074,1,29,1
10075,0,46,0
10076,0,51,0
10077,6,23,0
10078,1,18,2
10079,1,32,0
10080,1,4,0
10081,0,4,0
10082,0,16,0
10083,0,28,0
10084,0,37,0
10085,0,7,0
10086,1,28,0
10087,0,2,1
10088,0,22,13
10089,1,1,0
10090,0,6,6
10091,0,1,4
10092,0,1,2
10093,0,1,0
10094,1,20,3
10095,0,21,1
10096,0,14,12
10097,3,9,4
10098,31,0,0
10099,23,4,0
10100,0,21,0
10101,0,18,3
10102,0,3,5
10103,15,6,0
10104,54,0,0
10105,19,0,0
10106,66,0,0
10107,37,0,0
10108,31,1,0
10109,35,0,0
10110,17,0,0
10111,41,4,0
10112,24,14,0
10113,0,37,5
10114,0,22,0
10115,0,22,0
10116,0,54,0
10117,0,6,14
10118,0,1,6
10119,25,0,0
10120,61,0,0
10121,7,9,0
10122,7,0,0
10123,40,0,0
10124,57,7,0
10125,41,0,0
10126,44,0,0
10127,27,0,0
10128,55,3,0
10129,45,3,0
10130,34,5,0
10131,1,63,0
10132,0,14,1
10133,0,0,1
10134,0,3,0
10135,0,30,0
10136,0,4,0
10137,3,0,2
10138,19,0,0
10139,33,1,0
10140,3,1,0
10141,44,12,0
10142,65,3,0
10143,29,9,0
10144,8,0,0
10145,56,4,0
10146,27,6,0
10147,59,0,0
10148,0,22,0
10149,0,20,0
10150,1,1,1
10151,21,8,6
10152,6,1,4
10153,3,10,0
10154,0,27,0
10155,20,68,5
10156,75,12,0
10157,65,31,0
10158,0,1,0
10159,28,20,0
10160,27,1,0
10161,51,6,0
10162,4,25,0
10163,30,6,0
10164,19,1,0
10165,41,0,0
10166,0,1,2
10167,6,0,0
10168,63,0,0
10169,52,0,0
10170,17,16,0
10171,0,20,23
10172,33,27,0
10173,12,88,0
10174,87,7,6
10175,35,65,0
10176,0,52,0
10177,0,31,5
10178,0,4,1
10179,33,7,0
10180,23,2,0
10181,11,18,0
10182,44,8,0
10183,17,0,0
10184,38,4,0
10185,11,3,15
10186,48,0,0
10187,17,0,0
10188,0,21,2
10189,0,23,3
10190,96,4,0
10191,40,60,0
10192,3,72,0
10193,63,37,0
10194,1,0,0
10195,0,4,0
10196,28,0,0
10197,38,2,0
10198,69,5,0
10199,12,2,3
10200,35,0,0
10201,12,7,0
10202,67,0,0
10203,79,6,0
10204,67,0,0
10205,49,4,0
10206,0,33,0
10207,0,13,1
10208,19,35,0
10209,74,26,0
10210,48,52,0
10211,70,30,0
10212,0,38,0
10213,0,41,0
10214,0,16,1
10215,5,2,0
10216,47,6,0
10217,19,14,8
10218,0,17,1
10219,6,34,1
10220,17,15,0
10221,69,5,0
10222,23,65,0
10223,13,36,3
10224,1,99,0
10225,62,38,0
10226,2,27,3
10227,22,8,0
10228,22,6,0
10229,30,28,0
10230,56,2,0
10231,33,2,0
10232,34,2,0
10233,100,0,0
10234,62,6,0
10235,37,1,0
10236,19,5,0
10237,54,1,0
10238,62,2,0
10239,0,19,0
10240,1,13,0
10241,27,43,0
10242,38,62,0
10243,5,93,2
10244,12,88,0
10245,41,37,0
10246,7,93,0
10247,2,98,0
10248,72,28,0
10249,0,48,0
10250,0,5,0
10251,52,3,0
10252,54,10,0
10253,31,1,0
10254,4,4,1
10255,48,0,0
10256,50,17,0
10257,7,3,2
10258,33,4,0
10259,50,0,0
10260,89,0,0
10261,0,44,0
10262,0,2,0
10263,0,37,0
10264,44,13,19
10265,60,40,0
10266,5,95,0
10267,3,97,0
10268,48,52,0
10269,2,93,2
10270,43,57,0
10271,0,100,0
10272,0,47,0
10273,0,67,0
10274,0,0,1
10275,12,30,0
10276,68,2,0
10277,41,3,0
10278,8,11,0
10279,19,0,0
10280,48,15,0
10281,57,6,0
10282,39,9,0
10283,21,12,0
10284,27,1,0
10285,23,13,0
10286,77,10,0
10287,0,27,0
10288,0,8,7
10289,0,20,1
10290,84,16,0
10291,75,25,0
10292,66,34,0
10293,30,68,2
10294,28,72,0
10295,1,99,0
10296,0,100,0
10297,30,70,0
10298,0,54,0
10299,0,74,0
10300,0,40,0
10301,22,8,0
10302,16,7,2
10303,5,5,0
10304,15,85,0
10305,91,9,0
10306,13,46,0
10307,26,36,0
10308,42,58,0
10309,58,42,0
10310,47,47,6
10311,0,100,0
10312,32,68,0
10313,7,93,0
10314,27,73,0
10315,30,57,0
10316,6,88,6
10317,72,28,0
10318,72,28,0
10319,44,6,1
10320,30,1,0
10321,3,57,0
10322,3,4,0
10323,59,0,0
10324,91,0,0
10325,42,2,0
10326,4,1,0
10327,38,6,2
10328,50,0,0
10329,76,1,0
10330,0,9,0
10331,2,5,0
10332,95,5,0
10333,53,47,0
10334,29,71,0
10335,19,81,0
10336,30,66,4
10337,37,63,0
10338,72,28,0
10339,47,51,2
10340,87,13,0
10341,2,91,0
10342,14,86,0
10343,40,60,0
10344,0,72,0
10345,10,85,4
10346,3,68,0
10347,28,61,11
10348,13,87,0
10349,1,4,0
10350,6,30,0
10351,43,2,0
10352,2,1,3
10353,6,0,0
10354,12,2,0
10355,8,0,0
10356,50,2,1
10357,2,5,0
10358,26,5,2
10359,13,4,0
10360,60,3,0
10361,67,33,0
10362,53,47,0
10363,83,17,0
10364,54,46,0
10365,61,39,0
10366,30,70,0
10367,4,96,0
10368,37,63,0
10369,23,77,0
10370,6,94,0
10371,0,100,0
10372,5,95,0
10373,0,73,0
10374,0,61,0
10375,10,89,1
10376,5,89,6
10377,32,68,0
10378,10,71,19
10379,25,34,0
10380,48,4,0
10381,40,0,0
10382,46,1,0
10383,11,1,7
10384,60,4,0
10385,64,3,0
10386,53,7,0
10387,16,8,0
10388,70,0,0
10389,51,1,0
10390,0,3,1
10391,2,3,0
10392,64,36,0
10393,16,84,0
10394,6,94,0
10395,51,49,0
10396,15,85,0
10397,47,53,0
10398,34,66,0
10399,65,35,0
10400,0,99,1
10401,25,75,0
10402,51,49,0
10403,54,46,0
10404,0,64,0
10405,0,100,0
10406,0,72,0
10407,33,63,4
10408,1,99,0
10409,15,81,4
10410,10,81,0
10411,0,3,0
10412,0,18,0
10413,0,52,0
10414,0,57,0
10415,0,100,0
10416,0,70,0
10417,0,100,0
10418,0,27,0
10419,0,100,0
10420,0,58,0
10421,0,100,0
10422,0,78,0
10423,0,93,0
10424,0,44,0
10425,0,96,0
10426,0,43,0
10427,0,79,0
10428,0,63,0
10429,0,100,0
10430,0,68,0
10431,0,99,0
10432,0,46,0
10433,0,37,0
10434,0,51,0
10435,0,22,0
10436,0,16,0
10437,0,33,0
10438,0,59,0
10439,0,83,0
10440,0,18,0
10441,0,21,0
10442,0,3,12
10443,0,91,0
10444,0,74,0
10445,0,90,0
10446,0,99,1
10447,0,44,0
10448,0,73,0
10449,0,100,0
10450,0,100,0
10451,0,61,0
10452,0,65,0
10453,0,100,0
10454,0,100,0
10455,0,47,0
10456,0,44,0
10457,0,100,0
10458,0,71,0
10459,0,59,2
10460,0,95,0
10461,0,49,0
10462,0,100,0
10463,0,100,0
10464,0,31,0
10465,0,66,0
10466,0,25,0
10467,0,40,0
10468,0,29,0
10469,0,63,0
10470,0,2,0
10471,0,4,1
10472,0,39,0
10473,0,39,0
10474,0,22,6
10475,0,51,0
10476,0,100,0
10477,0,100,0
10478,0,98,0
10479,0,100,0
10480,0,100,0
10481,0,100,0
10482,0,100,0
10483,0,100,0
10484,0,100,0
10485,0,100,0
10486,0,100,0
10487,0,45,0
10488,0,96,0
10489,0,77,0
10490,0,57,0
10491,0,32,35
10492,0,54,36
10493,0,92,0
10494,0,100,0
10495,0,100,0
10496,0,64,0
10497,1,3,0
10498,8,0,1
10499,2,1,0
10500,9,1,1
10501,29,6,0
10502,2,6,1
10503,18,41,0
10504,3,40,0
10505,25,75,0
10506,42,16,2
10507,1,68,0
10508,1,63,0
10509,37,63,0
10510,18,82,0
10511,5,95,0
10512,3,97,0
10513,0,100,0
10514,57,42,1
10515,6,47,0
10516,43,57,0
10517,81,7,0
10518,54,0,0
10519,37,0,0
10520,64,7,1
10521,63,0,0
10522,49,6,0
10523,94,0,0
10524,98,2,0
10525,28,12,3
10526,0,11,3
10527,0,35,0
10528,2,98,0
10529,99,0,0
10530,8,92,0
10531,81,19,0
10532,20,80,0
10533,6,94,0
10534,26,74,0
10535,14,86,0
10536,22,78,0
10537,13,87,0
10538,6,94,0
10539,29,70,1
10540,0,64,0
10541,0,1,4
10542,7,19,1
10543,25,2,0
10544,18,6,1
10545,100,0,0
10546,100,0,0
10547,8,3,1
10548,86,0,0
10549,62,0,0
10550,52,1,0
10551,0,57,0
10552,0,6,1
10553,0,7,1
10554,26,47,0
10555,56,44,0
10556,14,86,0
10557,70,30,0
10558,33,67,0
10559,24,76,0
10560,0,100,0
10561,50,50,0
10562,1,99,0
10563,85,15,0
10564,0,100,0
10565,0,100,0
10566,0,32,0
10567,0,54,0
10568,6,2,0
10569,11,1,0
10570,26,4,3
10571,42,0,0
10572,0,1,2
10573,81,3,0
10574,57,1,0
10575,40,19,0
10576,34,7,0
10577,44,0,0
10578,68,0,0
10579,47,17,0
10580,0,26,6
10581,0,34,0
10582,41,47,0
10583,39,61,0
10584,87,13,0
10585,87,13,0
10586,43,57,0
10587,53,47,0
10588,35,58,7
10589,71,29,0
10590,36,64,0
10591,28,72,0
10592,31,69,0
10593,46,52,1
10594,0,7,0
10595,0,89,0
10596,0,61,0
10597,0,6,2
10598,0,25,0
10599,1,22,0
10600,0,53,0
10601,1,45,0
10602,0,15,0
10603,0,6,4
10604,0,13,11
10605,1,12,0
10606,0,45,2
10607,0,52,1
10608,1,26,0
10609,0,37,0
10610,0,1,0
10611,0,79,0
10612,0,42,0
10613,2,38,0
10614,1,11,0
10615,0,19,24
10616,2,46,0
10617,1,11,0
10618,0,40,8
10619,0,45,0
10620,0,40,0
10621,0,31,0
10622,0,36,0
10623,0,12,11
10624,0,39,0
10625,0,55,0
10626,0,20,0
10627,0,29,15
10628,0,49,1
10629,0,46,0
10630,0,43,0
10631,0,23,11
10632,0,1,1
10633,0,58,0
10634,0,55,0
10635,0,66,0
10636,0,9,3
10637,0,8,3
10638,0,28,8
10639,0,40,0
10640,0,12,6
10641,0,53,0
10642,0,39,0
10643,0,62,10
10644,0,10,0
10645,1,3,0
10646,2,49,1
10647,1,48,0
10648,0,41,1
10649,1,29,0
10650,0,7,0
