,R50,C,F,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
19101,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19102,0,42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19103,19,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19104,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19105,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19106,0,0,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19107,0,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19108,0,0,90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19109,0,0,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19110,0,0,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19111,0,0,94,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19112,0,0,97,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19113,1,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19114,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19115,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19116,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19117,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19118,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19119,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19120,0,0,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19121,2,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19122,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19123,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19124,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19125,0,0,66,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19126,0,0,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19127,0,0,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19128,0,0,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19129,0,0,97,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19130,26,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19131,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19132,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19134,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19135,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19136,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19137,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19138,1,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19139,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19140,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19141,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19142,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19144,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19145,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19146,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19147,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19148,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19149,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19150,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19151,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19152,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19153,0,0,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19154,0,0,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19155,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19157,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19158,0,0,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19159,0,0,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19160,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19161,0,0,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19162,0,0,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19163,2,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19164,5,0,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19165,0,0,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19166,0,0,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19167,5,0,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19168,0,0,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19169,0,0,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19170,0,0,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19171,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19172,0,0,42,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19173,0,0,57,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19174,0,0,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19175,1,0,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19176,0,0,42,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19177,5,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19178,0,0,39,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19179,0,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19180,0,0,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19181,0,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19182,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19183,29,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19184,0,40,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19185,0,0,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19186,0,0,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19187,2,0,69,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19188,6,0,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19189,0,0,64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19190,1,0,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19191,0,0,62,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19192,0,0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19193,0,0,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19194,0,0,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19195,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19196,9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19197,8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19198,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19199,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19200,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19201,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19202,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19203,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19204,11,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19205,7,7,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19206,1,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19207,60,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19208,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19209,21,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19210,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19211,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19212,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19213,13,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19214,14,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19215,13,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19217,31,0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19218,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19219,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19220,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19221,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19222,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19223,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19224,8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19225,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19227,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19228,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19229,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19230,27,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19231,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19232,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19233,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19234,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19235,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19236,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19238,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19239,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19240,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19241,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19242,12,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19243,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19244,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19245,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19246,2,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19247,7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19248,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19249,0,10,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
19250,0,42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19251,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19252,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19253,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19254,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19255,12,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19256,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19257,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19258,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19259,1,25,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
19260,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19261,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19262,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19263,1,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19264,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19265,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19266,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19267,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19268,1,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
19269,0,27,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
19270,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19271,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19272,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19273,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19274,4,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19275,0,0,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
19276,0,0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
19277,0,0,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
19278,0,0,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
19279,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19280,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19281,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
19282,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
19283,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19284,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19285,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
19286,0,0,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
19287,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19288,0,0,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
19289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19290,0,0,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19291,3,0,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19292,0,0,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19293,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19294,0,0,27,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19295,0,0,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19296,0,0,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19297,0,0,25,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19298,0,0,19,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19299,0,0,33,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19300,0,0,42,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19301,17,0,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19302,0,0,77,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19303,6,0,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19304,0,0,56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19305,0,0,75,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19306,0,0,74,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19307,0,0,87,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19308,33,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19309,49,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19310,8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19311,8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19312,42,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19313,0,0,28,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19314,0,0,94,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19315,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19316,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19317,0,0,68,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19318,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
19319,0,0,61,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19320,0,0,97,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19321,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19322,14,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19323,41,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19324,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19325,68,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19326,20,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19327,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19328,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19329,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19330,0,0,61,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19331,0,0,66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19332,0,0,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19333,0,0,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19334,47,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19335,0,0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19336,0,0,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19337,0,0,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19338,0,0,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19339,15,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19340,18,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19341,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19342,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19343,0,0,46,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19344,0,0,61,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19345,0,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19346,0,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19347,0,0,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19348,0,0,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19349,29,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19350,0,0,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19351,22,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19352,22,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19353,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19354,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19355,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19356,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19357,0,0,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19358,0,0,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19359,0,0,44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19360,0,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19361,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19362,51,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19363,0,0,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19364,0,0,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19365,28,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19366,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19367,11,10,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19368,7,8,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19369,3,26,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19370,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19371,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19373,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
19374,0,0,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19375,0,0,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19376,0,0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19377,0,0,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19378,0,0,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19379,37,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19380,0,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19381,45,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19382,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19383,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
