,F,C,R50
8519,68,0,0
8520,99,0,0
8521,50,9,0
8522,0,100,0
8523,0,100,0
8524,0,100,0
8525,0,100,0
8526,21,0,0
8527,12,0,0
8528,77,0,0
8529,0,79,0
8530,10,0,0
8531,3,0,0
8532,26,0,0
8533,47,0,0
8534,20,0,0
8535,24,0,0
8536,33,0,0
8537,72,0,0
8538,0,81,0
8539,0,100,0
8540,12,0,0
8541,73,0,0
8542,25,0,0
8543,61,0,0
8544,34,0,0
8545,57,0,0
8546,36,0,0
8547,60,0,0
8548,57,0,0
8549,3,0,0
8550,2,0,0
8551,71,0,0
8552,9,1,0
8553,37,0,0
8554,62,0,0
8555,76,0,0
8556,1,0,0
8557,87,0,0
8558,45,0,0
8559,31,0,0
8560,69,0,0
8561,24,0,0
8562,64,0,0
8563,38,0,0
8564,56,0,0
8565,0,78,0
8566,71,0,0
8567,64,0,0
8568,95,0,0
8569,31,0,0
8570,85,0,0
8571,77,0,0
8572,77,0,0
8573,40,0,0
8574,46,0,0
8575,28,0,0
8576,72,0,0
8577,100,0,0
8578,100,0,0
8579,68,0,0
8580,99,0,0
8581,100,0,0
8582,0,96,0
8583,59,0,0
8584,32,0,0
8585,89,0,0
8586,12,0,1
8587,57,0,0
8588,0,66,0
8589,0,74,0
8590,0,89,0
8591,39,0,0
8592,23,0,0
8593,84,0,0
8594,72,0,0
8595,75,1,0
8596,47,4,0
8597,77,0,0
8598,89,3,0
8599,76,0,0
8600,50,0,0
8601,100,0,0
8602,77,0,0
8603,0,100,0
8604,0,100,0
8605,0,100,0
8606,59,0,0
8607,53,0,0
8608,41,9,0
8609,84,0,0
8610,92,0,0
8611,0,100,0
8612,0,100,0
8613,35,0,0
8614,47,0,0
8615,50,0,0
8616,64,0,0
8617,100,0,0
8618,0,100,0
8619,0,100,0
8620,0,100,0
8621,0,73,0
8622,30,0,0
8623,0,100,0
8624,57,0,0
8625,59,0,0
8626,0,7,0
8627,0,7,0
8628,29,0,0
8629,8,0,0
8630,30,0,0
8631,25,0,0
8632,0,100,0
8633,0,9,0
8634,3,0,0
8635,50,0,0
8636,16,0,0
8637,68,0,0
8638,74,0,0
8639,0,5,0
8640,0,100,0
8641,68,0,0
8642,15,0,0
8643,57,0,0
8644,37,0,0
8645,27,0,0
8646,57,0,0
8647,41,0,0
8648,12,0,0
8649,55,0,0
8650,0,100,0
8651,0,100,0
8652,69,0,0
8653,47,0,0
8654,25,0,0
8655,43,0,0
8656,89,0,0
8657,42,0,0
8658,36,0,0
8659,39,0,0
8660,0,85,0
8661,0,94,0
8662,35,0,0
8663,26,0,0
8664,54,0,0
8665,25,0,0
8666,66,0,0
8667,9,0,0
8668,41,0,0
8669,29,0,0
8670,43,0,0
8671,0,70,0
8672,0,100,0
8673,11,0,0
8674,70,0,0
8675,16,0,0
8676,50,0,0
8677,20,0,0
8678,59,0,0
8679,32,0,0
8680,31,0,0
8681,42,0,0
8682,65,0,0
8683,19,0,0
8684,80,0,0
8685,45,0,0
8686,18,0,0
8687,57,0,0
8688,0,86,0
8689,0,69,0
8690,100,0,0
8691,100,0,0
8692,95,0,0
8693,100,0,0
8694,100,0,0
8695,100,0,0
8696,99,0,0
8697,100,0,0
8698,100,0,0
8699,88,0,0
8700,99,0,0
8701,0,68,0
8702,0,69,0
8703,0,55,0
8704,57,0,0
8705,44,0,0
8706,66,0,0
8707,91,0,0
8708,95,0,0
8709,47,0,0
8710,45,0,0
8711,25,0,1
8712,69,0,0
8713,75,0,0
8714,96,0,0
8715,0,72,0
8716,0,66,0
8717,42,0,0
8718,67,1,0
8719,53,0,0
8720,0,100,0
8721,0,96,0
8722,41,0,0
8723,58,0,0
8724,72,0,0
8725,22,53,0
8726,0,100,0
8727,0,100,0
8728,29,0,0
8729,46,0,0
8730,41,1,0
8731,17,5,0
8732,4,58,0
8733,0,100,0
8734,0,100,0
8735,25,0,0
8736,100,0,0
8737,70,0,0
8738,3,30,0
8739,4,12,0
8740,19,72,0
8741,45,0,0
8742,58,0,0
8743,70,0,0
8744,0,2,1
8745,0,1,1
8746,34,0,0
8747,3,0,0
8748,21,0,0
8749,47,0,0
8750,64,0,0
8751,25,0,0
8752,39,0,0
8753,65,0,0
8754,18,0,0
8755,0,92,0
8756,0,100,0
8757,100,0,0
8758,23,0,0
8759,60,0,0
8760,34,0,0
8761,47,0,0
8762,74,0,0
8763,59,0,0
8764,97,0,0
8765,60,0,0
8766,80,0,0
8767,30,0,0
8768,62,0,0
8769,35,0,0
8770,17,0,0
8771,10,0,0
8772,35,0,0
8773,0,74,0
8774,0,84,0
8775,100,0,0
8776,77,0,0
8777,54,0,0
8778,50,1,0
8779,100,0,0
8780,71,0,0
8781,78,0,0
8782,45,0,0
8783,86,0,0
8784,59,0,0
8785,8,0,2
8786,82,0,0
8787,100,0,0
8788,91,0,0
8789,1,0,0
8790,25,0,0
8791,0,92,0
8792,42,0,0
8793,17,0,0
8794,73,0,0
8795,0,86,0
8796,0,21,0
8797,0,100,0
8798,0,88,0
8799,29,0,0
8800,96,0,0
8801,70,0,0
8802,66,0,0
8803,26,0,0
8804,100,0,0
8805,6,60,0
8806,25,3,0
8807,45,0,0
8808,28,0,0
8809,0,85,0
8810,14,45,0
8811,54,0,0
8812,100,0,0
8813,20,31,0
8814,1,35,0
8815,0,85,0
8816,0,83,0
8817,0,1,0
8818,99,1,0
8819,97,2,0
8820,100,0,0
8821,99,0,0
8822,100,0,0
8823,82,0,0
8824,59,1,0
8825,38,62,0
8826,59,23,0
8827,100,0,0
8828,89,2,0
8829,0,100,0
8830,0,100,0
8831,0,100,0
8832,0,64,0
8833,1,88,0
8834,0,98,0
8835,0,100,0
8836,0,94,0
8837,45,0,0
8838,52,0,0
8839,7,0,0
8840,0,75,0
8841,0,3,0
8842,55,0,0
8843,11,0,0
8844,29,0,0
8845,8,0,0
8846,3,0,0
8847,45,0,0
8848,0,100,0
8849,0,100,0
8850,22,0,0
8851,41,0,0
8852,6,0,0
8853,69,0,0
8854,50,0,0
8855,21,0,0
8856,34,0,0
8857,42,0,0
8858,19,0,0
8859,25,0,0
8860,33,0,0
8861,28,0,0
8862,18,0,0
8863,52,0,0
8864,38,0,0
8865,13,0,0
8866,0,61,0
8867,0,84,0
8868,36,0,0
8869,50,0,0
8870,62,0,0
8871,26,0,0
8872,35,0,0
8873,46,0,0
8874,77,0,0
8875,21,0,0
8876,73,0,0
8877,42,0,0
8878,54,0,0
8879,63,0,0
8880,99,0,0
8881,68,0,0
8882,1,0,1
8883,0,71,0
8884,49,0,0
8885,95,0,0
8886,29,0,0
8887,8,0,0
8888,0,76,0
8889,0,32,0
8890,0,78,0
8891,0,100,0
8892,52,1,0
8893,65,0,0
8894,78,0,0
8895,65,0,0
8896,63,0,0
8897,16,1,0
8898,11,66,0
8899,20,0,0
8900,70,0,0
8901,24,0,0
8902,1,92,0
8903,24,17,0
8904,38,0,0
8905,96,0,1
8906,17,32,0
8907,6,67,0
8908,0,72,0
8909,0,92,0
8910,83,2,0
8911,74,0,0
8912,100,0,0
8913,92,0,0
8914,77,3,0
8915,89,0,0
8916,100,0,0
8917,75,15,0
8918,93,7,0
8919,63,2,0
8920,83,2,0
8921,0,100,0
8922,0,100,0
8923,0,100,0
8924,7,65,0
8925,2,63,0
8926,17,71,0
8927,4,75,0
8928,89,0,0
8929,48,0,0
8930,69,31,0
8931,100,0,0
8932,100,0,0
8933,0,100,0
8934,0,98,0
8935,0,100,0
8936,0,50,0
8937,0,100,0
8938,27,46,0
8939,0,45,0
8940,0,87,0
8941,24,0,0
8942,35,0,0
8943,59,0,0
8944,0,2,0
8945,0,98,0
8946,22,0,0
8947,17,0,0
8948,37,0,0
8949,28,0,0
8950,45,2,0
8951,36,0,0
8952,24,0,0
8953,84,0,0
8954,21,0,0
8955,0,75,0
8956,0,82,0
8957,49,0,0
8958,9,0,0
8959,51,0,0
8960,61,0,0
8961,42,0,0
8962,58,0,0
8963,89,0,0
8964,59,0,0
8965,39,0,0
8966,40,0,0
8967,69,0,0
8968,60,0,0
8969,11,0,0
8970,39,0,0
8971,61,0,0
8972,61,0,0
8973,0,85,0
8974,0,76,0
8975,68,0,0
8976,30,0,0
8977,85,0,0
8978,79,0,0
8979,79,0,0
8980,59,0,0
8981,34,0,0
8982,61,0,0
8983,65,0,0
8984,97,0,0
8985,71,0,0
8986,100,0,0
8987,57,0,0
8988,68,0,0
8989,0,60,0
8990,57,0,0
8991,67,0,0
8992,58,0,0
8993,0,77,0
8994,0,100,0
8995,0,100,0
8996,40,0,0
8997,46,0,0
8998,57,0,0
8999,31,4,0
9000,90,0,1
9001,1,73,0
9002,33,0,0
9003,44,0,0
9004,23,48,0
9005,85,0,0
9006,48,0,0
9007,67,1,0
9008,48,18,0
9009,2,50,0
9010,3,97,0
9011,0,91,0
9012,0,86,0
9013,1,0,0
9014,93,0,0
9015,71,0,0
9016,43,10,0
9017,15,40,0
9018,67,1,0
9019,69,0,0
9020,94,3,0
9021,54,10,0
9022,63,11,0
9023,91,0,0
9024,87,13,0
9025,0,100,0
9026,0,100,0
9027,0,100,0
9028,0,57,0
9029,8,92,0
9030,5,63,0
9031,0,76,0
9032,50,2,0
9033,55,4,0
9034,40,37,0
9035,60,6,0
9036,89,5,0
9037,0,100,0
9038,0,100,0
9039,1,44,0
9040,0,94,0
9041,7,29,0
9042,1,93,0
9043,56,26,0
9044,51,1,0
9045,73,4,0
9046,93,2,0
9047,99,1,0
9048,0,100,0
9049,0,100,0
9050,1,56,0
9051,1,91,0
9052,20,18,0
9053,1,99,0
9054,0,100,0
9055,0,100,0
9056,64,0,0
9057,0,87,0
9058,84,0,0
9059,55,0,0
9060,68,0,0
9061,29,0,0
9062,0,89,0
9063,39,0,0
9064,33,0,0
9065,29,0,0
9066,29,0,0
9067,0,100,0
9068,6,0,0
9069,58,0,0
9070,94,0,0
9071,43,0,0
9072,0,99,0
9073,0,98,0
9074,67,0,0
9075,55,0,0
9076,43,0,0
9077,83,0,0
9078,44,0,0
9079,37,0,0
9080,79,0,0
9081,0,87,0
9082,0,100,0
9083,34,0,0
9084,17,0,0
9085,22,0,0
9086,30,0,0
9087,31,0,0
9088,48,0,0
9089,29,0,0
9090,95,0,0
9091,0,100,0
9092,0,100,0
9093,34,0,0
9094,100,0,0
9095,98,0,0
9096,57,0,0
9097,75,0,0
9098,84,0,0
9099,26,0,0
9100,27,0,0
9101,40,0,0
9102,81,0,0
9103,43,0,0
9104,41,0,0
9105,100,0,0
9106,100,0,0
9107,100,0,0
9108,73,0,0
9109,68,0,0
9110,86,0,0
9111,14,0,0
9112,74,0,0
9113,79,0,0
9114,82,0,0
9115,0,84,0
9116,0,100,0
9117,66,0,0
9118,100,0,0
9119,91,0,0
9120,79,0,0
9121,61,0,0
9122,34,0,0
9123,54,0,0
9124,90,0,0
9125,54,0,0
9126,100,0,0
9127,0,79,0
9128,0,83,0
9129,41,0,0
9130,97,3,0
9131,56,0,0
9132,0,90,0
9133,0,100,0
9134,39,0,0
9135,59,0,0
9136,57,0,0
9137,0,55,0
9138,0,92,0
9139,0,100,0
9140,37,21,0
9141,67,0,0
9142,46,0,0
9143,4,39,0
9144,25,57,0
9145,0,100,0
9146,0,100,0
9147,37,0,0
9148,82,0,0
9149,49,0,0
9150,3,6,0
9151,2,49,0
9152,2,3,1
9153,72,1,0
9154,25,20,0
9155,0,100,0
9156,0,100,0
9157,90,2,0
9158,60,9,0
9159,46,4,0
9160,9,0,0
9161,2,63,0
9162,0,100,0
9163,0,75,1
9164,53,0,0
9165,99,0,0
9166,52,0,0
9167,0,55,0
9168,0,52,0
9169,0,100,0
9170,0,100,0
9171,17,0,0
9172,70,7,1
9173,90,0,0
9174,0,65,0
9175,0,58,0
9176,3,13,0
9177,51,0,0
9178,55,0,0
9179,37,0,0
9180,93,0,0
9181,31,0,0
9182,21,0,0
9183,72,0,0
9184,35,0,0
9185,29,0,0
9186,66,0,0
9187,0,99,0
9188,0,76,0
9189,60,0,0
9190,47,0,0
9191,95,0,0
9192,34,0,0
9193,48,0,0
9194,41,0,0
9195,74,0,0
9196,54,0,0
9197,9,0,0
9198,32,0,0
9199,63,0,0
9200,41,0,0
9201,8,0,0
9202,36,0,0
9203,33,0,0
9204,100,0,0
9205,47,0,0
9206,92,0,0
9207,85,0,0
9208,32,0,0
9209,68,0,0
9210,55,0,0
9211,100,0,0
9212,62,0,0
9213,71,0,0
9214,88,0,0
9215,86,0,0
9216,97,0,0
9217,0,89,0
9218,40,0,0
9219,72,0,0
9220,34,0,0
9221,0,66,0
9222,0,87,0
9223,0,97,0
9224,28,0,0
9225,35,1,0
9226,79,6,0
9227,23,8,1
9228,87,1,0
9229,8,85,0
9230,55,1,0
9231,28,10,0
9232,52,0,0
9233,4,77,0
9234,27,72,0
9235,43,2,0
9236,34,0,0
9237,0,75,0
9238,7,62,0
9239,0,100,0
9240,0,100,0
9241,13,4,0
9242,60,0,0
9243,44,0,0
9244,74,0,0
9245,28,12,0
9246,82,0,0
9247,0,68,0
9248,53,0,0
9249,71,10,0
9250,43,1,0
9251,0,99,0
9252,2,76,0
9253,48,0,0
9254,100,0,0
9255,2,66,0
9256,0,50,0
9257,0,45,0
9258,0,70,0
9259,0,95,0
9260,78,1,0
9261,100,0,0
9262,74,2,0
9263,98,0,0
9264,95,5,0
9265,77,16,0
9266,100,0,0
9267,95,5,0
9268,18,70,0
9269,78,9,0
9270,95,0,0
9271,9,72,0
9272,0,100,0
9273,0,100,0
9274,0,100,0
9275,3,62,0
9276,0,100,0
9277,0,87,0
9278,0,59,0
9279,0,98,0
9280,0,100,0
9281,3,38,0
9282,0,72,0
9283,0,83,0
9284,64,0,0
9285,43,0,0
9286,23,0,0
9287,0,81,0
9288,43,0,0
9289,14,0,0
9290,11,0,0
9291,37,0,0
9292,45,0,0
9293,48,0,0
9294,53,0,0
9295,34,0,0
9296,9,0,0
9297,0,94,0
9298,0,86,0
9299,27,0,0
9300,45,0,0
9301,51,0,0
9302,34,0,0
9303,16,0,0
9304,58,0,0
9305,75,0,0
9306,38,0,0
9307,16,0,0
9308,20,0,0
9309,27,0,0
9310,26,0,0
9311,31,0,0
9312,42,0,0
9313,0,72,0
9314,24,0,0
9315,37,0,0
9316,86,0,0
9317,8,0,0
9318,58,0,0
9319,13,0,0
9320,28,0,0
9321,44,0,0
9322,73,0,0
9323,18,0,0
9324,68,0,0
9325,83,0,0
9326,68,0,0
9327,0,63,0
9328,43,0,0
9329,33,0,0
9330,80,0,0
9331,0,97,0
9332,0,100,0
9333,0,96,0
9334,3,1,0
9335,77,0,0
9336,43,1,0
9337,64,0,0
9338,58,5,0
9339,6,4,0
9340,13,41,0
9341,36,0,0
9342,27,3,0
9343,25,24,0
9344,14,31,0
9345,48,0,0
9346,80,0,0
9347,4,36,0
9348,2,19,0
9349,0,100,0
9350,0,99,1
9351,74,0,0
9352,81,1,0
9353,48,3,10
9354,48,4,2
9355,59,0,0
9356,5,10,1
9357,0,50,0
9358,41,0,0
9359,33,1,0
9360,45,0,0
9361,2,58,0
9362,49,0,0
9363,12,0,0
9364,2,40,0
9365,7,34,0
9366,1,79,0
9367,0,87,0
9368,0,100,0
9369,83,17,0
9370,100,0,0
9371,97,0,0
9372,100,0,0
9373,99,1,0
9374,63,37,0
9375,42,3,0
9376,54,14,0
9377,44,56,0
9378,87,13,0
9379,44,7,0
9380,73,4,0
9381,0,100,0
9382,0,89,0
9383,0,100,0
9384,5,94,0
9385,0,100,0
9386,0,100,0
9387,0,75,0
9388,0,100,0
9389,0,74,0
9390,0,100,0
9391,0,100,0
9392,48,6,0
9393,70,4,0
9394,50,50,0
9395,84,16,0
9396,34,5,0
9397,0,100,0
9398,0,100,0
9399,0,100,0
9400,5,36,0
9401,0,94,0
9402,0,79,0
9403,0,87,0
9404,0,96,0
9405,4,96,0
9406,0,50,0
9407,0,64,0
9408,0,82,0
9409,39,0,0
9410,53,0,0
9411,71,0,0
9412,0,82,0
9413,25,0,0
9414,48,0,0
9415,49,0,0
9416,62,0,0
9417,28,0,0
9418,37,0,0
9419,42,0,0
9420,65,0,0
9421,59,0,0
9422,0,100,0
9423,0,98,0
9424,34,0,0
9425,8,0,0
9426,86,0,0
9427,28,0,0
9428,75,0,0
9429,59,0,0
9430,47,0,0
9431,9,1,0
9432,64,0,0
9433,48,0,0
9434,28,0,0
9435,35,0,0
9436,54,0,0
9437,58,0,0
9438,67,0,0
9439,0,95,0
9440,48,0,0
9441,43,0,0
9442,50,0,0
9443,33,0,0
9444,4,3,0
9445,51,0,0
9446,60,0,0
9447,82,0,0
9448,75,0,0
9449,81,0,0
9450,90,0,0
9451,56,0,0
9452,100,0,0
9453,0,93,3
9454,85,0,0
9455,51,0,0
9456,61,0,0
9457,0,96,0
9458,0,100,0
9459,0,96,4
9460,3,2,0
9461,27,0,0
9462,41,0,0
9463,16,1,5
9464,0,54,0
9465,6,1,0
9466,29,1,0
9467,3,37,0
9468,46,1,0
9469,60,0,0
9470,60,0,0
9471,0,78,0
9472,0,68,0
9473,13,56,0
9474,0,100,0
9475,0,100,0
9476,39,0,0
9477,48,11,0
9478,82,0,0
9479,19,2,0
9480,35,16,0
9481,2,29,0
9482,40,0,0
9483,62,3,0
9484,0,63,0
9485,0,69,0
9486,41,1,0
9487,85,2,0
9488,29,2,0
9489,0,100,0
9490,0,61,0
9491,0,69,0
9492,0,100,0
9493,0,73,0
9494,100,0,0
9495,99,1,0
9496,71,1,0
9497,63,10,0
9498,72,28,0
9499,95,5,0
9500,67,33,0
9501,54,8,0
9502,80,20,0
9503,73,27,0
9504,50,48,0
9505,81,19,0
9506,0,100,0
9507,0,100,0
9508,0,100,0
9509,0,100,0
9510,0,100,0
9511,0,86,0
9512,0,88,0
9513,3,97,0
9514,18,45,0
9515,0,95,0
9516,0,100,0
9517,80,8,0
9518,84,6,0
9519,28,25,0
9520,71,29,0
9521,27,60,0
9522,0,100,0
9523,0,100,0
9524,0,46,0
9525,0,96,0
9526,0,48,0
9527,0,100,0
9528,0,56,0
9529,0,100,0
9530,0,46,0
9531,0,100,0
9532,66,1,0
9533,46,15,0
9534,66,4,0
9535,97,3,0
9536,94,6,0
9537,0,100,0
9538,0,100,0
9539,4,25,0
9540,0,92,0
9541,7,55,0
9542,0,100,0
9543,1,69,0
9544,0,91,0
9545,3,68,0
9546,0,97,0
9547,0,100,0
9548,0,100,0
9549,0,100,0
9550,37,0,0
9551,0,100,0
9552,0,100,0
9553,91,0,0
9554,60,0,0
9555,0,95,0
9556,0,97,0
9557,100,0,0
9558,20,0,0
9559,67,0,0
9560,79,0,0
9561,100,0,0
9562,75,0,0
9563,0,100,0
9564,0,100,0
9565,70,0,0
9566,55,0,0
9567,22,0,0
9568,25,0,0
9569,60,0,0
9570,0,100,0
9571,0,100,0
9572,40,0,0
9573,25,0,0
9574,59,0,0
9575,35,0,0
9576,52,0,0
9577,26,0,0
9578,0,100,0
9579,0,88,0
9580,22,0,0
9581,58,0,0
9582,34,0,0
9583,83,0,0
9584,65,0,0
9585,87,0,0
9586,83,0,0
9587,33,0,0
9588,31,0,0
9589,5,0,0
9590,72,0,0
9591,62,0,0
9592,0,96,0
9593,0,100,0
9594,40,0,0
9595,54,0,0
9596,43,0,0
9597,60,0,0
9598,29,0,0
9599,10,0,0
9600,44,0,0
9601,45,0,0
9602,17,0,0
9603,0,100,0
9604,0,100,0
9605,32,0,0
9606,42,0,0
9607,24,0,0
9608,36,0,0
9609,41,0,0
9610,56,0,0
9611,15,0,0
9612,54,0,0
9613,64,0,0
9614,64,0,0
9615,0,100,0
9616,0,81,0
9617,81,0,0
9618,79,0,0
9619,6,0,0
9620,58,0,0
9621,30,0,0
9622,95,0,0
9623,62,0,0
9624,59,0,0
9625,4,0,0
9626,56,0,0
9627,38,0,0
9628,90,0,0
9629,1,0,0
9630,58,0,0
9631,100,0,0
9632,91,0,0
9633,100,0,0
9634,100,0,0
9635,100,0,0
9636,100,0,0
9637,48,0,0
9638,98,1,0
9639,96,0,0
9640,60,0,0
9641,0,95,0
9642,0,82,0
9643,100,0,0
9644,37,0,0
9645,100,0,0
9646,85,0,0
9647,77,0,0
9648,100,0,0
9649,73,0,0
9650,97,0,0
9651,49,0,0
9652,80,0,0
9653,0,100,0
9654,0,79,0
9655,45,6,0
9656,39,32,0
9657,22,2,0
9658,0,100,0
9659,0,82,0
9660,58,0,0
9661,86,8,0
9662,10,7,0
9663,0,78,0
9664,0,100,0
9665,0,92,8
9666,48,0,0
9667,68,1,0
9668,37,0,0
9669,0,69,0
9670,0,66,0
9671,0,98,0
9672,0,100,0
9673,32,1,0
9674,100,0,0
9675,45,0,0
9676,1,78,0
9677,0,51,0
9678,0,27,0
9679,100,0,0
9680,30,13,0
9681,11,1,0
9682,0,100,0
9683,0,100,0
9684,9,10,4
9685,56,13,0
9686,24,19,0
9687,0,26,0
9688,0,100,0
9689,0,86,0
9690,59,8,0
9691,30,27,0
9692,39,1,0
9693,0,34,0
9694,0,27,0
9695,0,100,0
9696,0,100,0
9697,54,2,0
9698,100,0,0
9699,82,1,0
9700,0,66,0
9701,0,72,0
9702,0,42,0
9703,0,100,0
9704,0,91,0
9705,2,1,0
9706,13,74,0
9707,62,1,0
9708,0,100,0
9709,0,100,0
9710,62,9,0
9711,55,4,0
9712,80,5,0
9713,0,51,0
9714,0,100,0
9715,0,97,0
9716,13,20,0
9717,56,1,0
9718,81,19,0
9719,0,66,0
9720,1,37,0
9721,0,100,0
9722,0,100,0
9723,1,19,0
9724,51,28,0
9725,86,0,0
9726,1,39,0
9727,0,1,0
9728,1,68,0
9729,0,99,0
9730,0,51,0
9731,31,69,0
9732,19,42,0
9733,49,51,0
9734,0,87,0
9735,0,43,1
9736,38,20,0
9737,7,86,0
9738,46,16,0
9739,0,87,4
9740,0,100,0
9741,23,34,0
9742,11,89,0
9743,83,2,0
9744,0,38,0
9745,0,54,1
9746,0,35,0
9747,11,38,1
9748,21,58,0
9749,100,0,0
9750,0,22,0
9751,0,10,0
9752,3,14,0
9753,0,100,0
9754,0,100,0
9755,76,0,0
9756,58,0,0
9757,100,0,0
9758,45,0,0
9759,100,0,0
9760,0,82,0
9761,0,88,0
9762,44,0,0
9763,100,0,0
9764,72,0,0
9765,48,0,0
9766,61,0,0
9767,59,0,0
9768,59,0,0
9769,37,0,0
9770,24,0,0
9771,33,0,0
9772,35,0,0
9773,54,0,0
9774,0,100,0
9775,0,83,0
9776,30,0,0
9777,28,0,0
9778,29,0,0
9779,16,0,0
9780,91,0,0
9781,52,0,0
9782,17,0,0
9783,82,0,0
9784,52,0,0
9785,80,0,0
9786,54,0,0
9787,38,0,0
9788,50,0,0
9789,54,0,0
9790,77,0,0
9791,66,0,0
9792,28,0,0
9793,58,0,0
9794,60,0,0
9795,28,0,0
9796,81,0,0
9797,40,0,0
9798,68,0,0
9799,88,0,0
9800,73,0,0
9801,96,0,0
9802,100,0,0
9803,54,0,0
9804,78,0,0
9805,94,0,0
9806,43,0,0
9807,48,0,0
9808,69,0,0
9809,80,0,0
9810,100,0,0
9811,44,0,0
9812,100,0,0
9813,67,0,0
9814,0,74,0
9815,100,0,0
9816,68,0,0
9817,51,0,0
9818,63,0,0
9819,0,100,0
9820,0,85,0
9821,0,90,0
9822,0,100,0
9823,14,6,0
9824,35,0,0
9825,63,0,0
9826,32,18,0
9827,71,1,0
9828,63,7,0
9829,0,72,0
9830,36,16,0
9831,98,2,0
9832,40,1,0
9833,0,46,0
9834,0,92,0
9835,2,1,2
9836,56,1,0
9837,15,8,0
9838,1,38,0
9839,0,91,0
9840,0,100,0
9841,10,29,0
9842,26,69,0
9843,77,0,0
9844,39,21,0
9845,21,4,11
9846,50,6,0
9847,0,59,0
9848,53,6,0
9849,100,0,0
9850,74,0,0
9851,0,75,0
9852,0,45,0
9853,26,22,0
9854,44,14,1
9855,0,56,0
9856,0,65,0
9857,0,12,0
9858,0,96,0
9859,0,73,0
9860,55,1,0
9861,7,15,0
9862,55,2,0
9863,5,43,0
9864,7,51,1
9865,0,100,0
9866,13,11,0
9867,64,36,0
9868,27,10,0
9869,0,99,0
9870,20,5,1
9871,50,6,0
9872,3,35,0
9873,0,50,0
9874,0,8,0
9875,0,49,0
9876,0,38,0
9877,13,45,0
9878,44,56,0
9879,15,75,0
9880,15,61,0
9881,9,81,0
9882,9,91,0
9883,40,33,0
9884,10,90,0
9885,7,52,0
9886,0,100,0
9887,0,79,0
9888,17,41,0
9889,0,100,0
9890,0,100,0
9891,0,72,0
9892,0,51,0
9893,0,71,0
9894,0,44,0
9895,0,42,0
9896,0,30,0
9897,0,76,0
9898,0,43,0
9899,0,78,0
9900,0,24,0
9901,0,64,0
9902,0,62,0
9903,0,58,0
9904,0,65,0
9905,0,55,0
9906,0,41,0
9907,0,48,0
9908,0,60,0
9909,0,64,0
9910,14,18,0
9911,37,12,0
9912,31,50,0
9913,0,82,0
9914,0,58,0
9915,57,36,0
9916,0,48,0
9917,1,99,0
9918,0,99,0
9919,0,55,0
9920,3,46,0
9921,15,65,0
9922,36,15,0
9923,0,26,0
9924,0,44,0
9925,0,82,0
9926,0,100,0
9927,33,21,3
9928,52,5,0
9929,0,37,0
9930,0,37,0
9931,0,100,0
9932,0,76,0
9933,0,100,0
9934,58,0,0
9935,66,0,0
9936,89,0,0
9937,95,0,0
9938,72,0,0
9939,0,69,0
9940,0,95,0
9941,34,0,0
9942,54,0,0
9943,74,0,0
9944,42,0,0
9945,51,0,0
9946,89,0,0
9947,42,0,0
9948,66,0,0
9949,46,0,0
9950,75,0,0
9951,57,0,0
9952,49,0,0
9953,0,85,0
9954,0,84,0
9955,8,0,0
9956,31,0,0
9957,68,0,0
9958,45,0,0
9959,52,0,0
9960,38,0,0
9961,57,0,0
9962,43,0,0
9963,15,0,0
9964,27,0,0
9965,14,0,0
9966,49,0,0
9967,52,0,0
9968,15,0,0
9969,17,0,0
9970,13,0,0
9971,27,0,0
9972,28,0,0
9973,2,0,0
9974,13,0,0
9975,62,0,0
9976,0,81,0
9977,70,1,0
9978,90,0,0
9979,61,0,0
9980,87,0,0
9981,44,0,0
9982,72,0,0
9983,85,0,0
9984,49,0,0
9985,100,0,0
9986,71,0,0
9987,84,0,0
9988,68,0,0
9989,65,0,0
9990,75,0,0
9991,0,76,0
9992,72,0,0
9993,72,0,0
9994,55,0,0
9995,57,0,0
9996,95,0,0
9997,0,76,0
9998,0,89,0
9999,0,56,1
10000,0,89,2
10001,15,0,0
10002,59,3,0
10003,57,0,0
10004,3,28,0
10005,59,27,0
10006,80,3,0
10007,0,15,0
10008,27,4,0
10009,13,1,1
10010,40,0,0
10011,2,69,0
10012,0,57,0
10013,53,0,0
10014,2,1,0
10015,0,56,0
10016,2,37,0
10017,0,100,0
10018,0,100,0
10019,28,8,0
10020,49,8,0
10021,49,6,1
10022,29,12,0
10023,41,19,0
10024,41,26,0
10025,0,29,0
10026,45,2,0
10027,63,18,0
10028,45,12,0
10029,0,42,0
10030,4,11,0
10031,53,33,0
10032,9,41,0
10033,0,68,0
10034,0,13,0
10035,0,71,0
10036,0,98,0
10037,1,91,0
10038,18,16,0
10039,57,24,0
10040,58,11,0
10041,8,53,0
10042,6,73,0
10043,21,1,0
10044,0,72,0
10045,62,6,0
10046,35,63,0
10047,49,1,0
10048,0,59,0
10049,0,24,0
10050,33,39,0
10051,54,21,0
10052,0,68,0
10053,0,13,0
10054,3,16,0
10055,0,94,0
10056,0,39,0
10057,45,19,0
10058,2,72,0
10059,33,63,0
10060,31,62,0
10061,2,60,0
10062,12,65,0
10063,42,35,0
10064,1,99,0
10065,0,71,0
10066,1,72,0
10067,3,56,0
10068,27,73,0
10069,0,100,0
10070,0,100,0
10071,0,100,0
10072,0,63,0
