,C,R50,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR
0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
2,2,67,0,1,0,0,0,0,0,1,1,0,1,1,0,0
3,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
4,1,80,0,1,0,0,0,0,0,1,1,0,1,1,0,0
5,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
6,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
7,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
8,1,82,0,1,0,0,0,0,0,1,1,0,1,1,0,0
9,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
10,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
11,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
12,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
13,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
14,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
15,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
16,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
17,1,99,0,0,0,0,0,0,0,1,1,0,1,1,0,0
18,1,75,0,1,0,0,0,0,0,1,1,0,0,0,0,0
19,0,75,0,0,0,0,0,0,0,1,1,0,1,1,0,0
20,0,84,0,1,0,0,0,0,0,1,1,0,0,0,0,0
21,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
22,3,89,0,1,0,0,0,0,0,1,1,0,1,1,0,0
23,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
24,12,75,0,0,0,0,0,0,0,0,0,0,1,1,0,1
25,0,87,0,1,0,0,0,0,0,1,1,0,0,0,0,0
26,5,82,0,0,0,0,0,0,0,1,1,0,1,1,0,0
27,0,84,0,1,0,0,0,0,0,1,1,0,0,0,0,0
28,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
29,0,77,0,1,0,0,0,0,0,1,1,0,1,1,0,0
30,24,76,0,0,0,0,0,0,0,1,1,0,1,1,0,0
31,60,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1
32,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
33,0,94,0,0,0,0,0,0,0,1,1,0,1,1,0,0
34,8,61,0,0,0,0,0,0,0,0,0,0,1,1,0,1
35,0,78,0,1,0,0,0,0,0,1,1,0,0,0,0,0
36,7,67,0,1,0,0,0,0,0,1,1,0,0,0,0,0
37,0,97,0,0,0,0,0,0,0,1,1,0,1,1,0,0
38,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
39,38,26,0,1,0,0,0,0,0,1,1,0,1,1,0,0
40,6,94,0,0,0,0,0,0,0,1,1,0,1,1,0,0
41,5,78,0,0,0,0,0,0,0,0,0,0,1,1,0,1
42,7,92,0,0,0,0,0,0,0,1,1,0,1,1,0,0
43,0,74,0,0,0,0,0,0,0,0,0,0,1,1,0,1
44,2,92,0,0,0,0,0,0,0,1,1,0,1,1,0,0
45,1,68,0,0,0,0,0,0,0,0,0,0,1,1,0,1
46,0,94,0,0,0,0,0,0,0,1,1,0,1,1,0,0
47,0,94,0,0,0,0,0,0,0,1,1,0,1,1,0,0
48,0,96,0,0,0,0,0,0,0,1,1,0,1,1,0,0
49,0,78,0,0,0,0,0,0,0,1,1,0,1,1,0,0
50,1,89,0,0,0,0,0,0,0,1,1,0,1,1,0,0
51,32,39,0,1,0,0,0,0,0,1,1,0,0,0,0,0
52,60,15,0,1,0,0,0,0,0,1,1,0,0,0,0,0
53,11,69,0,1,0,0,0,0,0,1,1,0,0,0,0,0
54,20,74,0,0,0,0,0,0,0,1,1,0,0,0,0,0
55,78,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56,42,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0
57,38,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0
58,34,66,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59,49,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0
60,60,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61,45,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0
62,31,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0
63,0,67,0,1,0,0,0,0,0,1,1,0,0,0,0,0
64,37,49,0,1,0,0,0,0,0,1,1,0,0,0,0,0
65,53,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0
66,19,80,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,23,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68,65,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0
69,54,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0
70,71,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0
71,21,79,0,0,0,0,0,0,0,1,1,0,1,1,0,0
72,0,94,0,0,0,0,0,0,0,1,1,0,1,1,0,0
73,6,87,0,0,0,0,0,0,0,1,1,0,1,1,0,0
74,78,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
75,36,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0
76,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,16,84,0,0,0,0,0,0,0,0,0,0,1,1,0,0
78,0,73,0,1,0,0,0,0,0,1,1,0,0,0,0,0
79,7,78,0,1,0,0,0,0,0,1,1,0,0,0,0,0
80,53,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0
81,77,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
82,57,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0
83,70,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84,53,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0
85,72,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0
86,22,51,0,0,0,0,0,0,0,1,1,0,1,1,0,0
87,12,88,0,0,0,0,0,0,0,1,1,0,1,1,0,0
88,0,86,0,0,0,0,0,0,0,1,1,0,1,1,0,0
89,79,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
90,61,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0
91,58,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0
92,54,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0
93,0,58,0,0,0,0,0,0,0,1,1,0,1,1,0,0
94,1,67,0,0,0,0,0,0,0,1,1,0,1,1,0,0
95,58,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0
96,48,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0
97,90,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0
98,41,55,0,1,0,0,0,0,0,1,1,0,0,0,0,0
99,1,75,0,1,0,0,0,0,0,1,1,0,0,0,0,0
100,13,85,0,0,0,0,0,0,0,1,1,0,0,0,0,0
101,95,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
102,59,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0
103,57,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0
104,59,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0
105,13,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0
106,62,29,0,0,0,0,0,0,0,1,1,0,1,1,0,0
107,4,83,0,0,0,0,0,0,0,1,1,0,1,1,0,0
108,15,74,0,0,0,0,0,0,0,1,1,0,1,1,0,0
109,58,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0
110,64,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0
111,97,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
112,98,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
113,9,60,0,0,0,0,0,0,0,1,1,0,1,1,0,0
114,0,58,0,0,0,0,0,0,0,1,1,0,1,1,0,0
115,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
116,76,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
117,96,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118,1,58,0,0,0,0,0,0,0,1,1,0,1,1,0,0
119,14,46,0,0,0,0,0,0,0,1,1,0,1,1,0,0
120,59,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0
121,69,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0
122,75,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0
123,0,77,0,1,0,0,0,0,0,1,1,0,0,0,0,0
124,1,76,0,0,0,0,0,0,0,1,1,0,1,1,0,0
125,0,79,0,1,0,0,0,0,0,1,1,0,0,0,0,0
126,0,96,0,0,0,0,0,0,0,1,1,0,1,1,0,0
127,2,72,0,1,0,0,0,0,0,1,1,0,0,0,0,0
128,14,74,0,1,0,0,0,0,0,1,1,0,0,0,0,0
129,57,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0
130,75,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0
131,12,71,0,0,0,0,0,0,0,0,0,0,1,1,0,0
132,88,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
133,1,97,0,0,0,0,0,0,0,0,0,0,1,1,0,0
134,1,98,0,0,0,0,0,0,0,0,0,0,1,1,0,0
135,34,46,0,1,0,0,0,0,0,1,1,0,0,0,0,0
136,27,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0
137,47,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0
138,49,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0
139,56,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0
140,33,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0
141,93,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142,6,77,0,0,0,0,0,0,0,0,0,0,1,1,0,0
143,26,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0
144,0,85,0,0,0,0,0,0,0,1,1,0,1,1,0,0
145,5,74,0,0,0,0,0,0,0,1,1,0,1,1,0,0
146,11,89,0,0,0,0,0,0,0,0,0,0,1,1,0,0
147,56,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
148,41,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0
149,75,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0
150,5,83,0,1,0,0,0,0,0,1,1,0,0,0,0,0
151,3,89,0,1,0,0,0,0,0,1,1,0,0,0,0,0
152,8,71,0,1,0,0,0,0,0,1,1,0,0,0,0,0
153,52,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0
154,14,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0
155,84,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
156,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
157,61,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0
158,33,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0
159,37,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0
160,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
161,0,63,0,0,0,0,0,0,0,1,1,0,1,1,0,0
162,80,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
163,79,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
164,5,95,0,0,0,0,0,0,0,0,0,0,1,1,0,0
165,0,91,0,0,0,0,0,0,0,1,1,0,1,1,0,0
166,0,68,0,0,0,0,0,0,0,1,1,0,1,1,0,0
167,91,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0
168,52,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0
169,90,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
170,64,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0
171,0,87,0,1,0,0,0,0,0,1,1,0,0,0,0,0
172,5,75,0,1,0,0,0,0,0,1,1,0,0,0,0,0
173,1,88,0,1,0,0,0,0,0,1,1,0,0,0,0,0
174,1,91,0,0,0,0,0,0,0,1,1,0,0,0,0,0
175,80,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
176,98,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
177,33,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0
178,54,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0
179,93,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
180,68,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0
181,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
182,1,72,0,0,0,0,0,0,0,1,1,0,1,1,0,0
183,71,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
184,80,20,0,0,0,0,0,0,0,0,0,0,1,1,0,0
185,81,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
186,4,94,0,0,0,0,0,0,0,1,1,0,1,1,0,0
187,6,93,0,0,0,0,0,0,0,1,1,0,1,1,0,0
188,69,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0
189,26,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0
190,83,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0
191,37,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0
192,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
193,33,28,0,0,0,0,0,0,0,1,1,0,1,1,0,0
194,43,30,0,0,0,0,0,0,0,1,1,0,1,1,0,0
195,48,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0
196,48,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0
197,33,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0
198,12,68,0,1,0,0,0,0,0,1,1,0,1,1,0,0
199,5,83,0,0,0,0,0,0,0,1,1,0,1,1,0,0
200,10,33,0,0,0,0,0,0,0,0,0,0,1,1,0,1
201,26,71,0,0,0,0,0,0,0,1,1,0,1,1,0,0
202,12,47,0,0,0,0,0,0,0,1,1,0,1,1,0,0
203,0,56,0,0,0,0,0,0,0,1,1,0,1,1,0,0
204,55,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
205,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
206,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
207,49,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0
208,12,65,0,0,0,0,0,0,0,1,1,0,1,1,0,0
209,4,70,0,0,0,0,0,0,0,1,1,0,1,1,0,0
210,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
211,54,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
212,78,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0
213,94,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
214,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
215,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
216,99,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
217,89,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0
218,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
219,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
220,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
221,82,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
222,86,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
223,60,20,0,0,0,0,0,0,0,0,0,0,1,1,0,0
224,0,85,0,1,0,0,0,0,0,1,1,0,0,0,0,0
225,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
226,0,83,0,1,0,0,0,0,0,1,1,0,0,0,0,0
227,0,75,0,0,0,0,0,0,0,1,1,0,1,1,0,0
228,29,54,0,1,0,0,0,0,0,1,1,0,0,0,0,0
229,6,76,0,1,0,0,0,0,0,1,1,0,0,0,0,0
230,42,58,0,0,0,0,0,0,0,1,1,0,0,0,0,0
231,66,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0
232,38,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0
233,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
234,97,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
235,55,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0
236,0,96,0,1,0,0,0,0,0,1,1,0,0,0,0,0
237,0,96,0,1,0,0,0,0,0,1,1,0,0,0,0,0
238,2,79,0,1,0,0,0,0,0,1,1,0,0,0,0,0
239,7,67,0,0,0,0,0,0,0,1,1,0,0,0,0,0
240,52,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0
241,1,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0
242,12,88,0,0,0,0,0,0,0,0,0,0,1,1,0,0
243,26,74,0,0,0,0,0,0,0,0,0,0,1,1,0,0
244,53,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0
245,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
246,15,47,0,0,0,0,0,0,0,1,1,0,1,1,0,0
247,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
248,49,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0
249,77,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0
250,24,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0
251,0,85,0,1,0,0,0,0,0,1,1,0,0,0,0,0
252,1,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0
253,98,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
254,93,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
255,93,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
256,49,42,0,0,0,0,0,0,0,1,1,0,0,0,0,0
257,96,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
258,59,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0
259,77,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0
260,22,67,0,0,0,0,0,0,0,1,1,0,1,1,0,0
261,47,46,0,0,0,0,0,0,0,1,1,0,1,1,0,0
262,98,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
263,54,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0
264,81,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
265,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
266,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
267,49,43,0,0,0,0,0,0,0,1,1,0,1,1,0,0
268,34,66,0,0,0,0,0,0,0,0,0,0,1,1,0,0
269,65,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0
270,35,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0
271,94,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
272,0,72,0,1,0,0,0,0,0,1,1,0,0,0,0,0
273,39,52,0,1,0,0,0,0,0,1,1,0,0,0,0,0
274,47,31,0,1,0,0,0,0,0,1,1,0,0,0,0,0
275,35,44,0,0,0,0,0,0,0,1,1,0,0,0,0,0
276,97,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
277,68,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0
278,35,62,0,0,0,0,0,0,0,1,1,0,0,0,0,0
279,77,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0
280,96,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
281,68,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
282,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
283,7,66,0,0,0,0,0,0,0,1,1,0,1,1,0,0
284,70,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0
285,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
286,92,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
287,40,33,0,0,0,0,0,0,0,1,1,0,1,1,0,0
288,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
289,44,26,0,0,0,0,0,0,0,1,1,0,1,1,0,0
290,96,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
291,86,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0
292,71,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0
293,25,73,0,0,0,0,0,0,0,1,1,0,1,1,0,0
294,0,100,0,0,0,0,0,0,0,1,1,0,1,1,0,0
295,5,95,0,0,0,0,0,0,0,0,0,0,1,1,0,0
296,30,70,0,0,0,0,0,0,0,0,0,0,1,1,0,0
297,81,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
298,97,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
299,40,54,0,1,0,0,0,0,0,1,1,0,1,1,0,0
300,8,74,0,0,0,0,0,0,0,1,1,0,1,1,0,0
301,3,31,0,0,0,0,0,0,0,0,0,0,1,1,0,1
302,22,55,0,0,0,0,0,0,0,1,1,0,1,1,0,0
303,39,60,0,0,0,0,0,0,0,1,1,0,1,1,0,0
304,69,4,0,0,0,0,0,0,0,1,1,0,1,1,0,0
305,52,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
306,99,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
307,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
308,79,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0
309,86,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
310,68,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0
311,78,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0
312,6,71,0,0,0,0,0,0,0,1,1,0,1,1,0,0
313,49,28,0,0,0,0,0,0,0,1,1,0,1,1,0,0
314,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
315,99,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
316,28,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0
317,99,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
318,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
319,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
320,99,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
321,99,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
322,84,16,0,0,0,0,0,0,0,1,1,0,1,1,0,0
323,98,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0
324,3,44,0,0,0,0,0,0,0,0,0,0,1,1,0,1
325,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
326,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
327,97,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
328,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
329,95,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
330,25,75,0,0,0,0,0,0,0,1,1,0,1,1,0,0
331,29,35,0,0,0,0,0,0,0,1,1,0,1,1,0,0
332,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
333,52,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
334,97,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
335,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
336,20,67,0,0,0,0,0,0,0,1,1,0,1,1,0,0
337,28,49,0,0,0,0,0,0,0,1,1,0,1,1,0,0
338,99,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
339,95,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
340,57,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
341,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
342,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
343,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
344,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
345,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
346,79,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0
347,70,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
348,3,94,0,1,0,0,0,0,0,1,1,0,0,0,0,0
349,4,77,0,1,0,0,0,0,0,1,1,0,0,0,0,0
350,32,59,0,0,0,0,0,0,0,1,1,0,1,1,0,0
351,2,94,0,0,0,0,0,0,0,1,1,0,1,1,0,0
352,0,89,0,1,0,0,0,0,0,1,1,0,0,0,0,0
353,0,84,0,1,0,0,0,0,0,1,1,0,0,0,0,0
354,12,61,0,0,0,0,0,0,0,1,1,0,0,0,0,0
355,82,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0
356,10,78,0,0,0,0,0,0,0,0,0,0,1,1,0,0
357,36,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0
358,21,79,0,0,0,0,0,0,0,0,0,0,1,1,0,0
359,43,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0
360,0,92,0,1,0,0,0,0,0,1,1,0,0,0,0,0
361,1,98,0,1,0,0,0,0,0,1,1,0,0,0,0,0
362,0,96,0,1,0,0,0,0,0,1,1,0,0,0,0,0
363,69,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0
364,19,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0
365,30,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0
366,18,70,0,0,0,0,0,0,0,1,1,0,0,0,0,0
367,29,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0
368,42,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0
369,12,88,0,0,0,0,0,0,0,0,0,0,1,1,0,0
370,1,62,0,0,0,0,0,0,0,1,1,0,1,1,0,0
371,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
372,46,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0
373,41,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0
374,83,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0
375,0,81,0,1,0,0,0,0,0,1,1,0,0,0,0,0
376,6,87,0,1,0,0,0,0,0,1,1,0,0,0,0,0
377,0,72,0,1,0,0,0,0,0,1,1,0,0,0,0,0
378,44,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0
379,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0
380,13,86,0,0,0,0,0,0,0,0,0,0,1,1,0,0
381,61,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0
382,28,72,0,0,0,0,0,0,0,0,0,0,1,1,0,0
383,10,78,0,0,0,0,0,0,0,0,0,0,1,1,0,0
384,90,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
385,13,59,0,0,0,0,0,0,0,1,1,0,1,1,0,0
386,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
387,6,94,0,0,0,0,0,0,0,0,0,0,1,1,0,0
388,72,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0
389,81,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
390,4,61,0,0,0,0,0,0,0,1,1,0,1,1,0,0
391,1,60,0,0,0,0,0,0,0,1,1,0,1,1,0,0
392,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0
393,87,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0
394,28,72,0,0,0,0,0,0,0,0,0,0,1,1,0,0
395,54,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0
396,0,76,0,1,0,0,0,0,0,1,1,0,0,0,0,0
397,28,51,0,0,0,0,0,0,0,1,1,0,0,0,0,0
398,42,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0
399,41,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0
400,18,82,0,0,0,0,0,0,0,0,0,0,1,1,0,0
401,16,77,0,0,0,0,0,0,0,0,0,0,1,1,0,0
402,0,82,0,0,0,0,0,0,0,0,0,0,1,1,0,0
403,74,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
404,78,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0
405,74,15,0,0,0,0,0,0,0,1,1,0,1,1,0,0
406,0,90,0,0,0,0,0,0,0,1,1,0,1,1,0,0
407,31,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0
408,11,89,0,0,0,0,0,0,0,0,0,0,1,1,0,0
