,C,R50
33423,30,21
33424,52,7
33425,22,78
33426,12,49
33427,4,8
33428,2,2
33429,7,41
33430,6,35
33431,99,1
33432,82,17
33433,82,18
33434,51,2
33435,46,3
33436,61,0
33437,72,0
33438,49,31
33439,68,0
33440,67,0
33441,0,1
33442,96,0
33443,40,8
33444,31,0
33445,15,0
33446,51,21
33447,33,1
33448,45,0
33449,1,0
33450,64,0
33451,91,5
33452,58,0
33453,72,3
33454,62,2
33455,0,14
33456,4,2
33457,2,2
33458,2,4
33459,81,0
33460,85,0
33461,70,0
33462,4,7
33463,0,9
33464,0,28
33465,4,23
33466,0,35
33467,47,11
33468,3,65
33469,61,0
33470,49,0
33471,100,0
33472,1,10
33473,16,28
33474,7,48
33475,1,25
33476,84,4
33477,10,70
33478,49,1
33479,67,0
33480,56,0
33481,45,0
33482,100,0
33483,2,16
33484,16,6
33485,7,10
33486,1,2
33487,42,17
33488,53,0
33489,47,0
33490,96,0
33491,62,0
33492,69,0
33493,9,18
33494,14,6
33495,9,5
33496,8,11
33497,2,39
33498,41,6
33499,28,17
33500,5,38
33501,37,1
33502,45,0
33503,69,0
33504,80,0
33505,81,0
33506,87,0
33507,38,0
33508,1,13
33509,3,0
33510,2,6
33511,21,39
33512,6,54
33513,7,24
33514,5,11
33515,47,35
33516,41,60
33517,8,49
33518,53,3
33519,41,0
33520,60,0
33521,6,37
33522,93,7
33523,68,32
33524,93,8
33525,0,3
33526,48,41
33527,4,28
33528,11,30
33529,22,17
33530,7,28
33531,6,0
33532,28,10
33533,25,16
33534,70,0
33535,46,0
33536,81,0
33537,100,0
33538,94,5
33539,94,5
33540,93,0
33541,0,38
33542,7,43
33543,49,34
33544,28,28
33545,3,67
33546,21,7
33547,17,9
33548,35,22
33549,25,53
33550,9,5
33551,29,0
33552,59,1
33553,100,0
33554,38,62
33555,32,11
33556,94,6
33557,100,0
33558,56,0
33559,86,0
33560,1,34
33561,0,20
33562,4,94
33563,17,35
33564,40,28
33565,1,20
33566,12,4
33567,3,39
33568,42,39
33569,15,1
33570,40,25
33571,1,19
33572,37,0
33573,40,0
33574,61,0
33575,91,2
33576,96,4
33577,86,14
33578,53,22
33579,61,0
33580,100,0
33581,84,0
33582,0,16
33583,8,73
33584,25,37
33585,15,25
33586,7,50
33587,21,32
33588,1,30
33589,22,6
33590,18,31
33591,17,82
33592,13,45
33593,62,15
33594,94,0
33595,61,0
33596,53,47
33597,95,5
33598,99,1
33599,79,21
33600,28,72
33601,0,100
33602,81,18
33603,100,0
33604,0,20
33605,15,16
33606,20,6
33607,14,10
33608,1,0
33609,20,31
33610,33,33
33611,62,6
33612,45,46
33613,2,46
33614,37,63
33615,60,18
33616,49,0
33617,37,0
33618,44,0
33619,1,99
33620,90,9
33621,25,75
33622,100,0
33623,58,42
33624,100,0
33625,88,12
33626,77,23
33627,68,0
33628,1,1
33629,16,58
33630,5,51
33631,13,66
33632,1,0
33633,26,64
33634,35,0
33635,45,51
33636,5,95
33637,2,0
33638,58,24
33639,67,0
33640,70,0
33641,47,0
33642,93,8
33643,100,0
33644,91,9
33645,100,0
33646,94,6
33647,91,9
33648,94,6
33649,74,26
33650,85,1
33651,83,0
33652,0,27
33653,5,10
33654,31,36
33655,35,29
33656,2,76
33657,7,93
33658,9,17
33659,11,77
33660,17,1
33661,41,59
33662,44,48
33663,99,1
33664,47,47
33665,39,0
33666,60,0
33667,65,0
33668,100,0
33669,100,0
33670,100,0
33671,6,94
33672,81,18
33673,89,11
33674,99,1
33675,52,47
33676,96,0
33677,100,0
33678,71,2
33679,48,0
33680,22,9
33681,2,0
33682,27,2
33683,48,0
33684,48,2
33685,7,4
33686,37,0
33687,24,20
33688,43,2
33689,19,0
33690,42,0
33691,52,0
33692,52,0
33693,41,0
33694,45,0
33695,32,0
33696,7,7
33697,74,1
33698,54,0
33699,5,3
33700,21,9
33701,7,0
33702,53,0
33703,29,0
33704,18,0
33705,46,1
33706,27,0
33707,58,0
33708,76,0
33709,43,0
33710,16,5
33711,60,1
33712,35,0
33713,13,15
33714,4,0
33715,71,0
33716,45,0
33717,0,35
33718,25,31
33719,29,39
33720,1,26
33721,0,35
33722,2,2
33723,1,61
33724,0,8
33725,17,24
33726,15,43
33727,24,45
33728,13,32
33729,44,39
33730,1,92
33731,4,40
33732,38,22
33733,7,18
33734,26,73
33735,18,79
33736,2,12
33737,33,39
33738,2,2
33739,2,7
33740,6,84
33741,12,30
33742,41,52
33743,10,37
33744,30,9
33745,19,4
33746,47,16
33747,9,36
33748,70,27
33749,1,93
33750,0,19
33751,0,77
33752,1,70
33753,62,0
33754,21,56
33755,72,0
33756,33,0
33757,61,5
33758,76,0
33759,56,1
33760,61,0
33761,100,0
33762,66,0
33763,43,0
33764,27,15
33765,32,6
33766,53,2
33767,4,1
33768,36,6
33769,50,0
33770,80,0
33771,67,0
33772,83,0
33773,1,0
33774,1,26
33775,22,31
33776,32,11
33777,12,7
33778,31,18
33779,12,0
33780,27,0
33781,79,0
33782,1,0
33783,5,22
33784,48,1
33785,50,11
33786,11,0
33787,58,0
33788,97,0
33789,75,0
33790,1,20
33791,29,26
33792,12,6
33793,16,38
33794,24,14
33795,30,29
33796,81,0
33797,2,0
33798,68,0
33799,86,0
33800,78,0
33801,52,0
33802,56,0
33803,2,3
33804,0,1
33805,4,1
33806,14,1
33807,5,25
33808,27,5
33809,69,30
33810,19,2
33811,38,0
33812,54,0
33813,60,0
33814,100,0
33815,60,0
33816,1,33
33817,14,20
33818,0,2
33819,20,24
33820,3,57
33821,26,35
33822,22,30
33823,58,0
33824,81,0
33825,100,0
33826,100,0
33827,52,48
33828,11,52
33829,13,39
33830,12,17
33831,53,26
33832,10,2
33833,4,2
33834,78,0
33835,74,0
33836,3,41
33837,100,0
33838,29,71
33839,100,0
33840,80,0
33841,0,29
33842,24,13
33843,43,57
33844,25,74
33845,56,7
33846,1,3
33847,19,16
33848,45,5
33849,13,5
33850,17,20
33851,43,0
33852,55,3
33853,91,0
33854,95,5
33855,64,36
33856,96,4
33857,91,9
33858,97,0
33859,96,0
33860,31,13
33861,4,1
33862,5,2
33863,39,30
33864,32,1
33865,2,7
33866,43,0
33867,62,38
33868,100,0
33869,69,30
33870,99,1
33871,71,0
33872,73,0
33873,87,0
33874,41,60
33875,2,5
33876,23,29
33877,57,0
33878,40,1
33879,54,0
33880,96,0
33881,94,5
33882,100,0
33883,10,90
33884,48,52
33885,92,9
33886,83,17
33887,100,0
33888,53,47
33889,1,12
33890,10,90
33891,5,19
33892,6,72
33893,35,48
33894,32,7
33895,51,48
33896,10,78
33897,68,0
33898,62,0
33899,79,21
33900,5,95
33901,81,18
33902,100,0
33903,88,12
33904,56,44
33905,68,32
33906,65,35
33907,91,0
33908,16,39
33909,1,60
33910,10,40
33911,45,18
33912,32,62
33913,66,23
33914,13,83
33915,41,19
33916,50,37
33917,30,70
33918,99,1
33919,47,2
33920,50,0
33921,87,0
33922,25,75
33923,99,1
33924,93,7
33925,96,4
33926,96,4
33927,76,24
33928,100,0
33929,56,44
33930,47,0
33931,85,0
33932,18,32
33933,43,14
33934,43,9
33935,9,0
33936,25,2
33937,30,24
33938,6,43
33939,44,0
33940,35,0
33941,38,0
33942,51,49
33943,74,26
33944,79,22
33945,94,6
33946,55,46
33947,41,60
33948,100,0
33949,40,60
33950,69,0
33951,75,0
33952,76,0
33953,0,12
33954,53,0
33955,34,0
33956,17,4
33957,3,4
33958,53,0
33959,20,0
33960,52,0
33961,44,1
33962,52,2
33963,5,0
33964,14,3
33965,55,0
33966,59,0
33967,25,0
33968,41,0
33969,61,0
33970,42,0
33971,66,0
33972,47,0
33973,12,1
33974,1,10
33975,52,1
33976,23,0
33977,5,0
33978,1,0
33979,53,2
33980,55,0
33981,55,0
33982,52,0
33983,36,8
33984,64,0
33985,10,5
33986,32,1
33987,87,1
33988,17,0
33989,36,2
33990,76,0
33991,20,0
33992,3,15
33993,18,4
33994,29,0
33995,38,0
33996,1,1
33997,51,0
33998,28,0
33999,15,4
34000,22,0
34001,16,0
34002,6,0
34003,53,0
34004,47,2
34005,8,0
34006,60,0
34007,10,0
34008,65,0
34009,23,1
34010,48,4
34011,44,3
34012,55,0
34013,48,3
34014,0,49
34015,0,30
34016,0,24
34017,0,42
34018,0,33
34019,0,20
34020,0,2
34021,0,21
34022,2,5
34023,4,6
34024,0,45
34025,1,9
34026,0,16
34027,0,10
34028,2,18
34029,2,29
34030,0,45
34031,1,1
34032,12,21
34033,0,3
34034,11,15
34035,0,36
34036,1,2
34037,0,45
34038,0,3
34039,0,1
34040,9,3
34041,19,18
34042,3,18
34043,0,2
34044,0,11
34045,0,3
34046,2,9
34047,1,2
34048,0,6
34049,0,3
34050,0,40
34051,0,50
34052,0,33
34053,3,14
34054,0,38
34055,2,3
34056,6,8
34057,13,19
34058,0,1
34059,0,4
34060,1,13
34061,0,14
34062,0,25
34063,20,32
34064,0,31
34065,3,5
34066,1,7
34067,0,4
34068,3,6
34069,0,31
34070,0,6
34071,4,4
34072,21,15
34073,0,27
34074,6,18
34075,0,44
34076,2,0
34077,0,44
34078,2,8
34079,0,2
34080,1,0
34081,2,0
34082,0,3
34083,14,22
34084,0,2
34085,3,5
34086,0,33
34087,16,29
34088,0,16
34089,0,5
34090,2,0
34091,0,13
34092,1,0
34093,13,4
34094,0,27
34095,8,1
34096,5,17
34097,2,2
34098,0,55
34099,13,23
34100,5,3
34101,5,53
34102,0,53
34103,2,16
34104,14,15
34105,0,3
34106,2,59
34107,0,39
34108,0,40
34109,0,34
34110,0,25
34111,0,44
34112,7,4
34113,0,35
34114,0,45
34115,0,55
34116,1,0
34117,0,39
34118,0,59
34119,0,51
34120,0,51
34121,0,67
34122,0,39
34123,0,52
34124,0,26
34125,0,39
34126,1,3
34127,1,27
34128,0,50
34129,0,27
34130,1,35
34131,1,33
34132,0,48
34133,0,37
34134,0,42
34135,0,48
34136,0,29
34137,0,40
34138,3,18
34139,0,16
34140,0,16
34141,4,3
34142,1,46
34143,2,2
34144,15,20
34145,0,39
34146,0,31
34147,0,14
34148,4,5
34149,1,3
34150,0,43
34151,0,28
34152,0,23
34153,0,31
34154,8,30
34155,7,0
34156,10,51
34157,31,23
34158,35,59
34159,0,23
34160,6,64
34161,3,40
34162,13,39
34163,0,85
34164,8,83
34165,9,0
34166,54,12
34167,47,5
34168,69,31
34169,0,18
34170,4,70
34171,29,25
34172,7,14
34173,11,33
34174,8,74
34175,1,0
34176,0,88
34177,10,28
34178,3,39
34179,58,27
34180,7,14
34181,0,32
34182,52,47
34183,2,52
34184,27,71
34185,25,30
34186,32,16
34187,8,21
34188,9,52
34189,12,46
34190,0,73
34191,32,49
34192,0,61
34193,16,10
34194,1,72
34195,0,99
34196,88,2
34197,23,77
34198,42,12
34199,2,13
34200,21,0
34201,24,1
34202,0,2
34203,26,0
34204,36,0
34205,53,0
34206,76,0
34207,2,1
34208,28,0
34209,29,2
34210,6,25
34211,68,1
34212,49,0
34213,6,0
34214,31,1
34215,31,0
34216,4,22
34217,0,32
34218,75,1
34219,9,50
34220,39,33
34221,7,81
34222,54,0
34223,6,65
34224,7,93
34225,7,68
34226,4,79
34227,2,0
34228,17,55
34229,6,2
34230,31,21
34231,4,59
34232,1,23
34233,6,21
34234,13,50
34235,0,9
34236,43,7
34237,16,58
34238,0,57
34239,6,54
34240,11,22
34241,3,65
34242,1,77
34243,11,60
34244,35,33
34245,3,63
34246,39,14
34247,0,6
34248,21,15
34249,22,6
34250,5,63
34251,22,29
34252,52,0
34253,32,2
34254,25,75
34255,12,54
34256,54,1
34257,34,22
34258,33,38
34259,1,1
34260,24,2
34261,0,16
34262,18,3
34263,12,7
34264,1,0
34265,22,0
34266,0,38
34267,30,17
34268,36,0
34269,37,0
34270,45,0
34271,0,22
34272,7,41
34273,43,0
34274,31,0
34275,5,0
34276,65,0
34277,0,16
34278,6,15
34279,0,55
34280,27,51
34281,17,80
34282,3,95
34283,4,45
34284,0,99
34285,40,46
34286,3,46
34287,3,65
34288,3,0
34289,23,28
34290,51,10
34291,48,21
34292,12,87
34293,38,3
34294,21,74
34295,45,55
34296,0,1
34297,44,8
34298,57,10
34299,8,27
34300,0,65
34301,1,0
34302,69,30
34303,30,23
34304,18,20
34305,32,30
34306,0,90
34307,52,16
34308,62,3
34309,0,18
34310,18,31
34311,12,58
34312,3,97
34313,25,32
34314,7,37
34315,6,87
34316,1,89
34317,40,18
34318,68,0
34319,67,7
34320,94,0
34321,23,4
34322,32,0
34323,26,0
34324,18,1
34325,39,10
34326,52,0
34327,42,3
34328,28,5
34329,7,0
34330,66,1
34331,0,17
34332,10,3
34333,49,7
34334,19,0
34335,19,0
34336,61,0
34337,4,28
34338,0,38
34339,0,39
34340,79,0
34341,52,2
34342,44,0
34343,38,0
34344,12,0
34345,0,25
34346,21,24
34347,58,0
34348,7,0
34349,98,0
34350,36,21
34351,0,1
34352,18,59
34353,4,58
34354,8,10
34355,0,10
34356,8,16
34357,23,23
34358,1,55
34359,5,94
34360,38,54
34361,18,21
34362,2,81
34363,0,80
34364,0,45
34365,1,91
34366,25,34
34367,27,72
34368,46,36
34369,1,2
34370,1,0
34371,67,33
34372,79,10
34373,58,23
34374,5,6
34375,28,14
34376,26,9
34377,25,9
34378,1,53
34379,6,47
34380,2,29
34381,19,40
34382,7,35
34383,0,3
34384,11,54
34385,26,7
34386,12,13
34387,27,40
34388,57,28
34389,31,1
34390,3,62
34391,26,32
34392,18,37
34393,2,4
34394,19,60
34395,4,62
34396,66,9
34397,40,46
34398,20,75
34399,54,13
34400,24,29
34401,5,85
34402,37,49
34403,22,40
34404,0,40
34405,1,49
34406,6,26
34407,47,49
34408,6,57
34409,15,9
34410,11,43
34411,100,0
34412,50,6
34413,37,44
34414,25,8
34415,29,0
34416,51,0
34417,26,1
34418,38,0
34419,30,9
34420,53,0
34421,49,3
34422,5,0
34423,13,0
34424,24,0
34425,34,0
34426,5,2
34427,10,21
34428,23,5
34429,0,1
34430,65,0
34431,27,1
34432,17,8
34433,28,0
34434,2,18
34435,0,30
34436,39,2
34437,53,2
34438,53,0
34439,27,14
34440,47,23
34441,74,0
34442,53,1
34443,32,0
34444,57,0
34445,50,0
34446,45,6
34447,0,35
34448,4,14
34449,3,0
34450,36,5
34451,31,2
34452,27,0
34453,3,1
34454,41,0
34455,84,0
34456,36,1
34457,85,0
34458,42,0
34459,0,23
34460,46,0
34461,10,4
34462,42,0
34463,64,0
34464,38,0
34465,5,13
34466,29,0
34467,40,0
34468,33,0
34469,40,2
34470,30,1
34471,1,29
34472,43,1
34473,58,0
34474,28,16
34475,64,1
34476,36,0
34477,56,1
34478,66,0
34479,8,2
34480,14,1
34481,35,0
34482,3,1
34483,0,14
34484,14,1
34485,19,20
34486,66,17
34487,3,0
34488,50,50
34489,30,50
34490,1,0
34491,4,48
34492,0,3
34493,19,36
34494,26,35
34495,8,24
34496,15,39
34497,34,30
34498,42,21
34499,3,22
34500,0,21
34501,19,44
34502,0,48
34503,22,38
34504,0,57
34505,0,33
34506,3,72
34507,1,74
34508,0,16
34509,2,1
34510,16,53
34511,18,23
34512,13,26
34513,22,20
34514,9,10
34515,0,97
34516,2,1
34517,57,8
34518,32,41
34519,0,34
34520,2,4
34521,42,0
34522,3,7
34523,51,0
34524,20,1
34525,2,11
34526,0,26
34527,4,2
34528,50,22
34529,27,5
34530,7,0
34531,1,3
34532,18,18
34533,2,46
34534,13,0
34535,15,1
34536,65,0
34537,26,15
34538,1,7
34539,34,19
34540,45,0
34541,85,0
34542,21,0
34543,13,26
34544,21,42
34545,38,0
34546,40,0
34547,25,0
34548,25,0
34549,6,4
34550,7,4
34551,4,1
34552,24,31
34553,34,8
34554,3,1
34555,35,0
34556,23,0
34557,71,0
34558,4,0
34559,67,0
34560,58,0
34561,1,8
34562,3,13
34563,7,52
34564,4,9
34565,33,25
34566,1,0
34567,31,2
34568,0,4
34569,9,75
34570,0,2
34571,9,25
34572,2,44
34573,24,37
34574,2,72
34575,17,7
34576,21,60
34577,1,21
34578,9,62
34579,0,45
34580,1,19
34581,0,65
34582,0,48
34583,0,13
34584,39,48
34585,23,30
34586,1,0
34587,13,62
34588,7,28
34589,2,35
34590,10,75
34591,2,12
34592,16,18
34593,37,7
34594,70,1
34595,21,5
34596,63,0
34597,0,33
34598,50,4
34599,10,22
34600,6,2
34601,43,0
34602,5,1
34603,6,1
34604,12,7
34605,1,25
34606,89,0
34607,39,0
34608,22,1
34609,0,14
34610,5,1
34611,23,9
34612,13,37
34613,13,0
34614,1,1
34615,2,0
34616,4,5
34617,20,30
34618,29,0
34619,18,0
34620,49,0
34621,0,19
34622,2,1
34623,8,21
34624,0,82
34625,50,1
34626,28,0
34627,9,9
34628,28,28
34629,8,46
34630,2,23
34631,6,1
34632,20,0
34633,59,0
34634,94,0
34635,32,0
34636,35,0
34637,2,2
34638,68,0
34639,34,0
34640,26,0
34641,44,0
34642,3,0
34643,23,0
34644,4,9
34645,56,0
34646,0,11
34647,2,2
34648,9,60
34649,43,18
34650,30,18
34651,2,63
34652,0,3
34653,22,37
34654,10,5
34655,9,92
34656,0,11
34657,4,60
34658,1,41
34659,9,65
34660,56,1
34661,38,43
34662,38,36
34663,1,27
34664,0,93
34665,2,73
34666,0,15
34667,24,66
34668,9,41
34669,4,17
34670,57,17
34671,1,47
34672,0,34
34673,32,25
34674,10,53
34675,0,60
34676,13,54
34677,40,18
34678,42,58
34679,44,34
34680,64,15
34681,94,1
34682,36,64
34683,0,23
34684,43,4
34685,20,0
34686,55,0
34687,0,9
34688,24,0
34689,10,0
34690,1,0
34691,31,0
34692,0,1
34693,34,0
34694,85,0
34695,11,0
34696,6,3
34697,20,1
34698,2,6
34699,4,6
34700,2,1
34701,1,0
34702,1,1
34703,5,2
34704,5,1
34705,6,40
34706,36,0
34707,62,0
34708,0,4
34709,0,4
34710,20,38
34711,1,0
34712,19,0
34713,2,19
34714,8,27
34715,31,0
34716,3,3
34717,21,43
34718,14,0
34719,69,0
34720,53,0
34721,29,0
34722,78,0
34723,0,29
34724,6,11
34725,5,27
34726,48,0
34727,48,5
34728,10,33
34729,51,2
34730,59,0
34731,33,0
34732,55,0
34733,50,0
34734,48,0
34735,46,0
34736,1,25
34737,39,1
34738,12,7
34739,62,0
34740,1,0
34741,0,7
34742,35,1
34743,69,0
34744,43,0
34745,4,3
34746,38,0
34747,45,0
34748,1,0
34749,48,0
34750,41,0
34751,53,0
34752,59,0
34753,3,33
34754,0,12
34755,16,12
34756,15,45
34757,0,4
34758,3,49
34759,1,48
34760,0,68
34761,0,6
34762,4,65
34763,0,46
34764,0,80
34765,13,50
34766,0,18
34767,20,58
34768,21,54
34769,16,44
34770,38,21
34771,34,43
34772,19,26
34773,27,42
34774,28,53
34775,0,56
34776,10,15
34777,7,79
34778,8,22
34779,1,67
34780,1,43
34781,45,27
34782,0,1
34783,28,28
34784,21,12
34785,19,36
34786,49,35
34787,2,3
34788,2,91
34789,5,73
34790,96,0
34791,1,18
34792,1,46
34793,0,78
34794,34,26
34795,0,99
34796,35,35
34797,11,39
34798,5,64
34799,33,38
34800,37,17
34801,14,49
34802,30,34
34803,5,84
34804,55,10
34805,27,33
34806,59,14
34807,0,46
34808,42,0
34809,1,4
34810,34,0
34811,12,0
34812,14,0
34813,38,1
34814,33,11
34815,23,0
34816,0,40
34817,5,1
34818,12,0
34819,21,3
34820,35,10
34821,27,0
34822,2,0
34823,21,1
34824,14,12
34825,5,22
34826,47,2
34827,25,0
34828,39,2
34829,54,7
34830,4,8
34831,14,9
34832,66,4
34833,45,2
34834,24,0
34835,78,0
34836,42,0
34837,3,13
34838,0,22
34839,36,18
34840,8,43
34841,52,4
34842,25,19
34843,40,13
34844,4,21
34845,4,0
34846,50,0
34847,45,0
34848,17,28
34849,21,17
34850,24,1
34851,15,6
34852,68,1
34853,2,1
34854,9,0
34855,7,2
34856,76,0
34857,49,0
34858,6,5
34859,10,12
34860,35,1
34861,41,23
34862,3,19
34863,61,0
34864,47,0
34865,20,1
34866,69,0
34867,47,0
34868,1,2
34869,4,51
34870,46,0
34871,52,0
34872,67,0
34873,23,0
34874,67,0
34875,34,0
34876,3,9
34877,3,18
34878,1,0
34879,20,19
34880,31,2
34881,41,0
34882,62,0
34883,30,0
34884,48,1
34885,25,0
34886,0,17
34887,9,22
34888,1,1
34889,17,17
34890,20,19
34891,1,0
34892,6,1
34893,34,0
34894,43,3
34895,39,0
34896,38,0
34897,0,4
34898,2,0
34899,21,1
34900,2,0
34901,55,0
34902,3,0
34903,17,0
34904,52,0
34905,3,5
34906,1,0
34907,1,15
34908,20,16
34909,8,12
34910,20,32
34911,3,7
34912,41,23
34913,8,30
34914,5,29
34915,5,10
34916,42,45
34917,1,99
34918,5,8
34919,28,23
34920,59,2
34921,2,4
34922,5,57
34923,8,34
34924,0,30
34925,4,34
34926,24,68
34927,31,54
34928,38,18
34929,9,4
34930,43,9
34931,23,1
34932,11,19
34933,1,59
34934,14,33
34935,44,13
34936,46,9
34937,76,1
34938,0,23
34939,13,0
34940,31,0
34941,30,7
34942,21,8
34943,42,1
34944,66,0
34945,30,0
34946,22,2
34947,0,11
34948,4,58
34949,16,0
34950,0,35
34951,9,18
34952,35,27
34953,6,0
34954,4,7
34955,24,14
34956,26,0
34957,18,1
34958,3,5
34959,5,7
34960,9,25
34961,4,11
34962,7,0
34963,5,12
34964,7,0
34965,0,61
34966,12,14
34967,4,0
34968,71,0
34969,43,0
34970,67,0
34971,16,0
34972,0,12
34973,31,5
34974,19,0
34975,2,0
34976,18,0
34977,18,25
34978,41,10
34979,98,3
34980,1,1
34981,39,3
34982,25,1
34983,3,0
34984,18,13
34985,19,6
34986,7,87
34987,42,0
34988,56,12
34989,23,19
34990,19,0
34991,22,14
34992,34,6
34993,17,29
34994,14,0
34995,33,0
34996,0,1
34997,0,4
34998,6,8
34999,29,12
35000,11,11
35001,49,8
35002,27,0
35003,50,0
35004,40,1
35005,22,53
35006,22,70
35007,38,13
35008,4,52
35009,34,0
35010,38,0
35011,48,0
35012,0,30
35013,28,22
35014,8,25
35015,9,60
35016,0,40
35017,0,52
35018,21,37
35019,6,56
35020,0,73
35021,15,34
35022,2,31
35023,17,10
35024,6,44
35025,0,18
35026,23,26
35027,32,39
35028,0,25
35029,15,13
35030,40,31
35031,1,15
35032,26,7
35033,11,23
35034,0,4
35035,17,42
35036,6,19
35037,12,25
35038,12,51
35039,42,13
35040,57,10
35041,96,0
35042,33,50
35043,33,2
35044,65,0
35045,10,24
35046,47,0
35047,0,6
35048,1,0
35049,6,0
35050,43,2
35051,50,0
35052,45,0
35053,4,1
35054,17,0
35055,11,0
35056,2,2
35057,9,14
35058,24,16
35059,14,1
35060,42,0
35061,0,34
35062,8,11
35063,46,0
35064,30,0
35065,38,1
35066,43,0
35067,1,10
35068,24,2
35069,14,4
35070,47,0
35071,13,50
35072,42,0
35073,15,0
35074,64,0
35075,75,0
35076,23,1
35077,25,0
35078,2,1
35079,10,36
35080,1,0
35081,11,23
35082,53,0
35083,46,41
35084,0,11
35085,1,7
35086,12,0
35087,3,5
35088,44,6
35089,45,8
35090,84,0
35091,26,3
35092,2,2
35093,7,0
35094,36,7
35095,32,0
35096,73,0
35097,41,0
35098,43,4
35099,69,23
35100,40,0
35101,2,12
35102,3,11
35103,0,1
35104,0,47
35105,20,13
35106,12,1
35107,8,13
35108,39,0
35109,41,1
35110,74,0
35111,59,41
35112,86,9
35113,100,0
35114,12,36
35115,46,1
35116,17,0
35117,47,0
35118,3,3
35119,37,0
35120,4,2
35121,37,0
35122,24,1
35123,3,1
35124,36,0
35125,11,0
35126,20,0
35127,11,1
35128,20,0
35129,0,35
35130,0,31
35131,52,4
35132,0,41
35133,22,15
35134,78,22
35135,8,14
35136,0,1
35137,1,79
35138,3,13
35139,48,13
35140,0,39
35141,53,21
35142,60,4
35143,0,56
35144,69,4
35145,2,5
35146,36,18
35147,17,52
35148,1,16
35149,3,95
35150,49,0
35151,0,78
35152,1,67
35153,15,48
35154,15,29
35155,18,77
35156,9,54
35157,2,55
35158,7,31
35159,33,48
35160,85,1
35161,68,14
35162,46,0
35163,9,22
35164,44,3
35165,36,0
35166,44,0
35167,39,0
35168,0,7
35169,40,0
35170,17,34
35171,61,0
35172,25,1
35173,10,13
35174,63,0
35175,35,0
35176,1,10
35177,11,1
35178,27,0
35179,24,36
35180,8,8
35181,54,0
35182,41,0
35183,1,0
35184,88,0
35185,68,0
35186,7,4
35187,7,15
35188,3,2
35189,1,1
35190,7,17
35191,16,11
35192,5,2
35193,27,40
35194,29,20
35195,15,1
35196,72,0
35197,34,0
35198,91,0
35199,9,0
35200,100,0
35201,64,0
35202,0,26
35203,0,27
35204,33,4
35205,26,0
35206,3,4
35207,1,32
35208,13,7
35209,73,27
35210,0,8
35211,27,5
35212,31,0
35213,21,2
35214,3,2
35215,88,7
35216,39,0
35217,1,17
35218,2,45
35219,7,33
35220,22,0
35221,23,0
35222,42,0
35223,85,9
35224,58,4
35225,88,1
35226,91,1
35227,42,0
35228,42,0
35229,1,11
35230,2,2
35231,20,16
35232,15,5
35233,14,14
35234,0,62
35235,4,38
35236,78,6
35237,21,34
35238,44,0
35239,56,0
35240,43,0
35241,75,25
35242,70,29
35243,24,50
35244,27,0
35245,24,1
35246,41,0
35247,47,2
35248,0,36
35249,7,0
35250,53,3
35251,35,0
35252,16,0
35253,20,0
35254,16,0
35255,27,6
35256,0,23
35257,3,0
35258,25,1
35259,40,1
35260,15,0
35261,23,0
35262,63,0
35263,31,0
35264,16,2
35265,25,1
35266,15,23
35267,0,27
35268,45,23
35269,6,56
35270,0,21
35271,17,58
35272,1,63
35273,0,24
35274,3,3
35275,8,8
35276,3,69
35277,1,11
35278,27,49
35279,42,16
35280,0,37
35281,1,2
35282,29,24
35283,5,40
35284,3,17
35285,7,46
35286,9,5
35287,16,84
35288,0,100
35289,5,48
35290,0,21
35291,2,53
35292,25,15
35293,4,38
35294,15,78
35295,73,1
35296,2,4
35297,0,83
35298,5,37
35299,18,18
35300,57,1
35301,1,47
35302,20,26
35303,57,25
35304,15,46
35305,31,6
35306,16,12
35307,54,0
35308,1,0
35309,10,0
35310,17,14
35311,21,12
35312,53,0
35313,22,4
35314,43,0
35315,23,1
35316,36,0
35317,2,1
35318,33,6
35319,7,27
35320,3,3
35321,29,0
35322,20,1
35323,1,0
35324,6,0
35325,1,24
35326,1,4
35327,31,0
35328,67,1
35329,41,4
35330,58,34
35331,45,6
35332,68,4
35333,29,24
35334,7,0
35335,34,0
35336,10,22
35337,2,13
35338,0,17
35339,7,14
35340,8,21
35341,7,61
35342,25,4
35343,12,3
35344,48,0
35345,66,0
35346,44,1
35347,39,18
35348,36,9
35349,62,0
35350,3,0
35351,35,0
35352,95,0
35353,10,13
35354,1,4
35355,23,12
35356,16,1
35357,14,23
35358,60,0
35359,34,0
35360,84,0
35361,45,0
35362,41,0
35363,19,0
35364,58,0
35365,44,0
35366,52,0
35367,49,3
35368,30,0
35369,24,0
35370,11,1
35371,0,69
35372,18,14
35373,3,0
35374,30,0
35375,35,13
35376,49,20
35377,52,22
35378,13,13
35379,0,17
35380,18,11
35381,33,1
35382,35,32
35383,19,19
35384,24,0
35385,21,0
35386,15,0
35387,14,86
35388,46,37
35389,54,11
35390,55,16
35391,45,0
35392,1,12
35393,1,0
35394,13,63
35395,23,4
35396,0,28
35397,9,36
35398,42,0
35399,74,0
35400,61,0
35401,24,40
35402,51,49
35403,81,5
35404,29,27
35405,38,0
35406,47,0
35407,44,0
35408,37,0
35409,16,0
35410,44,1
35411,28,45
35412,51,9
35413,46,29
35414,11,19
35415,61,0
35416,36,0
35417,14,1
35418,0,28
35419,3,3
35420,4,0
35421,31,0
