,C,R50
18596,34,17
18597,21,2
18598,37,0
18599,79,0
18600,33,1
18601,90,9
18602,51,30
18603,51,49
18604,99,1
18605,61,40
18606,32,19
18607,86,14
18608,84,16
18609,80,0
18610,20,55
18611,30,32
18612,44,2
18613,17,37
18614,61,0
18615,62,0
18616,95,0
18617,18,81
18618,100,0
18619,55,2
18620,14,49
18621,91,9
18622,0,54
18623,31,15
18624,80,0
18625,48,0
18626,5,2
18627,11,31
18628,23,21
18629,56,39
18630,29,2
18631,57,0
18632,47,0
18633,70,2
18634,62,38
18635,48,0
18636,54,4
18637,69,0
18638,60,8
18639,39,31
18640,42,1
18641,81,0
18642,35,0
18643,77,0
18644,3,0
18645,49,0
18646,5,8
18647,21,3
18648,13,0
18649,34,6
18650,0,1
18651,20,1
18652,0,2
18653,95,0
18654,42,18
18655,51,10
18656,20,4
18657,57,1
18658,53,1
18659,72,0
18660,24,11
18661,69,0
18662,55,0
18663,31,12
18664,34,7
18665,49,0
18666,64,0
18667,7,2
18668,48,2
18669,88,0
18670,18,31
18671,55,0
18672,4,1
18673,34,3
18674,21,8
18675,47,0
18676,1,0
18677,27,0
18678,30,0
18679,7,0
18680,10,0
18681,53,4
18682,30,5
18683,19,2
18684,27,0
18685,54,0
18686,52,0
18687,46,0
18688,41,0
18689,54,0
18690,33,9
18691,30,0
18692,47,0
18693,15,0
18694,71,0
18695,37,0
18696,30,6
18697,28,0
18698,26,1
18699,12,0
18700,30,1
18701,27,2
18702,44,1
18703,35,1
18704,43,0
18705,47,0
18706,63,3
18707,86,0
18708,68,5
18709,26,6
18710,61,2
18711,74,13
18712,41,0
18713,69,0
18714,50,8
18715,22,16
18716,9,4
18717,51,1
18718,55,1
18719,27,0
18720,59,0
18721,0,24
18722,14,23
18723,25,75
18724,12,16
18725,15,49
18726,9,75
18727,17,7
18728,0,35
18729,41,35
18730,30,66
18731,35,0
18732,18,0
18733,53,0
18734,48,0
18735,96,4
18736,50,50
18737,77,23
18738,78,3
18739,38,36
18740,100,0
18741,71,28
18742,89,10
18743,12,52
18744,77,22
18745,77,23
18746,83,17
18747,8,11
18748,13,13
18749,2,59
18750,44,1
18751,17,18
18752,25,74
18753,5,20
18754,28,39
18755,6,91
18756,24,24
18757,96,4
18758,16,29
18759,15,2
18760,22,0
18761,2,1
18762,29,71
18763,18,82
18764,88,12
18765,73,0
18766,3,98
18767,17,82
18768,90,9
18769,55,46
18770,90,10
18771,9,91
18772,90,10
18773,85,16
18774,70,0
18775,2,2
18776,2,7
18777,1,22
18778,23,20
18779,20,13
18780,4,40
18781,2,0
18782,81,8
18783,41,5
18784,29,2
18785,57,10
18786,15,59
18787,32,46
18788,3,1
18789,56,0
18790,18,0
18791,88,12
18792,74,26
18793,82,18
18794,92,3
18795,83,17
18796,100,0
18797,61,39
18798,56,8
18799,96,4
18800,95,5
18801,93,7
18802,79,21
18803,100,0
18804,58,0
18805,7,55
18806,13,11
18807,3,2
18808,22,72
18809,2,2
18810,4,6
18811,39,1
18812,34,1
18813,1,14
18814,13,17
18815,5,0
18816,36,0
18817,38,0
18818,97,3
18819,94,5
18820,81,19
18821,79,19
18822,56,44
18823,94,0
18824,75,12
18825,64,14
18826,17,81
18827,37,63
18828,50,8
18829,21,58
18830,66,0
18831,51,0
18832,63,0
18833,0,9
18834,3,38
18835,6,35
18836,1,48
18837,18,1
18838,10,13
18839,1,15
18840,37,29
18841,9,12
18842,3,2
18843,21,20
18844,0,21
18845,0,18
18846,15,15
18847,0,17
18848,1,23
18849,4,85
18850,1,55
18851,7,28
18852,12,36
18853,3,20
18854,22,25
18855,1,5
18856,0,26
18857,2,1
18858,1,0
18859,2,5
18860,8,31
18861,4,30
18862,16,29
18863,12,41
18864,0,46
18865,4,18
18866,14,62
18867,17,29
18868,12,12
18869,0,9
18870,0,14
18871,8,18
18872,17,7
18873,10,10
18874,5,0
18875,3,32
18876,25,6
18877,11,45
18878,14,5
18879,7,8
18880,0,13
18881,0,54
18882,1,28
18883,7,41
18884,44,11
18885,2,24
18886,0,1
18887,8,13
18888,5,23
18889,10,19
18890,0,72
18891,3,21
18892,8,31
18893,7,21
18894,2,5
18895,1,46
18896,17,35
18897,0,26
18898,0,2
18899,0,1
18900,4,5
18901,9,2
18902,1,0
18903,31,3
18904,31,22
18905,1,1
18906,4,0
18907,15,1
18908,14,14
18909,35,8
18910,1,14
18911,4,4
18912,5,3
18913,0,1
18914,24,11
18915,3,1
18916,5,1
18917,2,43
18918,32,6
18919,3,17
18920,45,2
18921,4,14
18922,13,12
18923,3,3
18924,11,4
18925,1,1
18926,14,23
18927,0,33
18928,0,28
18929,1,2
18930,1,87
18931,3,12
18932,4,8
18933,30,69
18934,0,31
18935,4,3
18936,21,79
18937,13,45
18938,42,20
18939,22,13
18940,54,7
18941,24,17
18942,6,13
18943,8,42
18944,20,12
18945,20,29
18946,32,43
18947,0,7
18948,28,9
18949,37,32
18950,9,29
18951,1,51
18952,4,21
18953,77,0
18954,30,5
18955,44,0
18956,48,1
18957,6,42
18958,0,43
18959,6,2
18960,92,7
18961,2,0
18962,14,74
18963,23,3
18964,73,21
18965,19,5
18966,13,27
18967,41,1
18968,10,20
18969,9,47
18970,6,20
18971,8,93
18972,20,27
18973,1,87
18974,18,0
18975,21,6
18976,16,1
18977,1,1
18978,21,0
18979,0,27
18980,1,53
18981,6,14
18982,42,15
18983,6,42
18984,2,20
18985,14,5
18986,1,8
18987,0,82
18988,2,0
18989,2,0
18990,59,0
18991,55,0
18992,28,7
18993,35,64
18994,5,95
18995,57,0
18996,0,15
18997,1,71
18998,1,48
18999,26,16
19000,11,5
19001,49,28
19002,1,27
19003,11,32
19004,7,8
19005,4,96
19006,11,2
19007,29,13
19008,12,15
19009,14,0
19010,59,1
19011,63,38
19012,18,57
19013,81,18
19014,44,56
19015,45,2
19016,0,42
19017,14,1
19018,24,8
19019,8,27
19020,23,4
19021,59,15
19022,21,1
19023,39,0
19024,85,15
19025,52,47
19026,28,22
19027,58,8
19028,49,8
19029,44,5
19030,59,1
19031,2,41
19032,10,2
19033,13,44
19034,18,23
19035,27,2
19036,32,0
19037,1,0
19038,88,0
19039,61,40
19040,10,20
19041,41,15
19042,47,4
19043,46,0
19044,35,0
19045,7,0
19046,10,66
19047,1,18
19048,8,11
19049,0,93
19050,25,22
19051,10,24
19052,1,44
19053,2,71
19054,8,17
19055,6,2
19056,35,0
19057,25,4
19058,41,0
19059,37,10
19060,95,5
19061,71,29
19062,100,0
19063,76,4
19064,84,16
19065,22,55
19066,86,14
19067,0,2
19068,3,9
19069,1,60
19070,22,51
19071,1,61
19072,1,33
19073,6,0
19074,13,44
19075,37,22
19076,14,85
19077,1,7
19078,21,49
19079,3,41
19080,66,0
19081,5,3
19082,46,55
19083,73,27
19084,29,36
19085,61,39
19086,25,75
19087,53,47
19088,82,18
19089,70,30
19090,54,0
19091,4,8
19092,4,42
19093,7,30
19094,0,13
19095,7,8
19096,27,5
19097,13,9
19098,31,0
19099,65,35
19100,41,60
19101,20,11
19102,12,30
19103,7,93
19104,88,13
19105,19,29
19106,19,26
19107,44,0
19108,14,5
19109,5,43
19110,33,3
19111,11,62
19112,7,43
19113,39,10
19114,98,3
19115,7,0
19116,26,11
19117,34,65
19118,8,92
19119,52,4
19120,60,4
19121,13,87
19122,13,88
19123,26,30
19124,82,1
19125,59,0
19126,66,0
19127,72,0
19128,4,65
19129,0,1
19130,21,8
19131,3,57
19132,0,40
19133,1,47
19134,9,91
19135,19,16
19136,14,19
19137,0,5
19138,0,100
19139,96,4
19140,63,0
19141,54,46
19142,42,58
19143,44,56
19144,57,43
19145,22,77
19146,98,3
19147,9,92
19148,25,75
19149,82,17
19150,47,53
19151,54,43
19152,22,77
19153,96,4
19154,3,45
19155,1,37
19156,3,61
19157,29,10
19158,79,10
19159,7,25
19160,2,41
19161,7,33
19162,0,78
19163,1,31
19164,19,19
19165,8,39
19166,15,1
19167,34,2
19168,35,64
19169,8,18
19170,10,89
19171,87,13
19172,0,100
19173,61,40
19174,52,47
19175,7,93
19176,26,74
19177,89,11
19178,16,84
19179,81,18
19180,14,1
19181,2,74
19182,52,47
19183,7,93
19184,44,56
19185,1,0
19186,5,25
19187,10,30
19188,4,0
19189,9,11
19190,34,13
19191,17,9
19192,4,35
19193,4,18
19194,22,19
19195,25,35
19196,47,54
19197,26,74
19198,53,47
19199,80,20
19200,56,44
19201,66,34
19202,52,48
19203,7,93
19204,1,99
19205,76,23
19206,48,52
19207,56,0
19208,43,3
19209,54,47
19210,0,100
19211,92,8
19212,63,37
19213,29,22
19214,4,11
19215,9,12
19216,28,30
19217,22,16
19218,17,82
19219,1,30
19220,11,1
19221,29,2
19222,13,3
19223,18,82
19224,25,75
19225,32,68
19226,62,38
19227,60,41
19228,45,55
19229,23,76
19230,12,88
19231,37,63
19232,16,84
19233,26,74
19234,95,5
19235,40,4
19236,24,2
19237,67,1
19238,34,65
19239,23,76
19240,100,0
19241,23,76
19242,27,20
19243,25,9
19244,51,0
19245,12,5
19246,43,21
19247,4,25
19248,9,12
19249,9,3
19250,23,1
19251,32,25
19252,61,40
19253,100,0
19254,92,9
19255,37,12
19256,88,0
19257,62,1
19258,77,0
19259,50,0
19260,100,0
19261,85,1
19262,100,0
19263,45,5
19264,2,2
19265,61,5
19266,98,0
19267,96,4
19268,92,0
19269,74,2
19270,83,17
19271,53,3
19272,0,3
19273,0,1
19274,38,24
19275,23,23
19276,23,13
19277,1,0
19278,2,7
19279,36,0
19280,0,24
19281,100,0
19282,77,4
19283,99,1
19284,24,24
19285,95,5
19286,11,17
19287,100,0
19288,97,3
19289,100,0
19290,26,27
19291,69,31
19292,75,0
19293,80,0
19294,48,0
19295,40,34
19296,72,1
19297,31,31
19298,37,18
19299,88,0
19300,100,0
19301,72,5
19302,28,10
19303,29,2
19304,38,1
19305,2,1
19306,29,0
19307,5,6
19308,20,15
19309,16,1
19310,79,22
19311,98,3
19312,52,12
19313,99,1
19314,94,5
19315,100,0
19316,75,9
19317,100,0
19318,100,0
19319,94,6
19320,57,43
19321,99,1
19322,36,0
19323,47,52
19324,43,3
19325,78,0
19326,10,56
19327,13,39
19328,100,0
19329,72,0
19330,96,4
19331,68,5
19332,6,4
19333,26,19
19334,0,56
19335,1,1
19336,5,58
19337,5,12
19338,14,6
19339,16,85
19340,5,21
19341,29,25
19342,49,1
19343,13,5
19344,60,12
19345,51,49
19346,70,30
19347,85,16
19348,47,46
19349,26,74
19350,99,1
19351,85,15
19352,6,65
19353,49,51
19354,78,22
19355,100,0
19356,0,72
19357,2,28
19358,1,47
19359,5,49
19360,17,49
19361,4,7
19362,0,77
19363,36,18
19364,23,34
19365,39,31
19366,0,83
19367,6,35
19368,30,0
19369,31,0
19370,88,12
19371,27,73
19372,97,3
19373,95,5
19374,76,24
19375,100,0
19376,98,3
19377,61,40
19378,100,0
19379,28,73
19380,78,22
19381,20,80
19382,31,0
19383,24,0
19384,0,68
19385,8,20
19386,10,4
19387,0,56
19388,32,18
19389,81,5
19390,7,15
19391,1,2
19392,16,1
19393,56,44
19394,83,17
19395,92,9
19396,74,23
19397,55,46
19398,86,14
19399,92,8
19400,29,16
19401,92,8
19402,75,25
19403,95,5
19404,100,0
19405,40,0
19406,43,4
19407,40,7
19408,48,28
19409,1,28
19410,2,61
19411,7,41
19412,24,11
19413,47,21
19414,7,65
19415,16,5
19416,27,0
19417,37,0
19418,71,28
19419,87,13
19420,95,5
19421,94,5
19422,81,19
19423,86,14
19424,46,34
19425,7,83
19426,96,4
19427,100,0
19428,77,22
19429,40,61
19430,74,0
19431,51,0
19432,32,1
19433,2,0
19434,5,42
19435,6,0
19436,17,14
19437,3,39
19438,28,11
19439,1,26
19440,0,30
19441,11,1
19442,13,19
19443,4,14
19444,8,55
19445,0,16
19446,1,1
19447,2,20
19448,13,12
19449,17,10
19450,19,21
19451,1,1
19452,0,52
19453,31,18
19454,3,21
19455,16,30
19456,0,38
19457,1,4
19458,0,13
19459,4,28
19460,1,37
19461,3,31
19462,1,2
19463,0,29
19464,2,3
19465,1,0
19466,1,17
19467,8,44
19468,0,31
19469,12,14
19470,23,20
19471,7,38
19472,10,30
19473,0,23
19474,0,34
19475,1,33
19476,26,22
19477,9,1
19478,2,40
19479,5,22
19480,1,25
19481,32,3
19482,18,22
19483,1,2
19484,0,48
19485,1,41
19486,0,40
19487,46,15
19488,0,32
19489,0,30
19490,0,48
19491,27,24
19492,15,13
19493,9,21
19494,1,12
19495,0,1
19496,1,42
19497,12,75
19498,0,67
19499,3,36
19500,1,50
19501,0,89
19502,0,36
19503,4,0
19504,6,3
19505,11,30
19506,0,2
19507,0,29
19508,16,1
19509,1,0
19510,1,0
19511,12,2
19512,18,4
19513,2,2
19514,20,27
19515,1,3
19516,12,14
19517,6,19
19518,1,6
19519,0,20
19520,10,7
19521,4,27
19522,8,1
19523,7,5
19524,5,20
19525,2,27
19526,9,5
19527,0,8
19528,4,27
19529,1,1
19530,19,30
19531,7,34
19532,10,44
19533,40,22
19534,0,46
19535,51,16
19536,2,52
19537,46,2
19538,2,0
19539,1,24
19540,9,5
19541,19,1
19542,32,0
19543,22,25
19544,0,7
19545,9,38
19546,2,32
19547,15,24
19548,4,47
19549,0,50
19550,3,17
19551,37,8
19552,25,75
19553,35,4
19554,32,4
19555,40,3
19556,12,0
19557,17,0
19558,1,5
19559,10,1
19560,25,42
19561,11,29
19562,2,14
19563,35,49
19564,29,23
19565,14,45
19566,37,2
19567,31,42
19568,31,69
19569,30,3
19570,12,0
19571,45,0
19572,33,0
19573,8,19
19574,5,3
19575,2,13
19576,9,44
19577,0,38
19578,34,1
19579,34,44
19580,1,54
19581,22,28
19582,16,51
19583,0,43
19584,4,47
19585,2,2
19586,70,29
19587,45,7
19588,93,7
19589,100,0
19590,3,2
19591,2,8
19592,0,3
19593,1,10
19594,0,1
19595,17,0
19596,16,17
19597,1,0
19598,12,53
19599,32,51
19600,2,23
19601,4,8
19602,2,45
19603,2,32
19604,3,37
19605,12,8
19606,1,49
19607,37,50
19608,22,29
19609,8,1
19610,62,7
19611,8,51
19612,15,0
19613,0,1
19614,96,4
19615,36,38
19616,77,22
19617,100,0
19618,1,26
19619,0,43
19620,3,48
19621,1,5
19622,4,31
19623,2,51
19624,1,2
19625,1,57
19626,1,30
19627,13,17
19628,35,3
19629,66,0
19630,30,0
19631,35,13
19632,9,78
19633,36,40
19634,88,12
19635,100,0
19636,43,6
19637,48,0
19638,38,2
19639,11,18
19640,26,12
19641,16,21
19642,7,0
19643,7,42
19644,16,54
19645,15,14
19646,4,18
19647,12,43
19648,45,6
19649,24,10
19650,17,1
19651,83,17
19652,33,29
19653,82,17
19654,70,29
19655,31,69
19656,2,98
19657,63,37
19658,87,13
19659,0,48
19660,1,34
19661,18,11
19662,18,0
19663,53,24
19664,14,17
19665,24,24
19666,61,5
19667,74,26
19668,57,14
19669,10,84
19670,16,80
19671,54,6
19672,0,8
19673,18,11
19674,1,37
19675,7,57
19676,5,50
19677,17,14
19678,11,24
19679,0,53
19680,9,40
19681,0,61
19682,2,52
19683,32,17
19684,44,2
19685,4,19
19686,21,0
19687,95,5
19688,74,26
19689,47,53
19690,23,77
19691,99,1
19692,61,39
19693,77,22
19694,98,2
19695,47,3
19696,65,0
19697,5,35
19698,0,29
19699,2,32
19700,28,25
19701,0,64
19702,7,9
19703,13,56
19704,20,9
19705,23,13
19706,31,3
19707,4,2
19708,34,0
19709,52,0
19710,14,0
19711,100,0
19712,81,0
19713,97,2
19714,82,18
19715,99,1
19716,96,0
19717,42,58
19718,96,4
19719,56,0
19720,52,0
19721,68,17
19722,34,14
19723,1,53
19724,20,22
19725,13,18
19726,5,25
19727,11,0
19728,0,1
19729,15,34
19730,24,5
19731,25,15
19732,0,65
19733,10,5
19734,4,24
19735,56,44
19736,100,0
19737,9,92
19738,99,1
19739,1,99
19740,9,90
19741,58,42
19742,56,44
19743,99,1
19744,26,74
19745,50,50
19746,97,3
19747,1,61
19748,49,51
19749,57,43
19750,1,99
19751,24,6
19752,23,3
19753,95,5
19754,15,39
19755,77,23
19756,7,80
19757,8,71
19758,19,32
19759,49,51
19760,7,74
19761,25,75
19762,2,38
19763,94,5
19764,41,58
19765,29,27
19766,8,92
19767,8,92
19768,33,54
19769,7,93
19770,4,1
19771,5,7
19772,9,23
19773,0,35
19774,7,47
19775,5,10
19776,26,65
19777,4,4
19778,8,13
19779,1,34
19780,10,10
19781,39,61
19782,64,34
19783,51,49
19784,0,100
19785,75,25
19786,5,95
19787,55,45
19788,1,99
19789,79,21
19790,9,90
19791,4,96
19792,11,89
19793,99,0
19794,77,0
19795,5,94
19796,3,97
19797,22,78
19798,1,99
19799,5,44
19800,0,28
19801,0,67
19802,13,45
19803,0,57
19804,19,12
19805,6,29
19806,4,15
19807,1,56
19808,11,11
19809,11,4
19810,91,9
19811,38,62
19812,27,73
19813,98,3
19814,41,59
19815,55,45
19816,23,77
19817,0,100
19818,70,30
19819,92,9
19820,62,38
19821,62,38
19822,92,7
19823,92,0
19824,75,2
19825,3,98
19826,50,50
19827,75,25
19828,37,18
19829,2,18
19830,26,23
19831,0,49
19832,6,87
19833,28,5
19834,0,65
19835,33,25
19836,18,5
19837,12,39
19838,12,63
19839,28,26
19840,0,26
19841,1,9
19842,12,12
19843,35,25
19844,62,38
19845,37,19
19846,27,5
19847,21,68
19848,66,9
19849,11,64
19850,3,32
19851,40,15
19852,46,0
19853,55,3
19854,38,1
19855,17,45
19856,5,48
19857,35,17
19858,27,4
19859,27,38
19860,10,23
19861,7,4
19862,14,37
19863,9,24
19864,34,1
19865,12,11
19866,35,5
19867,1,1
19868,62,0
19869,26,13
19870,18,15
19871,56,0
19872,42,11
19873,11,7
19874,16,8
19875,55,2
19876,3,13
19877,17,1
19878,55,0
19879,47,33
19880,50,50
19881,94,6
19882,95,5
19883,48,18
19884,100,0
19885,80,20
19886,91,6
19887,19,24
19888,85,16
19889,98,3
19890,82,1
19891,54,1
19892,63,5
19893,20,26
19894,52,48
19895,81,0
19896,99,1
19897,69,31
19898,2,1
19899,35,0
19900,0,1
19901,4,0
19902,4,50
19903,40,10
19904,13,3
19905,74,26
19906,15,41
19907,41,2
19908,43,29
19909,60,1
19910,98,3
19911,61,0
19912,22,58
19913,69,30
19914,31,9
19915,60,1
19916,75,12
19917,57,9
19918,66,30
19919,74,0
19920,87,0
19921,71,0
19922,93,8
19923,4,0
19924,14,2
19925,10,6
19926,8,23
19927,36,2
19928,43,4
19929,75,1
19930,19,11
19931,1,0
19932,21,8
19933,94,6
19934,80,11
19935,72,28
19936,89,11
19937,87,13
19938,69,0
19939,100,0
19940,94,5
19941,100,0
19942,80,1
19943,76,24
19944,77,10
19945,52,47
19946,5,65
19947,75,0
19948,49,1
19949,74,21
19950,11,75
19951,96,4
19952,63,38
19953,96,4
19954,51,43
19955,3,16
19956,5,57
19957,10,21
19958,5,50
19959,1,21
19960,0,79
19961,1,0
19962,0,54
19963,59,2
19964,0,45
19965,13,58
19966,27,50
19967,19,8
19968,23,2
19969,7,5
19970,83,17
19971,38,28
19972,41,59
19973,1,99
19974,66,8
19975,76,23
19976,69,31
19977,80,20
19978,96,4
19979,81,19
19980,82,18
19981,98,2
19982,3,2
19983,1,3
19984,17,36
19985,19,11
19986,4,6
19987,31,27
19988,13,3
19989,0,1
19990,10,2
19991,46,55
19992,16,56
19993,99,1
19994,63,37
19995,13,87
19996,87,3
19997,85,14
19998,1,66
19999,77,23
20000,1,99
20001,100,0
20002,84,16
20003,50,0
20004,8,26
20005,3,4
20006,3,3
20007,2,58
20008,47,30
20009,8,12
20010,6,60
20011,1,54
20012,3,56
20013,28,8
20014,3,48
20015,5,55
20016,21,7
20017,3,0
20018,12,88
20019,16,65
20020,84,16
20021,100,0
20022,60,40
20023,69,30
20024,82,18
20025,38,62
20026,100,0
20027,12,88
20028,43,57
20029,41,60
20030,96,1
20031,44,0
20032,21,33
20033,9,22
20034,0,92
20035,0,19
20036,13,58
20037,6,31
20038,37,4
20039,0,54
20040,16,34
20041,40,7
20042,28,59
20043,14,67
20044,22,1
20045,17,16
20046,24,13
20047,0,100
20048,4,64
20049,54,47
20050,85,15
20051,97,3
20052,31,69
20053,52,47
20054,100,0
20055,9,92
20056,47,54
20057,44,56
20058,87,14
20059,78,0
20060,22,0
20061,75,0
20062,0,2
20063,5,17
20064,19,35
20065,0,8
20066,16,16
20067,2,2
20068,0,2
20069,3,1
20070,0,19
20071,21,10
20072,2,35
20073,13,8
20074,0,9
20075,3,36
20076,13,40
20077,16,7
20078,26,27
20079,1,7
20080,1,1
20081,3,19
20082,1,33
20083,14,10
20084,14,1
20085,0,73
20086,0,3
20087,8,38
20088,1,1
20089,5,14
20090,1,71
20091,1,49
20092,0,1
20093,0,30
20094,13,12
20095,26,37
20096,0,36
20097,38,26
20098,1,6
20099,3,16
20100,1,6
20101,24,8
20102,18,22
20103,1,29
20104,1,0
20105,2,37
20106,1,20
20107,12,27
20108,32,31
20109,0,13
20110,29,6
20111,15,26
20112,40,15
20113,4,50
20114,4,38
20115,1,8
20116,17,17
20117,24,5
20118,25,1
20119,6,21
20120,0,2
20121,18,36
20122,10,20
20123,1,41
20124,4,2
20125,4,31
20126,6,44
20127,7,44
20128,24,49
20129,2,2
20130,0,1
20131,2,1
20132,0,22
20133,11,8
20134,4,1
20135,5,19
20136,22,15
20137,48,1
20138,13,33
20139,3,3
20140,0,33
20141,6,16
20142,27,14
20143,0,32
20144,2,15
20145,10,1
20146,0,1
20147,0,32
20148,0,31
20149,20,7
20150,6,35
20151,5,36
20152,3,0
20153,53,0
20154,0,17
20155,1,11
20156,13,59
20157,4,15
20158,10,9
20159,1,50
20160,5,24
20161,3,4
20162,32,52
20163,12,30
20164,5,53
20165,31,13
20166,63,7
20167,28,1
20168,6,0
20169,47,0
20170,1,3
20171,1,16
20172,6,44
20173,7,11
20174,26,37
20175,2,3
20176,3,28
20177,10,90
20178,14,0
20179,54,0
20180,3,1
20181,26,0
20182,1,55
20183,3,1
20184,54,1
20185,1,17
20186,2,2
20187,49,12
20188,3,2
20189,1,3
20190,67,0
20191,14,4
20192,40,2
20193,13,1
20194,21,0
20195,2,78
20196,3,4
20197,20,7
20198,3,0
20199,9,8
20200,21,27
20201,99,1
20202,29,24
20203,52,3
20204,11,6
20205,18,33
20206,20,34
20207,48,9
20208,1,51
20209,1,42
20210,24,17
20211,6,2
20212,20,28
20213,5,48
20214,31,10
20215,12,2
20216,1,6
20217,91,9
20218,90,6
20219,100,0
20220,98,2
20221,3,3
20222,0,16
20223,12,28
20224,8,93
20225,15,29
20226,24,1
20227,43,0
20228,93,8
20229,31,14
20230,1,0
20231,2,54
20232,13,2
20233,13,44
20234,7,29
20235,30,6
20236,25,0
20237,31,1
20238,95,5
20239,18,24
20240,93,1
20241,95,1
20242,53,4
20243,50,0
20244,1,7
20245,2,43
20246,5,48
20247,3,0
20248,28,73
20249,38,0
20250,14,36
20251,9,90
20252,70,26
20253,40,33
20254,13,73
20255,56,44
20256,51,37
20257,51,1
20258,0,21
20259,0,2
20260,11,1
20261,2,98
20262,2,2
20263,1,39
20264,11,24
20265,0,32
20266,41,28
20267,24,2
20268,18,20
20269,27,21
20270,2,63
20271,6,2
20272,14,0
20273,26,19
20274,79,22
20275,86,14
20276,17,82
20277,49,51
20278,96,4
20279,54,46
20280,10,90
20281,44,56
20282,21,0
20283,2,10
20284,5,77
20285,17,55
20286,10,45
20287,20,8
20288,8,6
20289,1,14
20290,0,1
20291,10,7
20292,59,0
20293,100,0
20294,30,16
20295,63,15
20296,34,32
20297,76,24
20298,54,12
20299,58,4
20300,33,0
20301,6,66
20302,4,6
20303,0,100
20304,0,45
20305,2,85
20306,24,0
20307,15,0
20308,96,4
20309,92,8
20310,59,41
20311,49,9
20312,52,20
20313,79,22
20314,48,7
20315,80,3
20316,43,0
20317,12,18
20318,36,0
20319,12,76
20320,2,70
20321,7,8
20322,11,50
20323,22,11
20324,16,7
20325,11,11
20326,99,0
20327,80,20
20328,15,60
20329,60,29
20330,40,30
20331,9,90
20332,42,58
20333,91,9
20334,50,50
20335,0,100
20336,62,38
20337,6,94
20338,47,23
20339,8,93
20340,54,47
20341,21,79
20342,0,21
20343,9,0
20344,11,63
20345,0,78
20346,4,34
20347,1,51
20348,6,47
20349,35,2
20350,24,16
20351,22,14
20352,1,73
20353,9,11
20354,6,7
20355,2,98
20356,28,47
20357,97,3
20358,77,23
20359,38,63
20360,19,81
20361,37,63
20362,77,23
20363,51,49
20364,75,25
20365,98,3
20366,9,91
20367,70,7
20368,69,30
20369,6,86
20370,96,4
20371,4,96
20372,4,23
20373,40,47
20374,4,37
20375,33,24
20376,0,7
20377,42,58
20378,85,16
20379,95,5
20380,98,2
20381,4,96
20382,56,44
20383,82,17
20384,100,0
20385,60,41
20386,0,100
20387,74,26
20388,23,76
20389,100,0
20390,53,2
20391,24,76
20392,25,75
20393,15,85
20394,3,98
20395,3,14
20396,5,59
20397,2,78
20398,5,30
20399,5,83
20400,0,84
20401,1,0
20402,1,99
20403,71,28
20404,0,100
20405,35,64
20406,37,63
20407,82,17
20408,32,68
20409,47,1
20410,69,31
20411,100,0
20412,75,25
20413,3,98
20414,83,17
20415,42,0
20416,95,1
20417,80,20
20418,98,3
20419,23,76
20420,63,37
20421,5,35
20422,0,56
20423,45,24
20424,35,64
20425,8,53
20426,23,35
20427,23,8
20428,46,44
20429,45,24
20430,6,66
20431,61,13
20432,26,67
20433,4,17
20434,12,0
20435,42,28
20436,9,40
20437,87,14
20438,67,34
20439,0,50
20440,17,27
20441,53,30
20442,40,53
20443,38,17
20444,26,15
20445,81,19
20446,41,58
20447,45,1
20448,7,45
20449,12,65
20450,14,67
20451,35,8
20452,17,44
20453,35,17
20454,57,10
20455,10,21
20456,53,26
20457,58,41
20458,34,1
20459,26,22
20460,21,6
20461,22,32
20462,26,4
20463,3,45
20464,7,13
20465,2,38
20466,13,15
20467,39,33
20468,13,28
20469,19,21
20470,13,0
20471,47,3
20472,44,0
20473,16,9
20474,53,2
20475,47,3
20476,49,1
20477,18,18
20478,0,53
20479,20,6
20480,24,23
20481,1,14
20482,20,11
20483,15,30
20484,14,7
20485,3,38
20486,0,43
20487,63,11
20488,28,15
20489,21,3
20490,4,54
20491,36,2
20492,21,11
20493,31,4
20494,17,40
20495,5,3
20496,10,1
20497,42,2
20498,18,31
20499,5,8
20500,0,18
20501,0,2
20502,69,0
20503,100,0
20504,97,2
20505,75,6
20506,85,0
20507,93,8
20508,94,5
20509,74,17
20510,100,0
20511,47,54
20512,96,1
20513,99,1
20514,56,15
20515,90,10
20516,70,8
20517,97,2
20518,88,11
20519,47,53
20520,38,62
20521,100,0
20522,11,4
20523,1,2
20524,9,7
20525,9,8
20526,6,3
20527,43,0
20528,7,2
20529,29,0
20530,6,38
20531,91,0
20532,59,1
20533,78,22
20534,92,8
20535,100,0
20536,60,0
20537,100,0
20538,100,0
20539,100,0
20540,48,51
20541,2,98
20542,97,3
20543,80,0
20544,91,9
20545,86,1
20546,51,45
20547,21,31
20548,100,0
20549,42,34
20550,95,5
20551,92,9
20552,36,0
20553,33,5
20554,7,5
20555,40,0
20556,2,0
20557,27,2
20558,71,14
20559,100,0
20560,2,0
20561,37,35
20562,65,7
20563,58,42
20564,83,0
20565,66,0
20566,73,0
20567,8,93
20568,95,0
20569,91,3
20570,71,0
20571,94,5
20572,81,19
20573,0,68
20574,9,68
20575,3,26
20576,95,5
20577,81,19
20578,96,4
20579,100,0
20580,1,5
20581,18,53
20582,0,6
20583,2,4
20584,63,15
20585,0,28
20586,6,45
20587,67,34
20588,4,29
20589,0,26
20590,31,3
20591,7,0
20592,89,10
20593,99,1
20594,1,99
