,C,R50
7110,53,0
7111,46,0
7112,85,0
7113,46,16
7114,54,0
7115,49,0
7116,45,0
7117,26,0
7118,33,0
7119,0,69
7120,19,51
7121,6,50
7122,30,0
7123,52,0
7124,58,1
7125,30,0
7126,25,1
7127,25,5
7128,5,1
7129,34,4
7130,62,0
7131,11,36
7132,8,23
7133,29,0
7134,13,30
7135,65,0
7136,63,0
7137,95,0
7138,9,1
7139,1,5
7140,2,66
7141,0,4
7142,21,1
7143,5,7
7144,33,0
7145,3,57
7146,5,4
7147,9,9
7148,62,0
7149,73,0
7150,36,0
7151,58,0
7152,80,0
7153,79,0
7154,12,31
7155,1,63
7156,67,0
7157,22,11
7158,40,0
7159,50,0
7160,63,0
7161,56,0
7162,77,0
7163,28,1
7164,0,59
7165,5,58
7166,38,3
7167,48,0
7168,42,8
7169,70,0
7170,55,0
7171,4,5
7172,57,1
7173,42,0
7174,23,1
7175,1,56
7176,0,68
7177,55,1
7178,66,0
7179,28,2
7180,76,0
7181,71,1
7182,70,0
7183,66,0
7184,44,0
7185,17,1
7186,26,0
7187,57,0
7188,36,0
7189,68,0
7190,49,0
7191,23,0
7192,37,0
7193,41,0
7194,42,0
7195,64,0
7196,28,0
7197,46,0
7198,35,0
7199,34,0
7200,70,0
7201,2,3
7202,28,0
7203,28,0
7204,22,17
7205,7,74
7206,51,0
7207,51,3
7208,51,0
7209,41,0
7210,14,0
7211,39,0
7212,45,0
7213,31,4
7214,1,0
7215,17,1
7216,3,68
7217,26,30
7218,23,0
7219,55,0
7220,52,0
7221,47,0
7222,0,5
7223,37,0
7224,0,79
7225,18,59
7226,24,0
7227,27,0
7228,12,0
7229,47,0
7230,92,0
7231,67,0
7232,4,3
7233,0,83
7234,17,81
7235,30,0
7236,36,0
7237,62,0
7238,51,0
7239,20,14
7240,0,78
7241,1,80
7242,28,0
7243,38,0
7244,48,0
7245,67,0
7246,50,0
7247,33,1
7248,3,1
7249,37,0
7250,4,0
7251,3,1
7252,79,0
7253,78,0
7254,76,0
7255,30,0
7256,1,58
7257,26,63
7258,39,0
7259,36,3
7260,8,5
7261,58,2
7262,34,11
7263,74,0
7264,51,0
7265,31,0
7266,59,0
7267,17,5
7268,72,0
7269,6,1
7270,7,3
7271,77,0
7272,39,0
7273,38,0
7274,36,0
7275,46,0
7276,42,0
7277,36,0
7278,16,9
7279,41,0
7280,25,0
7281,35,0
7282,0,2
7283,1,0
7284,1,0
7285,44,0
7286,80,0
7287,26,36
7288,3,4
7289,38,41
7290,1,86
7291,58,0
7292,27,0
7293,10,0
7294,60,0
7295,35,0
7296,78,0
7297,4,5
7298,32,0
7299,2,0
7300,13,0
7301,49,0
7302,27,1
7303,33,11
7304,9,0
7305,51,0
7306,29,0
7307,17,14
7308,26,10
7309,4,5
7310,40,0
7311,68,0
7312,28,0
7313,14,0
7314,38,0
7315,6,0
7316,2,1
7317,6,51
7318,0,40
7319,10,0
7320,3,0
7321,1,8
7322,28,10
7323,30,0
7324,48,0
7325,66,0
7326,10,58
7327,50,0
7328,59,0
7329,47,20
7330,48,0
7331,14,53
7332,34,54
7333,79,0
7334,47,0
7335,74,1
7336,85,0
7337,57,0
7338,58,3
7339,74,2
7340,66,2
7341,69,1
7342,24,2
7343,38,3
7344,71,8
7345,28,17
7346,68,1
7347,57,0
7348,39,38
7349,50,2
7350,52,0
7351,14,0
7352,39,0
7353,34,0
7354,40,1
7355,76,0
7356,51,0
7357,25,0
7358,52,0
7359,12,48
7360,24,4
7361,31,5
7362,1,0
7363,4,3
7364,41,21
7365,4,93
7366,4,0
7367,44,0
7368,2,1
7369,42,0
7370,59,0
7371,58,0
7372,17,17
7373,29,0
7374,71,0
7375,13,0
7376,2,5
7377,11,38
7378,8,10
7379,15,37
7380,24,12
7381,3,11
7382,40,0
7383,23,0
7384,14,8
7385,7,38
7386,0,62
7387,0,54
7388,6,1
7389,9,0
7390,11,0
7391,9,0
7392,11,1
7393,23,0
7394,30,0
7395,35,0
7396,0,1
7397,19,6
7398,1,1
7399,17,0
7400,5,73
7401,52,5
7402,23,0
7403,49,0
7404,44,0
7405,1,43
7406,0,54
7407,43,1
7408,20,2
7409,50,3
7410,51,6
7411,89,0
7412,68,0
7413,28,4
7414,17,13
7415,68,0
7416,9,0
7417,73,2
7418,89,0
7419,46,0
7420,74,0
7421,60,37
7422,31,0
7423,8,0
7424,45,0
7425,24,0
7426,42,2
7427,52,0
7428,34,3
7429,1,1
7430,57,0
7431,49,0
7432,2,55
7433,43,0
7434,38,0
7435,7,37
7436,1,74
7437,10,58
7438,10,0
7439,47,0
7440,46,0
7441,61,0
7442,62,0
7443,1,2
7444,15,1
7445,6,2
7446,26,0
7447,64,0
7448,19,0
7449,19,0
7450,2,1
7451,67,0
7452,9,0
7453,0,8
7454,35,0
7455,34,0
7456,31,0
7457,55,0
7458,5,7
7459,47,1
7460,0,2
7461,19,1
7462,21,25
7463,4,38
7464,6,0
7465,33,0
7466,24,0
7467,11,3
7468,3,0
7469,26,0
7470,2,3
7471,36,0
7472,22,0
7473,1,0
7474,8,8
7475,1,0
7476,36,0
7477,23,0
7478,10,0
7479,29,0
7480,4,2
7481,14,8
7482,0,53
7483,9,56
7484,38,0
7485,24,36
7486,88,0
7487,28,1
7488,76,0
7489,28,3
7490,25,2
7491,4,20
7492,24,0
7493,47,0
7494,13,6
7495,26,1
7496,25,0
7497,26,1
7498,34,5
7499,34,0
7500,40,0
7501,56,13
7502,36,7
7503,46,4
7504,17,2
7505,9,4
7506,71,0
7507,8,62
7508,13,13
7509,40,0
7510,40,6
7511,47,2
7512,21,9
7513,40,0
7514,3,18
7515,9,21
7516,1,59
7517,33,0
7518,35,10
7519,77,0
7520,51,0
7521,17,0
7522,26,1
7523,50,0
7524,39,0
7525,31,0
7526,12,0
7527,90,0
7528,39,0
7529,63,0
7530,50,0
7531,80,0
7532,48,0
7533,35,0
7534,23,0
7535,22,4
7536,62,0
7537,55,0
7538,0,3
7539,31,13
7540,94,2
7541,37,0
7542,29,0
7543,32,0
7544,39,0
7545,46,0
7546,31,0
7547,53,0
7548,15,7
7549,15,0
7550,29,0
7551,26,23
7552,32,9
7553,19,4
7554,12,1
7555,2,3
7556,2,5
7557,62,0
7558,58,0
7559,13,1
7560,18,2
7561,0,74
7562,2,5
7563,34,0
7564,25,0
7565,23,0
7566,0,6
7567,39,43
7568,38,0
7569,39,0
7570,4,1
7571,7,4
7572,14,1
7573,52,2
7574,29,2
7575,18,0
7576,17,0
7577,42,1
7578,15,0
7579,29,44
7580,3,58
7581,1,0
7582,26,0
7583,26,0
7584,1,9
7585,1,6
7586,59,0
7587,11,41
7588,84,0
7589,3,69
7590,6,79
7591,44,0
7592,20,19
7593,24,6
7594,29,0
7595,40,0
7596,50,0
7597,21,6
7598,3,64
7599,11,63
7600,44,0
7601,45,0
7602,1,0
7603,5,17
7604,23,0
7605,28,13
7606,25,0
7607,38,5
7608,49,0
7609,3,1
7610,73,0
7611,10,0
7612,28,4
7613,45,0
7614,46,1
7615,1,0
7616,17,0
7617,23,7
7618,38,3
7619,55,2
7620,34,0
7621,1,0
7622,27,8
7623,29,10
7624,18,0
7625,49,0
7626,15,1
7627,62,0
7628,14,0
7629,24,4
7630,11,9
7631,50,0
7632,46,0
7633,17,2
7634,23,0
7635,26,0
7636,37,0
7637,32,0
7638,59,0
7639,71,0
7640,6,32
7641,1,0
7642,31,0
7643,29,0
7644,11,35
7645,19,0
7646,65,0
7647,3,22
7648,11,1
7649,17,0
7650,5,19
7651,20,14
7652,13,0
7653,40,3
7654,29,0
7655,61,33
7656,0,88
7657,33,0
7658,41,0
7659,7,17
7660,42,0
7661,22,0
7662,30,0
7663,21,43
7664,6,1
7665,25,0
7666,15,0
7667,21,0
7668,18,8
7669,45,25
7670,12,17
7671,53,1
7672,28,0
7673,1,0
7674,31,1
7675,31,0
7676,24,0
7677,10,8
7678,50,0
7679,21,0
7680,20,15
7681,1,0
7682,3,4
7683,3,6
7684,0,35
7685,0,49
7686,7,0
7687,6,3
7688,24,0
7689,7,4
7690,58,8
7691,26,14
7692,4,20
7693,40,4
7694,36,38
7695,89,0
7696,29,0
7697,39,23
7698,44,0
7699,34,31
7700,34,12
7701,55,0
7702,1,7
7703,28,19
7704,40,0
7705,45,2
7706,58,25
7707,4,6
7708,13,18
7709,43,9
7710,1,0
7711,92,0
7712,33,20
7713,7,0
7714,75,6
7715,21,1
7716,64,0
7717,24,0
7718,36,0
7719,40,0
7720,26,0
7721,57,0
7722,42,0
7723,91,0
7724,43,0
7725,0,6
7726,88,0
7727,57,0
7728,41,21
7729,40,0
7730,44,0
7731,73,0
7732,10,19
7733,18,68
7734,48,0
7735,54,0
7736,31,1
7737,7,1
7738,29,12
7739,12,6
7740,1,1
7741,8,50
7742,10,7
7743,21,3
7744,54,0
7745,15,2
7746,45,0
7747,13,25
7748,23,26
7749,6,74
7750,31,33
7751,33,0
7752,11,0
7753,6,23
7754,33,0
7755,30,3
7756,44,0
7757,68,0
7758,28,0
7759,11,11
7760,1,34
7761,50,9
7762,45,1
7763,1,2
7764,0,1
7765,37,45
7766,23,5
7767,46,0
7768,13,15
7769,12,41
7770,42,0
7771,67,0
7772,1,0
7773,29,0
7774,34,0
7775,2,48
7776,16,23
7777,18,0
7778,11,0
7779,5,0
7780,6,0
7781,2,4
7782,39,0
7783,25,1
7784,1,1
7785,39,0
7786,47,0
7787,37,0
7788,27,0
7789,46,0
7790,8,3
7791,17,1
7792,25,0
7793,26,0
7794,41,0
7795,9,52
7796,24,0
7797,44,0
7798,36,0
7799,18,43
7800,33,1
7801,1,2
7802,35,7
7803,44,0
7804,24,53
7805,0,1
7806,48,0
7807,10,11
7808,30,0
7809,25,0
7810,32,4
7811,2,3
7812,29,0
7813,30,5
7814,29,1
7815,25,0
7816,64,0
7817,27,1
7818,15,3
7819,83,5
7820,21,0
7821,25,1
7822,48,0
7823,57,0
7824,30,0
7825,34,0
7826,70,0
7827,34,0
7828,55,0
7829,28,0
7830,1,2
7831,22,0
7832,57,0
7833,8,11
7834,8,0
7835,15,3
7836,34,0
7837,1,47
7838,91,4
7839,28,0
7840,30,0
7841,29,0
7842,11,2
7843,8,27
7844,18,0
7845,53,1
7846,27,4
7847,15,10
7848,1,0
7849,27,4
7850,16,61
7851,10,61
7852,69,0
7853,35,0
7854,40,0
7855,38,6
7856,35,0
7857,43,0
7858,27,0
7859,26,0
7860,17,27
7861,79,0
7862,15,2
7863,27,3
7864,1,0
7865,24,0
7866,17,17
7867,45,0
7868,13,0
7869,2,0
7870,15,16
7871,9,23
7872,7,5
7873,2,1
7874,10,1
7875,11,52
7876,0,40
7877,21,0
7878,7,0
7879,13,0
7880,2,0
7881,3,0
7882,32,0
7883,11,7
7884,11,2
7885,26,0
7886,10,0
7887,1,0
7888,23,0
7889,21,0
7890,20,0
7891,31,1
7892,20,6
7893,31,0
7894,23,0
7895,16,0
7896,10,6
7897,2,2
7898,51,0
7899,24,0
7900,37,0
7901,28,0
7902,28,4
7903,0,63
7904,22,22
7905,0,59
7906,87,9
7907,76,5
7908,79,0
7909,49,1
7910,34,21
7911,55,12
7912,0,51
7913,30,34
7914,58,0
7915,49,2
7916,31,4
7917,34,2
7918,29,10
7919,9,48
7920,33,30
7921,2,53
7922,39,35
7923,24,3
7924,24,11
7925,21,12
7926,54,5
7927,41,39
7928,45,2
7929,44,9
7930,18,12
7931,27,18
7932,31,0
7933,29,3
7934,8,48
7935,10,63
7936,30,26
7937,20,7
7938,0,5
7939,32,11
7940,61,0
7941,48,1
7942,47,0
7943,56,1
7944,5,11
7945,18,17
7946,1,17
7947,11,0
7948,38,2
7949,3,79
7950,6,16
7951,15,1
7952,45,3
7953,0,14
7954,1,9
7955,1,0
7956,24,1
7957,34,8
7958,0,60
7959,15,41
7960,17,12
7961,43,3
7962,8,3
7963,41,4
7964,3,38
7965,7,13
7966,47,0
7967,35,30
7968,31,44
7969,16,22
7970,9,2
7971,0,27
7972,48,5
7973,51,0
7974,2,3
7975,9,15
7976,53,0
7977,34,0
7978,18,0
7979,7,0
7980,36,0
7981,60,0
7982,37,0
7983,48,0
7984,58,5
7985,55,0
7986,33,0
7987,53,0
7988,34,1
7989,5,9
7990,47,0
7991,52,0
7992,0,54
7993,68,10
7994,99,0
7995,46,0
7996,39,0
7997,28,2
7998,63,0
7999,43,0
8000,37,5
8001,4,44
8002,4,49
8003,0,15
8004,0,5
8005,1,3
8006,21,0
8007,0,67
8008,6,1
8009,2,4
8010,55,39
8011,9,0
8012,31,16
8013,10,5
8014,3,64
8015,9,80
8016,27,0
8017,4,14
8018,6,2
8019,11,0
8020,14,65
8021,0,78
8022,12,6
8023,0,8
8024,56,19
8025,0,64
8026,30,0
8027,0,7
8028,0,6
8029,2,0
8030,1,0
8031,15,14
8032,15,65
8033,28,39
8034,30,0
8035,6,15
8036,2,0
8037,5,56
8038,0,49
8039,2,0
8040,0,6
8041,3,1
8042,8,0
8043,0,74
8044,23,43
8045,0,1
8046,30,13
8047,16,36
8048,9,73
8049,10,10
8050,34,0
8051,7,43
8052,0,61
8053,2,72
8054,10,4
8055,7,5
8056,51,42
8057,13,13
8058,8,13
8059,28,5
8060,2,64
8061,13,9
8062,1,0
8063,62,16
8064,5,61
8065,44,5
8066,58,19
8067,19,16
8068,50,0
8069,20,21
8070,6,29
8071,59,2
8072,41,10
8073,8,1
8074,54,0
8075,42,4
8076,16,1
8077,19,8
8078,17,2
8079,45,0
8080,0,34
8081,1,67
8082,0,1
8083,24,41
8084,25,31
8085,21,4
8086,6,4
8087,4,3
8088,6,25
8089,2,19
8090,38,0
8091,25,7
8092,8,8
8093,31,0
8094,49,0
8095,24,7
8096,31,6
8097,28,6
8098,41,0
8099,27,0
8100,21,3
8101,50,0
8102,29,2
8103,45,2
8104,31,0
8105,46,0
8106,1,27
8107,68,0
8108,9,3
8109,6,0
8110,0,69
8111,7,14
8112,35,0
8113,31,54
8114,1,85
8115,7,2
8116,2,4
8117,11,6
8118,0,1
8119,11,48
8120,15,45
8121,13,0
8122,0,1
8123,1,0
8124,0,1
8125,0,41
8126,0,82
8127,8,0
8128,26,0
8129,48,0
8130,14,0
8131,8,0
8132,2,0
8133,31,28
8134,33,11
8135,10,5
8136,0,2
8137,4,25
8138,3,52
8139,22,38
8140,3,43
8141,8,13
8142,20,58
8143,6,30
8144,5,11
8145,54,20
8146,1,23
8147,1,22
8148,0,77
8149,84,1
8150,42,25
8151,57,0
8152,45,7
8153,41,3
8154,31,1
8155,53,18
8156,1,98
8157,3,54
8158,22,1
8159,6,36
8160,14,1
8161,30,1
8162,47,21
8163,42,0
8164,2,53
8165,26,0
8166,33,0
8167,0,60
8168,0,73
8169,3,13
8170,33,2
8171,14,49
8172,13,10
8173,17,49
8174,1,15
8175,5,12
8176,46,0
8177,39,31
8178,25,2
8179,18,0
8180,37,0
8181,75,1
8182,40,0
8183,53,1
8184,56,0
8185,46,2
8186,51,0
8187,15,0
8188,59,0
8189,37,3
8190,62,5
8191,43,3
8192,46,15
8193,28,2
8194,9,51
8195,34,0
8196,35,0
8197,1,0
8198,0,22
8199,0,82
8200,2,2
8201,1,51
8202,0,57
8203,0,2
8204,0,1
8205,8,10
8206,15,0
8207,1,8
8208,6,56
8209,51,18
8210,13,2
8211,25,2
8212,1,7
8213,1,0
8214,2,55
8215,19,0
8216,14,0
8217,36,0
8218,6,0
8219,1,0
8220,0,80
8221,0,58
8222,38,0
8223,20,0
8224,10,0
8225,7,0
8226,1,0
8227,6,0
8228,35,0
8229,19,0
8230,27,0
8231,1,0
8232,28,0
8233,34,0
8234,11,0
8235,29,0
8236,9,0
8237,19,0
8238,7,0
8239,2,66
8240,0,3
8241,4,41
8242,0,1
8243,9,17
8244,0,12
8245,36,64
8246,0,76
8247,26,6
8248,20,19
8249,50,26
8250,0,52
8251,2,14
8252,6,1
8253,0,68
8254,33,43
8255,5,48
8256,13,6
8257,48,18
8258,80,0
8259,54,4
8260,24,47
8261,0,82
8262,9,24
8263,5,0
8264,1,10
8265,45,10
8266,57,2
8267,32,6
8268,24,1
8269,1,2
8270,24,4
8271,45,1
8272,33,0
8273,41,29
8274,2,78
8275,16,4
8276,1,8
8277,38,9
8278,29,4
8279,6,0
8280,12,2
8281,33,0
8282,5,0
8283,31,0
8284,1,5
8285,3,1
8286,17,11
8287,87,0
8288,41,1
8289,29,1
8290,22,0
8291,38,0
8292,35,0
8293,30,8
8294,45,0
8295,52,0
8296,15,1
8297,0,1
8298,44,9
8299,78,0
8300,43,0
8301,19,28
8302,33,18
8303,14,0
8304,27,0
8305,0,59
8306,4,68
8307,1,3
8308,10,53
8309,5,73
8310,2,1
8311,3,3
8312,18,3
8313,2,0
8314,2,5
8315,0,58
8316,41,29
8317,1,0
8318,6,0
8319,0,19
8320,6,0
8321,15,23
8322,1,0
8323,0,7
8324,0,1
8325,1,0
8326,8,0
8327,0,66
8328,16,0
8329,11,0
8330,24,0
8331,13,0
8332,24,0
8333,26,0
8334,1,0
8335,0,84
8336,0,75
8337,26,0
8338,15,0
8339,20,0
8340,26,0
8341,15,0
8342,3,1
8343,4,0
8344,35,0
8345,16,0
8346,22,0
8347,26,0
8348,20,0
8349,36,0
8350,33,0
8351,19,0
8352,42,0
8353,9,0
8354,3,0
8355,17,0
8356,15,45
8357,0,76
8358,29,0
8359,1,0
8360,8,0
8361,35,0
8362,21,0
8363,8,0
8364,2,2
8365,6,0
8366,48,0
8367,49,0
8368,4,0
8369,1,0
8370,16,0
8371,3,0
8372,43,0
8373,0,1
8374,22,0
8375,21,62
8376,2,2
8377,5,2
8378,17,48
8379,3,0
8380,51,28
8381,19,27
8382,13,2
8383,2,5
8384,2,54
8385,0,57
8386,1,0
8387,22,0
8388,0,61
8389,29,9
8390,19,44
8391,5,46
8392,44,27
8393,0,70
8394,9,43
8395,25,46
8396,0,78
8397,0,96
8398,0,79
8399,8,48
8400,0,64
8401,2,71
8402,2,85
8403,2,56
8404,37,23
8405,1,43
8406,0,28
8407,0,4
8408,0,29
8409,32,20
8410,38,9
8411,0,30
8412,1,2
8413,4,61
8414,26,38
8415,54,30
8416,0,33
8417,0,12
8418,2,15
8419,1,59
8420,0,76
8421,14,31
8422,57,0
8423,0,46
8424,0,83
8425,0,15
8426,0,84
8427,3,58
8428,0,47
8429,26,62
8430,9,36
8431,1,7
8432,1,87
8433,26,34
8434,38,20
8435,0,11
8436,1,55
8437,1,51
8438,0,36
8439,0,4
8440,7,39
8441,8,38
8442,47,6
8443,1,52
8444,0,50
8445,1,2
8446,7,37
8447,2,42
8448,3,18
8449,28,13
8450,22,17
8451,25,30
8452,32,4
8453,11,23
8454,40,2
8455,30,5
8456,8,27
8457,4,38
8458,27,13
8459,77,9
8460,99,1
8461,46,0
8462,24,24
8463,12,10
8464,11,40
8465,14,25
8466,10,5
8467,3,24
8468,6,0
8469,25,12
8470,13,18
8471,0,64
8472,90,4
8473,81,19
8474,17,23
8475,41,0
8476,5,45
8477,28,23
8478,2,42
8479,3,1
8480,15,0
8481,30,2
8482,18,15
8483,10,20
8484,0,67
8485,0,80
8486,1,1
8487,5,0
8488,2,1
8489,20,0
8490,37,1
8491,30,0
8492,1,20
8493,1,9
8494,2,56
8495,3,77
8496,1,0
8497,36,0
8498,0,1
8499,6,1
8500,8,2
8501,1,0
8502,4,73
8503,26,61
8504,35,0
8505,29,0
8506,26,0
8507,0,1
8508,5,1
8509,1,0
8510,2,26
8511,0,70
8512,6,57
8513,26,1
8514,30,0
8515,35,0
8516,3,4
8517,19,9
8518,28,4
8519,50,1
8520,91,2
8521,19,25
8522,20,53
8523,9,0
8524,4,0
8525,5,0
8526,6,1
8527,0,1
8528,2,2
8529,11,1
8530,0,1
8531,0,83
8532,0,76
8533,5,2
8534,1,0
8535,3,3
8536,22,3
8537,20,0
8538,32,0
8539,51,0
8540,25,0
8541,27,1
8542,3,71
8543,30,3
8544,4,1
8545,18,0
8546,30,3
8547,16,2
8548,36,0
8549,0,1
8550,34,0
8551,19,6
8552,15,0
8553,7,1
8554,14,0
8555,21,0
8556,31,0
8557,27,15
8558,2,33
8559,1,9
8560,1,5
8561,0,37
8562,0,22
8563,16,38
8564,7,54
8565,44,1
8566,7,9
8567,27,2
8568,36,5
8569,0,10
8570,0,3
8571,1,23
8572,0,24
8573,6,56
8574,4,48
8575,20,0
8576,10,11
8577,22,10
8578,32,8
8579,31,0
8580,4,19
8581,4,1
8582,21,0
8583,22,0
8584,11,8
8585,31,1
8586,0,6
8587,1,19
8588,0,6
8589,0,44
8590,2,57
8591,26,27
8592,28,3
8593,7,13
8594,41,0
8595,4,2
8596,19,0
8597,18,0
8598,24,0
8599,18,8
8600,19,0
8601,33,1
8602,0,40
8603,1,15
8604,0,38
8605,1,61
8606,51,34
8607,0,42
8608,8,24
8609,24,27
8610,5,31
8611,17,2
8612,8,19
8613,7,28
8614,20,25
8615,3,21
8616,0,7
8617,0,17
8618,2,49
8619,0,12
8620,0,26
8621,8,73
8622,4,76
8623,7,18
8624,9,37
8625,7,2
8626,14,14
8627,5,18
8628,42,13
8629,11,9
8630,0,50
8631,31,61
8632,1,30
8633,17,24
8634,18,18
8635,21,2
8636,21,4
8637,15,9
8638,21,16
8639,29,14
8640,12,7
8641,0,53
8642,0,5
8643,0,16
8644,0,10
8645,0,80
8646,26,1
8647,7,35
8648,14,10
8649,5,1
8650,19,10
8651,8,34
8652,3,10
8653,6,4
8654,21,0
8655,1,5
8656,26,66
8657,32,21
8658,47,0
8659,64,0
8660,44,0
8661,50,0
8662,2,0
8663,51,0
8664,58,0
8665,52,0
8666,26,0
8667,43,0
8668,41,0
8669,4,0
8670,12,0
8671,4,0
8672,9,0
8673,36,0
8674,3,0
8675,13,0
8676,35,0
8677,26,0
8678,3,0
8679,0,69
8680,7,72
8681,61,0
8682,34,0
8683,45,0
8684,43,0
8685,13,0
8686,1,1
8687,0,1
8688,13,0
8689,8,1
8690,16,77
8691,66,0
8692,38,0
8693,54,0
8694,41,0
8695,22,0
8696,12,0
8697,48,0
8698,49,1
8699,12,0
8700,27,0
8701,2,38
8702,30,52
8703,9,9
8704,8,23
8705,9,5
8706,5,19
8707,1,13
8708,4,16
8709,34,1
8710,3,0
8711,1,0
8712,3,9
8713,0,35
8714,3,18
8715,0,12
8716,0,23
8717,0,73
8718,10,77
8719,39,7
8720,15,17
8721,3,25
8722,8,18
8723,15,6
8724,6,8
8725,23,1
8726,26,0
8727,0,3
8728,3,37
8729,3,37
8730,3,15
8731,0,2
8732,0,1
8733,0,2
8734,8,10
8735,19,38
8736,0,22
8737,3,51
8738,26,1
8739,2,25
8740,4,4
8741,35,4
8742,12,12
8743,24,3
8744,27,5
8745,2,61
8746,1,3
8747,0,6
8748,0,16
8749,17,55
8750,6,17
8751,1,24
8752,18,14
8753,15,7
8754,9,7
8755,27,19
8756,19,18
8757,16,2
8758,8,6
8759,6,25
8760,3,34
8761,2,5
8762,0,41
8763,0,4
8764,2,6
8765,52,20
8766,9,52
8767,51,33
8768,51,20
8769,0,12
8770,0,71
8771,5,11
8772,0,63
8773,20,39
8774,4,75
8775,0,30
8776,2,18
8777,18,37
8778,0,81
8779,1,9
8780,1,38
8781,3,9
8782,0,26
8783,0,40
8784,0,13
8785,6,31
8786,2,19
8787,0,35
8788,3,24
8789,58,0
8790,54,10
8791,57,1
8792,0,62
8793,1,30
8794,2,11
8795,0,20
8796,0,5
8797,73,0
8798,13,86
8799,30,3
8800,16,35
8801,27,0
8802,5,24
8803,12,12
8804,4,3
8805,1,0
8806,20,7
8807,9,15
8808,20,3
8809,3,14
8810,30,18
8811,65,1
8812,33,0
8813,20,1
8814,0,2
8815,13,7
8816,0,78
8817,0,59
8818,1,81
8819,0,68
8820,2,4
8821,12,12
8822,14,0
8823,5,7
8824,27,0
8825,0,65
8826,18,45
8827,6,4
8828,0,1
8829,17,0
8830,5,2
8831,0,1
8832,3,38
8833,2,43
8834,27,9
8835,9,10
8836,2,13
8837,9,0
8838,23,1
8839,1,24
8840,1,0
8841,0,73
8842,8,64
8843,2,1
8844,0,1
8845,10,15
8846,48,0
8847,1,1
8848,0,1
8849,0,2
8850,35,21
8851,30,50
8852,16,4
8853,9,2
8854,16,1
8855,0,27
8856,2,72
8857,0,79
8858,11,26
8859,1,8
8860,23,8
8861,35,10
8862,2,2
8863,0,5
8864,8,12
8865,3,36
8866,5,23
8867,17,67
8868,8,1
8869,4,18
8870,0,16
8871,8,2
8872,3,6
8873,11,15
8874,15,16
8875,2,8
8876,0,1
8877,0,1
8878,16,51
8879,0,31
8880,6,27
8881,28,2
8882,39,6
8883,20,10
8884,3,1
8885,1,42
8886,0,95
8887,0,9
8888,3,0
8889,0,1
8890,0,84
8891,29,36
8892,28,0
8893,72,0
8894,25,0
8895,44,0
8896,12,0
8897,36,0
8898,14,0
8899,18,9
8900,22,2
8901,9,1
8902,7,34
8903,30,53
8904,30,0
8905,69,0
8906,18,0
8907,43,0
8908,19,0
8909,0,1
8910,7,0
8911,7,1
8912,2,0
8913,0,1
8914,0,89
8915,47,35
8916,9,2
8917,43,0
8918,2,57
8919,12,46
8920,2,5
8921,37,7
8922,32,2
8923,19,10
8924,12,30
8925,8,8
8926,13,1
8927,0,31
8928,11,37
8929,0,17
8930,2,3
8931,10,35
8932,2,66
8933,8,5
8934,3,0
8935,3,9
8936,28,4
8937,1,1
8938,1,9
8939,0,2
8940,3,59
8941,9,9
8942,1,15
8943,0,18
8944,1,55
8945,4,81
8946,3,59
8947,0,2
8948,12,11
8949,0,61
8950,2,2
8951,1,89
8952,38,9
8953,6,15
8954,1,89
8955,1,42
8956,0,65
8957,1,18
8958,0,100
8959,10,57
8960,0,1
8961,33,34
8962,0,35
8963,0,33
8964,0,27
8965,2,61
8966,0,57
8967,1,17
8968,0,38
8969,0,38
8970,5,49
8971,0,5
8972,1,62
8973,0,92
8974,0,11
8975,0,30
8976,0,9
8977,9,29
8978,0,68
8979,28,41
8980,0,15
8981,1,29
8982,1,37
8983,13,16
8984,0,2
8985,3,9
8986,0,2
8987,0,9
8988,1,27
8989,24,57
8990,74,1
8991,30,22
8992,0,15
8993,41,1
8994,3,12
8995,11,12
8996,2,1
8997,16,10
8998,25,28
8999,42,0
9000,48,0
9001,0,81
9002,1,3
9003,8,25
9004,1,15
9005,0,54
9006,19,1
9007,18,31
9008,1,46
9009,0,24
9010,0,29
9011,1,49
9012,0,26
9013,7,24
9014,0,94
9015,21,42
9016,2,86
9017,2,1
9018,4,0
9019,11,0
9020,28,0
9021,11,0
9022,6,1
9023,19,0
9024,3,2
9025,1,0
9026,1,36
9027,1,28
9028,2,5
9029,31,0
9030,0,75
9031,14,77
9032,2,0
9033,22,2
9034,1,5
9035,29,0
9036,0,2
9037,32,0
9038,0,6
9039,6,7
9040,0,46
9041,4,3
9042,9,0
9043,2,1
9044,0,46
9045,1,0
9046,0,1
9047,20,21
9048,6,2
9049,3,0
9050,2,23
9051,0,58
9052,3,83
9053,3,0
9054,19,12
9055,0,29
9056,8,7
9057,11,0
9058,0,25
9059,1,38
9060,0,4
9061,0,5
9062,0,42
9063,1,2
9064,0,24
9065,18,9
9066,4,70
9067,2,5
9068,23,2
9069,4,81
9070,31,7
9071,5,30
9072,21,11
9073,12,13
9074,5,19
9075,8,37
9076,1,6
9077,1,0
9078,2,33
9079,16,17
9080,1,13
9081,33,62
9082,24,32
9083,8,30
9084,0,25
9085,5,40
9086,6,77
9087,0,70
9088,1,0
9089,0,30
9090,24,35
9091,2,75
9092,48,33
9093,11,6
9094,13,1
9095,0,19
9096,5,6
9097,5,61
9098,2,87
9099,54,0
9100,31,0
9101,51,0
9102,40,0
9103,26,0
9104,30,0
9105,35,1
9106,20,4
9107,31,0
9108,1,0
