,F,C,R50
9415,2,0,0
9416,0,0,21
9417,0,10,0
9418,0,32,0
9419,0,0,8
9420,0,0,1
9421,0,0,1
9422,1,0,0
9423,0,0,1
9424,2,0,9
9425,0,0,11
9426,7,0,6
9427,0,0,1
9428,3,0,0
9429,1,0,0
9430,1,0,0
9431,1,0,1
9432,2,0,0
9433,3,0,3
9434,0,0,1
9435,0,25,4
9436,1,5,0
9437,2,10,0
9438,0,89,0
9439,0,63,1
9440,0,11,2
9441,0,59,0
9442,0,2,0
9443,0,38,0
9444,0,21,0
9445,0,15,3
9446,0,60,8
9447,0,71,7
9448,0,1,0
9449,0,4,0
9450,0,13,0
9451,0,13,4
9452,0,57,5
9453,0,78,1
9454,0,28,23
9455,0,9,0
9456,1,5,18
9457,1,7,26
9458,0,62,0
9459,0,22,11
9460,0,4,1
9461,8,32,2
9462,0,2,1
9463,0,52,2
9464,0,49,17
9465,3,42,0
9466,4,37,13
9467,0,17,9
9468,0,1,1
9469,0,32,1
9470,0,1,0
9471,0,70,0
9472,0,21,37
9473,0,45,0
9474,0,11,2
9475,1,0,0
9476,0,81,0
9477,0,24,0
9478,0,40,15
9479,0,4,5
9480,0,5,0
9481,0,60,1
9482,0,63,0
9483,1,47,1
9484,0,54,0
9485,0,31,0
9486,2,27,0
9487,0,92,0
9488,0,39,1
9489,1,29,8
9490,0,9,0
9491,1,5,5
9492,0,21,6
9493,0,55,0
9494,1,11,4
9495,0,64,0
9496,0,96,0
9497,0,57,4
9498,0,2,2
9499,0,47,0
9500,0,22,4
9501,7,27,0
9502,0,14,0
9503,0,14,0
9504,0,53,0
9505,1,56,0
9506,0,11,8
9507,0,7,22
9508,0,3,0
9509,0,11,0
9510,6,39,0
9511,13,33,2
9512,0,30,0
9513,0,29,0
9514,0,48,2
9515,1,55,0
9516,0,81,0
9517,0,58,0
9518,0,20,2
9519,0,19,1
9520,3,81,0
9521,9,15,0
9522,1,70,2
9523,0,0,43
9524,0,0,1
9525,0,0,18
9526,0,0,3
9527,0,0,21
9528,0,0,16
9529,0,0,27
9530,0,0,23
9531,1,4,5
9532,0,24,1
9533,0,4,1
9534,0,20,0
9535,0,0,3
9536,0,0,2
9537,1,52,0
9538,0,27,9
9539,0,94,0
9540,1,14,0
9541,1,6,0
9542,0,20,1
9543,11,29,0
9544,0,0,34
9545,0,2,7
9546,0,0,34
9547,0,9,15
9548,0,4,0
9549,0,3,0
9550,0,2,12
9551,1,85,1
9552,0,12,43
9553,0,1,1
9554,0,19,0
9555,0,5,1
9556,0,19,78
9557,1,0,0
9558,0,10,1
9559,0,2,1
9560,0,32,0
9561,0,49,8
9562,1,24,18
9563,2,16,3
9564,5,1,1
9565,0,0,2
9566,0,0,46
9567,0,0,40
9568,0,0,1
9569,0,0,21
9570,0,0,1
9571,0,0,26
9572,0,0,32
9573,0,0,3
9574,0,0,1
9575,0,0,16
9576,0,0,66
9577,26,0,0
9578,23,0,0
9579,55,0,0
9580,58,0,0
9581,42,0,0
9582,86,0,0
9583,47,0,0
9584,29,0,0
9585,19,0,0
9586,62,0,0
9587,50,0,0
9588,69,0,0
9589,8,0,0
9590,45,0,0
9591,55,0,0
9592,0,1,0
9593,0,0,20
9594,76,0,0
9595,3,0,3
9596,14,0,0
9597,35,0,0
9598,38,0,0
9599,89,0,0
9600,64,0,0
9601,25,0,0
9602,57,0,0
9603,77,0,0
9604,60,0,0
9605,32,0,0
9606,31,0,0
9607,76,0,0
9608,45,0,0
9609,56,0,0
9610,50,0,0
9611,47,0,0
9612,5,0,0
9613,43,0,0
9614,50,0,0
9615,32,0,0
9616,95,0,0
9617,69,0,0
9618,48,0,0
9619,52,0,0
9620,25,0,0
9621,70,0,0
9622,53,0,0
9623,49,0,0
9624,26,0,0
9625,60,0,0
9626,61,0,0
9627,44,0,0
9628,59,0,0
9629,38,0,0
9630,8,0,0
9631,52,0,0
9632,0,0,1
9633,0,0,14
9634,43,0,0
9635,87,0,0
9636,18,0,0
9637,82,0,0
9638,47,0,0
9639,63,0,0
9640,93,0,0
9641,43,0,0
9642,80,0,0
9643,52,0,0
9644,83,0,0
9645,28,0,0
9646,49,0,0
9647,41,0,0
9648,45,0,0
9649,55,0,0
9650,37,0,0
9651,59,0,0
9652,0,0,69
9653,0,0,14
9654,73,0,0
9655,61,0,0
9656,60,0,0
9657,32,0,0
9658,78,0,0
9659,36,0,0
9660,82,0,0
9661,47,0,0
9662,40,0,0
9663,69,0,0
9664,68,0,0
9665,71,0,0
9666,70,0,0
9667,61,0,0
9668,32,0,0
9669,0,1,0
9670,0,1,0
9671,59,0,0
9672,57,0,0
9673,100,0,0
9674,58,0,0
9675,67,0,0
9676,40,0,0
9677,62,0,0
9678,16,0,0
9679,47,0,0
9680,0,0,14
9681,78,0,0
9682,78,0,0
9683,73,0,0
9684,53,0,0
9685,49,0,0
9686,70,0,0
9687,54,0,0
9688,62,0,0
9689,59,0,0
9690,49,0,0
9691,45,0,0
9692,57,0,0
9693,41,0,0
9694,24,0,0
9695,51,0,0
9696,26,0,0
9697,14,0,0
9698,39,0,0
9699,57,0,0
9700,63,0,0
9701,48,0,0
9702,27,0,0
9703,39,0,0
9704,40,0,0
9705,79,0,0
9706,6,0,0
9707,58,0,0
9708,0,0,15
9709,0,2,11
9710,48,0,0
9711,44,0,0
9712,20,0,2
9713,54,0,0
9714,1,0,0
9715,42,0,0
9716,62,0,0
9717,76,0,0
9718,33,0,0
9719,29,0,0
9720,0,0,8
9721,0,0,29
9722,0,0,3
9723,0,27,1
9724,63,0,0
9725,59,0,0
9726,34,0,0
9727,61,0,0
9728,38,0,0
9729,50,0,0
9730,53,0,0
9731,56,0,0
9732,77,0,0
9733,55,0,0
9734,52,0,0
9735,52,0,0
9736,59,0,0
9737,57,0,0
9738,46,0,0
9739,53,0,0
9740,74,0,0
9741,51,0,0
9742,72,0,0
9743,59,0,0
9744,36,0,0
9745,86,0,0
9746,16,0,0
9747,71,0,0
9748,4,0,0
9749,28,0,0
9750,44,0,0
9751,66,0,0
9752,47,0,0
9753,60,0,0
9754,35,0,0
9755,27,0,0
9756,67,0,0
9757,50,0,1
9758,20,0,2
9759,51,0,0
9760,29,0,0
9761,26,0,0
9762,0,15,0
9763,50,0,0
9764,59,0,0
9765,58,0,0
9766,56,0,0
9767,55,0,0
9768,60,0,0
9769,64,0,0
9770,47,0,0
9771,46,0,0
9772,36,0,0
9773,0,0,34
9774,43,0,0
9775,50,0,0
9776,52,0,0
9777,43,0,0
9778,0,0,26
9779,0,31,10
9780,0,18,7
9781,0,27,14
9782,0,54,16
9783,0,57,0
9784,15,0,0
9785,43,0,0
9786,37,0,0
9787,84,0,0
9788,41,0,0
9789,70,0,0
9790,48,0,0
9791,35,0,0
9792,62,0,0
9793,40,0,0
9794,44,0,0
9795,48,0,0
9796,67,0,0
9797,21,0,0
9798,73,0,0
9799,66,0,0
9800,21,0,0
9801,74,0,0
9802,67,0,0
9803,89,0,0
9804,72,0,0
9805,53,0,0
9806,73,0,0
9807,14,0,0
9808,50,0,0
9809,9,0,0
9810,59,0,0
9811,39,0,0
9812,51,0,0
9813,9,0,0
9814,64,0,0
9815,21,0,0
9816,48,0,0
9817,50,0,0
9818,46,0,0
9819,55,0,0
9820,40,0,0
9821,0,19,0
9822,42,0,0
9823,41,0,0
9824,1,0,1
9825,55,0,0
9826,47,0,0
9827,44,0,0
9828,20,0,0
9829,35,0,0
9830,34,0,0
9831,8,0,1
9832,64,0,0
9833,36,0,0
9834,53,0,0
9835,30,0,0
9836,52,0,0
9837,0,0,10
9838,0,31,0
9839,0,45,0
9840,0,0,28
9841,0,0,1
9842,0,49,3
9843,0,16,11
9844,0,38,8
9845,1,0,0
9846,0,8,24
9847,0,93,1
9848,27,0,0
9849,28,0,0
9850,29,0,0
9851,48,0,0
9852,33,0,0
9853,58,0,0
9854,50,0,0
9855,47,0,0
9856,81,0,0
9857,0,2,0
9858,0,8,0
9859,71,0,0
9860,14,0,0
9861,22,0,0
9862,99,0,0
9863,92,0,0
9864,90,0,0
9865,85,0,0
9866,8,0,0
9867,59,0,0
9868,27,0,0
9869,95,0,0
9870,49,0,0
9871,63,0,0
9872,38,0,0
9873,1,0,1
9874,1,0,0
9875,22,0,0
9876,67,0,0
9877,30,0,0
9878,43,0,0
9879,38,0,1
9880,49,0,0
9881,45,0,0
9882,39,0,0
9883,1,0,0
9884,41,0,0
9885,59,0,0
9886,0,0,6
9887,20,0,0
9888,2,0,0
9889,25,0,0
9890,7,0,29
9891,7,0,0
9892,0,0,29
9893,44,0,0
9894,26,0,0
9895,48,0,0
9896,74,0,0
9897,21,0,6
9898,12,0,0
9899,17,0,0
9900,61,0,0
9901,7,0,15
9902,0,1,3
9903,22,0,0
9904,29,0,0
9905,65,0,0
9906,34,0,0
9907,8,0,4
9908,1,0,5
9909,0,5,2
9910,31,0,0
9911,0,22,0
9912,13,0,0
9913,34,0,0
9914,64,0,0
9915,10,0,0
9916,16,0,0
9917,0,5,0
9918,17,0,0
9919,36,0,0
9920,3,0,0
9921,57,0,0
9922,7,0,0
9923,11,0,0
9924,63,0,0
9925,62,0,0
9926,27,0,0
9927,42,0,0
9928,20,0,0
9929,51,0,0
9930,67,0,0
9931,43,0,0
9932,59,0,0
9933,100,0,0
9934,80,0,0
9935,54,0,0
9936,94,0,0
9937,62,0,0
9938,0,5,0
9939,0,1,1
9940,76,0,0
9941,28,0,0
9942,39,0,0
9943,84,0,0
9944,70,0,0
9945,28,0,0
9946,84,0,0
9947,22,0,0
9948,36,0,0
9949,0,3,0
9950,0,0,1
9951,55,0,0
9952,63,0,0
9953,88,0,0
9954,72,0,0
9955,66,0,0
9956,57,0,0
9957,31,0,0
9958,49,0,0
9959,33,0,0
9960,42,0,0
9961,37,0,0
9962,13,0,0
9963,24,0,1
9964,45,0,0
9965,56,0,0
9966,44,0,0
9967,38,0,0
9968,4,0,0
9969,31,0,0
9970,55,0,0
9971,17,0,2
9972,50,0,0
9973,57,0,0
9974,32,0,0
9975,38,0,0
9976,27,0,0
9977,50,0,0
9978,0,0,1
9979,0,48,0
9980,32,0,0
9981,15,0,4
9982,49,0,0
9983,32,0,0
9984,50,0,0
9985,13,0,0
9986,48,0,0
9987,46,0,0
9988,4,0,0
9989,31,0,0
9990,0,0,8
9991,0,0,32
9992,0,0,38
9993,46,0,0
9994,17,0,0
9995,38,0,0
9996,60,0,0
9997,38,0,0
9998,66,0,0
9999,41,0,0
10000,32,0,0
10001,5,0,1
10002,0,0,53
10003,0,0,38
10004,14,0,0
10005,1,0,0
10006,5,0,0
10007,46,0,0
10008,52,0,0
10009,69,0,0
10010,3,0,1
10011,13,0,0
10012,0,0,15
10013,0,0,2
10014,12,0,0
10015,40,0,0
10016,77,0,0
10017,52,0,0
10018,68,0,0
10019,0,0,8
10020,0,1,1
10021,0,24,0
10022,1,10,8
10023,21,0,0
10024,32,0,0
10025,57,0,0
10026,0,21,1
10027,41,0,0
10028,32,0,0
10029,38,0,0
10030,88,0,0
10031,74,0,0
10032,67,0,0
10033,0,14,0
10034,0,8,7
10035,38,0,0
10036,34,0,0
10037,50,0,0
10038,42,0,0
10039,6,0,0
10040,61,0,0
10041,77,0,0
10042,54,0,0
10043,31,0,0
10044,43,0,0
10045,54,0,1
10046,92,0,0
10047,47,0,0
10048,98,0,1
10049,43,0,0
10050,0,17,0
10051,46,0,0
10052,17,0,0
10053,55,0,0
10054,55,0,0
10055,53,0,0
10056,51,0,0
10057,47,0,0
10058,30,0,0
10059,24,0,5
10060,23,0,3
10061,0,0,4
10062,20,0,0
10063,1,0,0
10064,57,0,0
10065,3,0,2
10066,16,0,3
10067,1,0,4
10068,0,0,27
10069,0,0,11
10070,17,0,0
10071,13,0,0
10072,46,0,0
10073,40,0,0
10074,51,0,0
10075,1,0,2
10076,8,0,14
10077,2,0,13
10078,1,0,6
10079,1,0,1
10080,15,0,0
10081,49,0,0
10082,27,0,10
10083,1,0,0
10084,0,12,0
10085,0,16,1
10086,0,3,4
10087,0,13,0
10088,0,13,0
10089,0,31,0
10090,0,4,4
10091,0,45,8
10092,0,0,10
10093,0,0,3
10094,0,1,1
10095,0,2,0
10096,0,32,14
10097,0,2,0
10098,0,5,4
10099,11,0,0
10100,31,0,0
10101,32,0,0
10102,0,39,0
10103,74,0,0
10104,13,0,0
10105,37,0,0
10106,51,0,0
10107,36,0,0
10108,0,4,0
10109,0,22,21
10110,67,0,0
10111,31,0,0
10112,72,0,0
10113,81,0,0
10114,64,0,0
10115,70,0,0
10116,65,0,0
10117,21,0,0
10118,41,0,0
10119,73,0,0
10120,34,0,0
10121,46,0,0
10122,74,0,0
10123,1,0,0
10124,52,0,0
10125,26,0,0
10126,0,15,0
10127,22,0,0
10128,61,0,0
10129,43,0,0
10130,78,0,0
10131,54,0,0
10132,54,0,0
10133,59,0,0
10134,67,0,0
10135,0,0,12
10136,1,0,0
10137,55,0,0
10138,20,0,0
10139,0,0,32
10140,57,0,0
10141,27,0,0
10142,69,0,0
10143,23,0,0
10144,45,0,1
10145,23,0,0
10146,0,0,1
10147,0,0,17
10148,8,0,0
10149,11,0,0
10150,25,0,0
10151,79,0,0
10152,28,0,0
10153,66,0,0
10154,17,0,0
10155,29,0,4
10156,11,0,0
10157,49,0,0
10158,35,0,1
10159,0,4,11
10160,23,0,0
10161,55,0,0
10162,1,0,0
10163,15,0,5
10164,28,0,0
10165,0,3,0
10166,1,6,1
10167,0,5,0
10168,0,23,0
10169,0,38,1
10170,0,0,10
10171,0,0,1
10172,1,0,0
10173,0,35,0
10174,0,19,3
10175,0,21,0
10176,1,0,0
10177,0,16,2
10178,0,4,3
10179,0,12,2
10180,0,33,0
10181,0,19,2
10182,1,2,4
10183,56,0,0
10184,22,0,0
10185,43,0,0
10186,67,0,0
10187,53,0,0
10188,40,0,0
10189,14,0,0
10190,46,0,0
10191,70,0,0
10192,12,0,0
10193,70,0,0
10194,39,0,0
10195,29,0,0
10196,11,0,0
10197,26,0,0
10198,63,0,0
10199,11,0,0
10200,5,0,0
10201,21,0,0
10202,30,0,0
10203,7,0,0
10204,38,0,0
10205,52,0,0
10206,89,0,0
10207,33,0,0
10208,92,0,0
10209,13,0,0
10210,25,0,0
10211,44,0,0
10212,30,0,0
10213,92,0,0
10214,42,0,0
10215,75,0,0
10216,32,0,0
10217,34,0,0
10218,0,0,19
10219,3,0,0
10220,38,0,1
10221,30,0,0
10222,0,0,14
10223,2,0,23
10224,55,0,0
10225,18,0,0
10226,14,0,0
10227,2,0,4
10228,8,0,0
10229,0,0,2
10230,3,0,1
10231,2,0,3
10232,28,0,0
10233,9,0,15
10234,13,0,16
10235,12,0,4
10236,8,0,0
10237,7,0,0
10238,29,0,0
10239,0,0,19
10240,25,0,0
10241,63,0,0
10242,1,0,2
10243,12,0,0
10244,31,0,0
10245,11,0,0
10246,27,0,0
10247,2,0,4
10248,2,0,2
10249,0,0,6
10250,12,0,0
10251,36,0,0
10252,0,22,0
10253,0,1,0
10254,36,0,0
10255,2,0,1
10256,4,0,3
10257,24,0,0
10258,40,0,0
10259,25,0,0
10260,1,0,1
10261,0,5,0
10262,41,0,0
10263,0,15,0
10264,42,0,0
10265,39,0,0
10266,70,0,0
10267,12,0,0
10268,13,0,0
10269,32,0,0
10270,27,0,0
10271,50,0,0
10272,42,0,0
10273,0,25,0
10274,23,0,0
10275,15,0,0
10276,48,0,0
10277,42,0,0
10278,11,0,0
10279,58,0,0
10280,41,0,0
10281,93,0,0
10282,49,0,0
10283,16,0,0
10284,25,0,1
10285,9,0,0
10286,0,4,0
10287,53,0,0
10288,34,0,0
10289,29,0,0
10290,52,0,0
10291,38,0,0
10292,19,0,0
10293,37,0,0
10294,0,5,1
10295,56,0,0
10296,39,0,0
10297,30,0,0
10298,3,0,0
10299,45,0,0
10300,18,0,0
10301,42,0,0
10302,47,0,0
10303,86,0,0
10304,39,0,0
10305,30,0,0
10306,53,0,0
10307,76,0,0
10308,19,0,0
10309,53,0,0
10310,30,0,0
10311,58,0,0
10312,47,0,0
10313,74,0,0
10314,70,0,0
10315,53,0,0
10316,0,0,5
10317,0,35,0
10318,56,0,0
10319,46,0,0
10320,21,0,2
10321,16,0,0
10322,38,0,0
10323,42,0,0
10324,34,0,0
10325,55,0,0
10326,43,0,0
10327,54,0,0
10328,0,0,34
10329,0,2,1
10330,0,0,1
10331,70,0,0
10332,13,0,0
10333,36,0,0
10334,3,0,1
10335,32,0,0
10336,42,0,0
10337,0,0,1
10338,1,2,1
10339,40,0,0
10340,22,0,0
10341,32,0,0
10342,16,0,2
10343,0,1,1
10344,0,0,1
10345,45,0,0
10346,18,0,0
10347,27,0,0
10348,6,0,2
10349,0,0,44
10350,0,3,0
10351,26,0,0
10352,60,0,0
10353,28,0,0
10354,11,0,19
10355,3,0,1
10356,25,0,0
10357,40,0,0
10358,24,0,0
10359,8,0,2
10360,36,0,2
10361,30,0,0
10362,41,0,0
10363,1,0,0
10364,32,0,0
10365,10,0,0
10366,0,0,6
10367,36,0,0
10368,8,0,0
10369,25,0,0
10370,1,0,3
10371,25,0,0
10372,21,0,0
10373,55,0,0
10374,0,0,59
10375,0,1,1
10376,30,0,0
10377,46,0,0
10378,22,0,0
10379,2,0,36
10380,1,0,31
10381,58,0,0
10382,38,0,0
10383,65,0,0
10384,0,0,18
10385,1,0,0
10386,0,10,0
10387,0,18,0
10388,0,26,1
10389,0,26,0
10390,0,27,0
10391,0,38,0
10392,0,8,4
10393,0,32,0
10394,18,0,0
10395,36,0,0
10396,24,0,0
10397,1,24,0
10398,51,0,0
10399,40,0,0
10400,46,0,0
10401,16,0,0
10402,30,0,0
10403,1,0,0
10404,11,0,0
10405,0,1,24
10406,31,0,1
10407,25,0,0
10408,19,0,0
10409,44,0,0
10410,77,0,0
10411,35,0,0
10412,62,0,0
10413,20,0,0
10414,16,0,0
10415,52,0,0
10416,22,0,1
10417,46,0,0
10418,4,0,0
10419,53,0,0
10420,81,0,0
10421,0,86,0
10422,29,0,0
10423,68,0,0
10424,25,0,1
10425,50,0,0
10426,12,0,0
10427,40,0,0
10428,83,0,0
10429,96,0,0
10430,44,0,0
10431,94,0,0
10432,0,0,33
10433,61,0,0
10434,68,0,0
10435,22,0,1
10436,1,0,24
10437,27,0,0
10438,7,1,22
10439,8,0,0
10440,7,0,16
10441,0,0,29
10442,26,0,0
10443,24,0,0
10444,0,0,24
10445,31,0,6
10446,19,0,19
10447,0,0,1
10448,0,2,7
10449,26,0,0
10450,2,0,20
10451,14,0,6
10452,18,0,0
10453,4,0,17
10454,5,0,6
10455,43,0,0
10456,50,0,0
10457,0,0,49
10458,0,0,63
10459,46,0,0
10460,18,0,0
10461,25,0,10
10462,1,0,0
10463,46,0,0
10464,45,0,0
10465,30,0,0
10466,3,0,13
10467,34,0,0
10468,1,0,10
10469,7,0,3
10470,28,0,0
10471,16,0,0
10472,0,8,2
10473,0,16,1
10474,0,47,0
10475,1,0,0
10476,0,39,0
10477,0,19,0
10478,0,37,0
10479,0,14,0
10480,0,16,1
10481,0,38,0
10482,0,33,0
10483,0,21,3
10484,0,0,1
10485,0,17,8
10486,0,2,1
10487,0,23,3
10488,0,1,1
10489,0,11,0
10490,0,2,0
10491,0,27,0
10492,0,1,1
10493,0,13,0
10494,49,0,0
10495,38,0,0
10496,50,0,0
10497,0,41,4
10498,40,0,0
10499,51,0,0
10500,5,0,0
10501,34,0,0
10502,46,0,0
10503,27,0,0
10504,24,0,0
10505,0,1,0
10506,33,0,0
10507,43,0,0
10508,36,0,0
10509,29,0,0
10510,3,0,0
10511,13,0,0
10512,25,0,0
10513,14,0,0
10514,23,0,0
10515,30,0,0
10516,19,0,0
10517,2,0,1
10518,39,0,0
10519,59,0,0
10520,0,85,0
10521,6,0,0
10522,26,0,0
10523,44,0,0
10524,59,0,0
10525,56,0,0
10526,64,0,0
10527,3,0,0
10528,82,0,0
10529,40,0,0
10530,0,0,10
10531,0,0,1
10532,37,0,0
10533,49,0,0
10534,0,0,20
10535,15,0,0
10536,19,0,14
10537,0,0,25
10538,13,0,0
10539,21,0,0
10540,26,0,3
10541,27,0,0
10542,5,0,23
10543,30,0,0
10544,21,0,5
10545,2,0,1
10546,20,0,34
10547,23,0,3
10548,0,20,0
10549,34,0,0
10550,19,0,20
10551,6,0,12
10552,9,0,0
10553,35,0,0
10554,26,0,0
10555,0,0,38
10556,24,0,0
10557,54,0,0
10558,19,0,21
10559,28,0,0
10560,0,0,1
10561,59,0,0
10562,33,0,0
10563,59,0,0
10564,18,0,0
10565,44,0,1
10566,66,0,0
10567,11,0,0
10568,0,28,3
10569,1,0,24
10570,17,0,19
10571,15,0,0
10572,6,0,0
10573,0,10,0
10574,0,9,1
10575,0,22,0
10576,0,10,1
10577,0,17,0
10578,0,5,0
10579,0,19,0
10580,0,19,1
10581,0,0,3
10582,0,1,0
10583,0,29,0
10584,0,1,4
10585,0,26,0
10586,0,11,1
10587,0,13,0
10588,0,10,7
10589,0,32,0
10590,0,21,0
10591,0,11,0
10592,1,13,0
10593,0,42,0
10594,0,20,0
10595,0,20,3
10596,0,15,11
10597,1,28,0
10598,1,3,0
10599,0,2,0
10600,0,18,0
10601,0,2,0
10602,0,12,0
10603,0,3,0
10604,0,0,2
10605,0,0,15
10606,0,0,1
10607,0,0,5
10608,0,0,3
10609,0,0,16
10610,0,0,1
10611,0,0,11
10612,0,0,25
10613,0,0,22
10614,0,0,12
10615,0,0,13
10616,0,0,2
10617,0,54,0
10618,0,29,0
10619,71,0,0
10620,40,0,0
10621,40,0,0
10622,14,0,0
10623,4,0,0
10624,0,46,0
10625,0,22,0
10626,32,0,0
10627,23,0,0
10628,45,0,0
10629,16,0,0
10630,42,0,0
10631,48,0,0
10632,22,0,0
10633,16,0,0
10634,0,9,0
10635,0,36,0
10636,13,0,0
10637,29,0,0
10638,27,0,0
10639,11,0,0
10640,52,0,0
10641,23,0,0
10642,16,0,1
10643,30,0,0
10644,21,0,0
10645,64,0,0
10646,16,0,1
10647,40,0,0
10648,67,0,0
10649,8,0,0
10650,31,0,4
10651,30,0,0
10652,23,0,0
10653,71,0,0
10654,10,0,1
10655,0,0,6
10656,52,0,0
10657,45,0,0
10658,60,0,0
10659,0,0,1
10660,0,4,0
10661,0,1,1
10662,7,0,13
10663,29,0,0
10664,8,0,0
10665,1,2,8
10666,7,0,0
10667,9,0,0
10668,0,5,5
10669,1,6,12
10670,13,0,0
10671,22,0,0
10672,0,0,3
10673,6,4,1
10674,0,1,0
10675,0,0,70
10676,2,2,0
10677,0,1,15
10678,0,34,14
10679,0,1,0
10680,0,0,3
10681,2,1,0
10682,0,28,0
10683,0,0,12
10684,0,0,12
10685,2,0,0
10686,0,2,20
10687,0,9,0
10688,84,0,0
10689,0,28,0
10690,0,65,0
10691,12,0,0
10692,45,0,0
10693,0,30,0
10694,0,5,0
10695,47,0,0
10696,42,0,0
10697,19,0,0
10698,0,27,1
10699,37,0,0
10700,37,0,0
10701,18,0,1
10702,31,0,0
10703,20,0,0
10704,16,0,0
10705,19,0,0
10706,24,0,0
10707,0,8,0
10708,0,6,0
10709,10,0,0
10710,25,0,0
10711,14,0,0
10712,22,0,0
10713,28,0,0
10714,69,0,0
10715,0,24,1
10716,0,13,0
10717,76,0,0
10718,12,0,0
10719,2,0,0
10720,43,0,0
10721,60,0,0
10722,26,0,0
10723,46,0,0
10724,1,15,0
10725,0,12,0
10726,49,0,0
10727,49,0,0
10728,79,0,0
10729,17,0,0
10730,2,0,0
10731,39,0,0
10732,12,0,0
10733,6,0,0
10734,9,0,2
10735,18,0,0
10736,4,0,0
10737,45,0,0
10738,0,35,0
10739,0,12,11
10740,3,0,0
10741,3,0,0
10742,61,0,0
10743,24,0,0
10744,18,0,0
10745,35,0,0
10746,0,39,0
10747,13,0,1
10748,8,0,4
10749,23,0,0
10750,15,0,0
10751,23,0,0
10752,23,0,0
10753,18,0,0
10754,52,0,0
10755,43,0,0
10756,13,0,0
10757,30,0,0
10758,28,0,0
10759,36,0,0
10760,44,0,0
10761,5,0,0
10762,25,0,0
10763,18,0,0
10764,44,0,0
10765,30,0,0
10766,57,0,0
10767,31,0,0
10768,0,0,2
10769,0,56,0
10770,17,0,0
10771,20,0,1
10772,35,0,3
10773,57,0,0
10774,38,0,0
10775,30,0,0
10776,22,0,0
10777,27,0,0
10778,36,0,0
10779,69,0,0
10780,0,0,8
10781,0,0,1
10782,0,0,4
10783,7,0,0
10784,9,0,26
10785,20,2,0
10786,0,6,0
10787,14,2,2
10788,1,4,2
10789,0,1,0
10790,10,0,0
10791,1,0,0
10792,0,8,34
10793,19,0,0
10794,2,0,13
10795,0,1,2
10796,8,0,0
10797,0,7,0
10798,0,0,3
10799,1,0,0
10800,10,0,0
10801,0,0,18
10802,20,0,0
10803,7,0,2
10804,0,1,0
10805,1,0,3
10806,1,1,8
10807,0,1,1
10808,0,21,1
10809,4,0,34
10810,8,0,4
10811,0,0,3
10812,0,10,21
10813,0,8,0
10814,14,0,0
10815,5,1,2
10816,0,0,3
10817,0,45,0
10818,0,3,0
10819,0,22,0
10820,0,59,0
10821,0,11,0
10822,0,1,0
10823,0,1,0
10824,0,20,0
10825,0,6,0
10826,0,12,3
10827,1,1,1
10828,0,1,2
10829,0,0,6
10830,0,3,1
10831,0,5,24
10832,2,0,0
10833,1,0,2
10834,3,1,7
10835,0,9,0
10836,0,0,10
10837,1,2,1
10838,0,0,18
10839,0,15,8
10840,4,0,0
10841,0,1,20
10842,1,0,4
10843,0,80,0
10844,0,6,0
10845,25,0,0
10846,11,0,0
10847,9,0,0
10848,95,0,0
10849,29,0,0
10850,0,11,0
10851,0,1,0
10852,21,0,0
10853,19,0,0
10854,26,0,0
10855,58,0,0
10856,32,0,0
10857,24,0,0
10858,46,0,0
10859,5,0,0
10860,57,0,0
10861,21,0,0
10862,13,0,0
10863,0,41,0
10864,0,1,0
10865,53,0,0
10866,10,0,0
10867,33,0,0
10868,9,0,0
10869,35,0,0
10870,63,0,0
10871,41,0,0
10872,26,0,6
10873,7,0,0
10874,32,0,0
10875,1,0,0
10876,42,0,0
10877,49,0,0
10878,77,0,0
10879,33,0,0
10880,0,98,0
10881,20,0,1
10882,35,0,0
10883,66,0,0
10884,0,0,1
10885,31,0,0
10886,48,0,0
10887,26,0,0
10888,48,0,0
10889,28,0,1
10890,51,0,2
10891,79,0,0
10892,0,0,3
10893,0,0,1
10894,7,3,1
10895,8,4,0
10896,6,0,0
10897,0,0,2
10898,0,0,3
10899,1,0,2
10900,1,0,0
10901,2,0,0
10902,0,1,5
10903,1,0,0
10904,0,11,1
10905,4,10,12
10906,0,0,2
10907,1,2,2
10908,0,1,0
10909,0,0,4
10910,0,5,0
10911,0,17,0
10912,0,6,0
10913,0,21,0
10914,0,31,0
10915,0,38,0
10916,0,11,0
10917,0,27,0
10918,0,28,0
10919,0,2,0
10920,0,30,0
10921,0,30,0
10922,0,24,0
10923,0,7,0
10924,0,30,0
10925,0,15,0
10926,0,19,0
10927,0,33,0
10928,0,28,0
10929,0,46,0
10930,0,3,0
10931,0,20,0
10932,0,12,0
10933,0,8,0
10934,0,6,1
10935,1,1,1
10936,0,2,4
10937,0,2,16
10938,0,3,26
10939,0,1,0
10940,0,2,0
10941,7,1,15
10942,0,1,0
10943,0,8,2
10944,0,11,0
10945,0,0,20
10946,0,18,0
10947,0,53,0
10948,0,58,0
10949,47,0,0
10950,23,0,0
10951,52,0,0
10952,78,0,0
10953,18,0,0
10954,0,42,0
10955,0,1,0
10956,37,0,0
10957,11,0,0
10958,55,0,0
10959,20,0,0
10960,20,0,0
10961,17,0,0
10962,41,0,0
10963,46,0,0
10964,0,61,0
10965,21,0,0
10966,2,0,0
10967,23,0,0
10968,20,0,0
