,F,C,R75
8908,73,27,0
8909,84,16,0
8910,0,0,28
8911,0,0,1
8912,1,0,0
8913,0,1,4
8914,0,0,9
8915,0,0,30
8916,0,2,1
8917,0,4,0
8918,0,2,7
8919,1,3,0
8920,0,1,1
8921,0,1,10
8922,0,0,1
8923,0,1,20
8924,0,5,0
8925,0,0,6
8926,0,0,15
8927,0,8,0
8928,0,0,1
8929,0,0,36
8930,0,3,15
8931,0,0,2
8932,0,0,2
8933,0,0,18
8934,0,0,3
8935,0,1,1
8936,0,0,1
8937,0,22,1
8938,0,1,0
8939,0,0,2
8940,0,0,47
8941,0,24,0
8942,0,1,0
8943,0,0,1
8944,0,30,0
8945,0,0,1
8946,0,0,68
8947,0,0,5
8948,0,1,5
8949,0,0,18
8950,0,0,1
8951,0,0,10
8952,0,5,6
8953,0,0,9
8954,1,0,0
8955,0,0,3
8956,0,0,36
8957,0,0,3
8958,0,1,21
8959,0,14,0
8960,0,22,29
8961,0,3,0
8962,0,0,22
8963,1,0,3
8964,0,0,23
8965,0,5,1
8966,0,0,2
8967,0,3,0
8968,0,30,7
8969,0,2,0
8970,0,0,18
8971,0,0,2
8972,0,0,18
8973,0,4,4
8974,1,8,14
8975,0,1,0
8976,1,3,0
8977,0,2,12
8978,1,2,1
8979,0,0,12
8980,0,0,26
8981,0,0,1
8982,0,0,5
8983,0,4,7
8984,0,0,12
8985,0,1,1
8986,0,5,0
8987,0,16,0
8988,0,15,0
8989,0,23,3
8990,0,1,43
8991,0,52,0
8992,0,13,0
8993,0,23,1
8994,0,17,0
8995,0,3,0
8996,0,10,0
8997,1,1,0
8998,0,1,7
8999,0,4,2
9000,0,0,21
9001,0,0,25
9002,0,0,11
9003,0,14,5
9004,0,0,38
9005,0,3,9
9006,0,0,9
9007,0,73,0
9008,0,0,4
9009,0,6,0
9010,0,18,2
9011,0,0,3
9012,1,9,36
9013,1,8,0
9014,0,0,15
9015,0,12,0
9016,0,0,15
9017,0,46,0
9018,0,30,0
9019,0,1,0
9020,1,0,6
9021,0,0,62
9022,0,89,1
9023,1,45,5
9024,0,38,35
9025,0,0,1
9026,0,53,2
9027,0,7,0
9028,0,15,65
9029,0,73,0
9030,0,47,19
9031,0,80,0
9032,0,42,0
9033,0,50,9
9034,0,61,0
9035,0,0,2
9036,0,3,0
9037,0,0,58
9038,0,14,1
9039,0,95,0
9040,0,64,0
9041,0,13,8
9042,0,100,0
9043,0,33,18
9044,0,12,72
9045,0,55,1
9046,0,1,1
9047,0,5,62
9048,0,44,19
9049,0,25,33
9050,0,6,12
9051,0,69,1
9052,0,43,39
9053,0,16,48
9054,0,29,6
9055,0,34,18
9056,0,12,55
9057,1,28,14
9058,0,37,26
9059,0,11,19
9060,0,0,10
9061,0,47,1
9062,0,59,8
9063,0,8,2
9064,0,51,12
9065,0,18,11
9066,0,11,67
9067,0,11,44
9068,1,12,64
9069,0,74,3
9070,0,9,18
9071,0,43,14
9072,0,86,0
9073,0,7,12
9074,0,26,1
9075,0,67,2
9076,0,47,18
9077,1,46,34
9078,0,13,28
9079,0,25,54
9080,0,63,17
9081,0,74,0
9082,0,96,0
9083,0,48,0
9084,1,87,0
9085,0,1,3
9086,0,1,0
9087,0,45,14
9088,0,25,58
9089,0,54,1
9090,0,34,9
9091,0,8,0
9092,0,77,0
9093,0,3,65
9094,0,56,0
9095,0,81,3
9096,0,0,1
9097,0,7,9
9098,0,17,10
9099,0,34,18
9100,1,31,21
9101,0,0,56
9102,0,36,0
9103,0,7,12
9104,0,31,3
9105,0,35,37
9106,0,3,63
9107,0,9,9
9108,0,2,5
9109,1,38,12
9110,0,59,32
9111,0,0,1
9112,0,86,0
9113,1,41,6
9114,0,60,17
9115,0,14,23
9116,0,17,7
9117,0,64,19
9118,0,20,36
9119,0,0,32
9120,0,0,81
9121,0,2,1
9122,0,0,43
9123,0,12,30
9124,0,60,17
9125,0,80,0
9126,0,38,50
9127,0,1,2
9128,0,3,0
9129,0,2,42
9130,0,52,14
9131,0,2,86
9132,0,4,86
9133,0,47,24
9134,0,4,57
9135,0,11,0
9136,1,13,17
9137,0,7,20
9138,0,26,11
9139,0,3,23
9140,0,13,0
9141,1,50,6
9142,0,31,0
9143,1,7,2
9144,0,29,12
9145,0,76,1
9146,0,32,4
9147,0,28,28
9148,0,29,48
9149,0,12,2
9150,1,2,11
9151,0,14,14
9152,0,9,4
9153,0,10,9
9154,0,11,9
9155,1,50,0
9156,0,24,13
9157,0,24,3
9158,0,60,25
9159,0,57,20
9160,0,34,18
9161,1,13,0
9162,0,3,8
9163,0,0,17
9164,0,0,86
9165,0,1,4
9166,1,0,2
9167,0,0,93
9168,0,0,3
9169,1,2,0
9170,0,0,4
9171,0,0,81
9172,0,0,9
9173,0,11,23
9174,0,0,33
9175,1,40,0
9176,1,0,0
9177,39,17,0
9178,1,0,0
9179,0,0,2
9180,1,0,25
9181,0,0,1
9182,0,0,12
9183,36,0,3
9184,1,36,2
9185,0,0,12
9186,25,50,0
9187,46,0,0
9188,59,0,0
9189,0,1,0
9190,2,2,6
9191,1,6,12
9192,0,0,1
9193,2,7,5
9194,1,0,0
9195,0,0,4
9196,0,0,11
9197,4,0,0
9198,0,0,1
9199,3,10,0
9200,2,1,0
9201,53,24,0
9202,0,1,2
9203,0,0,4
9204,0,2,0
9205,0,0,6
9206,27,42,0
9207,4,9,3
9208,0,8,34
9209,0,0,1
9210,1,15,3
9211,0,0,20
9212,0,1,0
9213,0,0,3
9214,2,3,2
9215,7,15,0
9216,36,48,2
9217,70,22,0
9218,16,83,1
9219,15,58,11
9220,18,64,1
9221,5,92,2
9222,9,31,32
9223,75,25,0
9224,0,85,16
9225,1,56,1
9226,40,48,0
9227,1,65,1
9228,8,76,1
9229,37,45,5
9230,29,57,0
9231,6,25,51
9232,5,56,10
9233,5,94,1
9234,12,87,0
9235,0,7,80
9236,0,30,51
9237,4,58,24
9238,50,23,8
9239,6,50,12
9240,0,57,35
9241,20,59,7
9242,19,76,0
9243,36,62,2
9244,2,27,43
9245,15,35,50
9246,50,35,3
9247,0,86,4
9248,0,31,7
9249,3,0,0
9250,0,1,1
9251,4,0,0
9252,0,0,1
9253,0,0,3
9254,27,3,0
9255,0,0,18
9256,38,0,0
9257,0,55,0
9258,1,0,14
9259,0,0,57
9260,2,0,0
9261,0,0,5
9262,0,1,1
9263,0,0,49
9264,1,1,3
9265,17,8,1
9266,12,20,4
9267,1,14,0
9268,23,33,2
9269,27,54,0
9270,24,40,16
9271,4,36,24
9272,35,38,5
9273,26,54,0
9274,28,6,40
9275,65,6,29
9276,8,52,16
9277,25,75,0
9278,82,12,1
9279,15,85,0
9280,20,46,7
9281,2,22,20
9282,12,69,0
9283,43,55,1
9284,6,60,32
9285,3,81,2
9286,11,89,0
9287,63,19,0
9288,14,80,1
9289,0,9,5
9290,0,0,53
9291,0,0,12
9292,2,19,30
9293,2,85,3
9294,4,96,0
9295,0,83,17
9296,16,84,0
9297,2,94,3
9298,0,84,2
9299,2,80,0
9300,10,34,31
9301,45,30,0
9302,0,75,4
9303,0,75,0
9304,24,8,1
9305,1,0,0
9306,30,0,0
9307,0,0,32
9308,1,80,0
9309,0,0,3
9310,0,0,19
9311,1,0,0
9312,0,1,0
9313,0,0,13
9314,19,1,0
9315,2,0,0
9316,1,0,0
9317,1,2,1
9318,25,41,0
9319,0,0,12
9320,19,8,8
9321,19,64,1
9322,0,16,5
9323,4,45,38
9324,0,80,20
9325,1,18,11
9326,16,25,56
9327,0,81,16
9328,10,47,27
9329,32,58,0
9330,0,65,10
9331,68,27,0
9332,30,41,26
9333,1,87,0
9334,13,45,42
9335,1,79,20
9336,82,1,0
9337,10,52,23
9338,1,74,8
9339,18,60,4
9340,4,56,4
9341,11,56,6
9342,8,69,0
9343,1,0,80
9344,0,0,65
9345,0,13,39
9346,3,47,0
9347,0,80,15
9348,20,80,0
9349,3,92,0
9350,0,86,0
9351,0,100,0
9352,5,95,0
9353,5,95,0
9354,35,36,0
9355,1,59,15
9356,0,79,0
9357,0,76,0
9358,0,100,0
9359,5,95,0
9360,1,99,0
9361,14,86,0
9362,7,88,1
9363,0,78,0
9364,0,96,1
9365,0,21,61
9366,8,0,0
9367,1,1,3
9368,6,10,0
9369,0,0,28
9370,1,0,0
9371,0,0,2
9372,51,11,0
9373,2,0,0
9374,7,1,0
9375,0,2,0
9376,0,1,39
9377,0,0,5
9378,0,0,3
9379,0,19,43
9380,8,0,0
9381,2,0,0
9382,9,33,42
9383,2,3,0
9384,2,45,0
9385,7,0,0
9386,4,29,1
9387,8,45,0
9388,1,4,1
9389,5,7,0
9390,14,64,0
9391,1,73,0
9392,8,59,11
9393,5,54,10
9394,1,96,0
9395,0,87,4
9396,1,90,0
9397,3,62,17
9398,8,74,0
9399,3,30,16
9400,1,73,20
9401,0,64,12
9402,20,51,0
9403,22,32,10
9404,0,100,0
9405,22,59,0
9406,0,25,26
9407,4,71,8
9408,42,12,10
9409,4,68,28
9410,40,22,20
9411,3,83,2
9412,0,25,6
9413,0,6,42
9414,0,1,0
9415,0,49,0
9416,1,72,9
9417,30,70,0
9418,0,86,0
9419,0,94,1
9420,0,100,0
9421,7,92,1
9422,1,98,0
9423,5,65,0
9424,2,71,0
9425,0,72,0
9426,0,87,0
9427,0,72,1
9428,2,98,0
9429,0,100,0
9430,4,96,0
9431,5,65,0
9432,32,68,0
9433,1,88,10
9434,0,61,2
9435,1,87,0
9436,35,65,0
9437,0,64,36
9438,13,76,0
9439,54,33,0
9440,0,88,0
9441,0,52,10
9442,0,0,40
9443,0,0,24
9444,1,0,7
9445,0,0,2
9446,9,0,0
9447,0,0,1
9448,1,0,3
9449,0,0,2
9450,0,11,2
9451,1,0,0
9452,0,0,9
9453,3,0,0
9454,0,1,41
9455,26,32,0
9456,7,2,0
9457,0,2,66
9458,0,0,1
9459,2,2,0
9460,7,4,3
9461,0,7,0
9462,0,0,17
9463,0,2,67
9464,0,0,1
9465,0,0,3
9466,0,1,55
9467,14,10,0
9468,30,22,0
9469,1,9,1
9470,1,0,0
9471,2,3,0
9472,51,38,0
9473,0,20,0
9474,7,6,0
9475,2,8,55
9476,10,74,1
9477,0,94,0
9478,1,0,0
9479,40,57,3
9480,45,55,0
9481,2,78,0
9482,1,99,0
9483,2,64,0
9484,6,37,13
9485,6,78,15
9486,7,38,9
9487,37,30,0
9488,28,18,17
9489,44,20,0
9490,1,0,3
9491,1,99,0
9492,30,52,7
9493,0,0,88
9494,0,20,1
9495,2,65,3
9496,0,13,2
9497,25,31,4
9498,0,58,19
9499,1,78,0
9500,14,63,22
9501,2,11,74
9502,4,66,5
9503,7,11,30
9504,0,0,3
9505,34,42,6
9506,0,6,18
9507,0,2,18
9508,100,0,0
9509,100,0,0
9510,100,0,0
9511,44,0,0
9512,51,0,0
9513,49,0,0
9514,39,0,0
9515,2,98,0
9516,3,97,0
9517,0,99,0
9518,100,0,0
9519,96,0,0
9520,100,0,0
9521,68,0,0
9522,37,0,0
9523,56,0,0
9524,35,0,0
9525,47,0,0
9526,92,0,0
9527,63,0,0
9528,2,98,0
9529,1,99,0
9530,0,100,0
9531,0,22,44
9532,1,4,36
9533,100,0,0
9534,97,0,0
9535,100,0,0
9536,100,0,0
9537,82,0,0
9538,92,0,0
9539,64,0,0
9540,32,0,0
9541,55,0,1
9542,51,0,0
9543,2,98,0
9544,5,71,24
9545,0,98,2
9546,1,84,15
9547,0,0,50
9548,0,14,36
9549,99,0,0
9550,94,0,0
9551,100,0,0
9552,98,0,0
9553,41,0,2
9554,70,0,0
9555,37,0,0
9556,47,0,0
9557,67,0,0
9558,50,0,0
9559,19,81,0
9560,1,98,0
9561,35,65,0
9562,0,100,0
9563,2,98,0
9564,0,100,0
9565,0,0,19
9566,40,23,0
9567,3,37,2
9568,0,2,0
9569,1,0,17
9570,1,0,2
9571,1,0,0
9572,0,0,68
9573,0,1,5
9574,21,71,5
9575,27,61,0
9576,7,85,1
9577,8,29,1
9578,64,35,0
9579,5,35,32
9580,44,49,0
9581,0,94,0
9582,15,72,0
9583,36,48,7
9584,0,92,0
9585,0,0,1
9586,0,1,0
9587,1,0,0
9588,23,42,22
9589,3,96,0
9590,0,18,6
9591,0,2,0
9592,0,26,49
9593,0,2,6
9594,98,0,0
9595,99,0,0
9596,100,0,0
9597,100,0,0
9598,58,0,0
9599,34,0,0
9600,20,0,0
9601,60,0,0
9602,35,0,0
9603,76,0,0
9604,3,54,28
9605,1,99,0
9606,98,0,0
9607,32,0,0
9608,55,0,0
9609,51,0,0
9610,55,0,0
9611,0,95,2
9612,2,81,0
9613,100,0,0
9614,36,0,0
9615,50,0,0
9616,56,0,0
9617,100,0,0
9618,0,97,1
9619,0,49,39
9620,0,72,27
9621,1,94,1
9622,3,85,0
9623,100,0,0
9624,40,0,0
9625,68,0,0
9626,25,0,0
9627,51,0,0
9628,0,99,0
9629,4,96,0
9630,10,86,0
9631,0,100,0
9632,0,4,11
9633,0,0,21
9634,0,4,32
9635,1,96,0
9636,0,98,0
9637,4,96,0
9638,0,89,0
9639,0,97,1
9640,0,99,0
9641,1,83,9
9642,0,95,1
9643,0,87,0
9644,0,82,0
9645,0,83,0
9646,0,89,0
9647,1,93,0
9648,0,81,2
9649,2,71,0
9650,3,0,0
9651,0,0,3
9652,13,9,0
9653,0,1,5
9654,0,65,1
9655,0,0,9
9656,0,12,23
9657,3,0,0
9658,0,4,16
9659,0,1,0
9660,0,0,17
9661,11,67,10
9662,5,41,0
9663,0,2,38
9664,6,77,0
9665,24,33,0
9666,7,84,9
9667,12,88,0
9668,8,92,0
9669,21,67,8
9670,4,7,57
9671,6,71,2
9672,1,0,0
9673,10,69,0
9674,2,62,0
9675,0,17,4
9676,0,85,7
9677,10,85,0
9678,1,0,0
9679,1,0,0
9680,0,1,1
9681,1,8,5
9682,1,38,3
9683,100,0,0
9684,99,0,0
9685,95,0,0
9686,100,0,0
9687,57,0,0
9688,54,0,0
9689,48,0,0
9690,41,0,0
9691,59,0,0
9692,57,0,0
9693,41,35,24
9694,0,99,1
9695,100,0,0
9696,51,0,0
9697,71,0,0
9698,36,0,0
9699,100,0,0
9700,2,98,0
9701,0,100,0
9702,4,96,0
9703,0,88,0
9704,100,0,0
9705,47,0,0
9706,100,0,0
9707,98,0,0
9708,100,0,0
9709,1,84,1
9710,0,91,0
9711,1,75,1
9712,100,0,0
9713,65,0,0
9714,35,0,0
9715,99,0,0
9716,51,0,0
9717,5,91,0
9718,2,76,2
9719,0,96,0
9720,6,94,0
9721,0,35,4
9722,0,25,25
9723,0,35,1
9724,0,99,1
9725,0,90,0
9726,1,99,0
9727,0,100,0
9728,1,98,1
9729,2,81,0
9730,0,100,0
9731,4,77,0
9732,1,98,0
9733,5,95,0
9734,0,100,0
9735,0,83,17
9736,12,87,0
9737,1,80,0
9738,2,78,0
9739,0,97,0
9740,0,97,0
9741,0,100,0
9742,9,49,0
9743,0,80,0
9744,0,92,8
9745,0,87,0
9746,0,68,3
9747,0,95,0
9748,0,99,0
9749,0,90,0
9750,5,0,0
9751,2,0,0
9752,1,1,31
9753,8,10,0
9754,3,17,0
9755,0,1,8
9756,0,0,2
9757,0,0,1
9758,10,2,0
9759,0,0,64
9760,6,2,0
9761,26,27,0
9762,1,0,6
9763,0,16,4
9764,22,30,37
9765,0,91,0
9766,2,97,0
9767,26,60,12
9768,22,78,0
9769,1,67,2
9770,64,11,14
9771,42,55,3
9772,0,0,2
9773,17,63,13
9774,10,36,48
9775,0,2,32
9776,0,0,1
9777,2,88,0
9778,8,72,1
9779,0,27,23
9780,0,0,1
9781,0,0,1
9782,100,0,0
9783,100,0,0
9784,99,0,0
9785,87,0,0
9786,52,0,0
9787,63,0,0
9788,47,0,0
9789,46,0,0
9790,61,0,0
9791,63,0,0
9792,5,77,18
9793,3,78,13
9794,14,85,1
9795,100,0,0
9796,40,0,0
9797,60,0,0
9798,47,0,0
9799,52,0,0
9800,1,44,55
9801,0,87,1
9802,0,96,0
9803,100,0,0
9804,52,0,0
9805,67,0,0
9806,100,0,0
9807,35,0,0
9808,4,90,6
9809,1,93,4
9810,8,88,0
9811,100,0,0
9812,33,0,0
9813,42,0,0
9814,56,0,0
9815,72,0,0
9816,8,76,15
9817,2,98,0
9818,0,97,0
9819,0,82,0
9820,1,18,40
9821,0,20,9
9822,3,37,0
9823,0,90,0
9824,0,98,0
9825,0,95,0
9826,0,100,0
9827,0,97,0
9828,0,99,1
9829,1,91,0
9830,3,78,2
9831,0,100,0
9832,0,97,0
9833,0,96,0
9834,0,61,35
9835,0,92,0
9836,0,85,10
9837,5,77,0
9838,0,66,0
9839,0,100,0
9840,0,99,0
9841,0,100,0
9842,0,89,0
9843,0,79,0
9844,1,79,0
9845,0,26,8
9846,1,99,0
9847,2,77,1
9848,1,78,0
9849,1,74,0
9850,0,98,0
9851,0,84,1
9852,4,89,0
9853,1,77,0
9854,0,89,1
9855,0,56,20
9856,8,90,1
9857,0,95,1
9858,3,67,0
9859,0,0,50
9860,0,32,1
9861,27,9,0
9862,1,0,5
9863,3,1,0
9864,0,2,29
9865,1,2,0
9866,0,0,24
9867,2,0,0
9868,0,0,1
9869,26,5,0
9870,8,0,0
9871,0,1,11
9872,0,0,2
9873,0,3,0
9874,46,18,0
9875,0,0,8
9876,29,13,0
9877,1,17,4
9878,0,0,1
9879,0,0,85
9880,1,66,0
9881,94,0,0
9882,13,8,0
9883,14,33,3
9884,41,49,0
9885,2,83,0
9886,22,50,22
9887,17,6,1
9888,2,53,23
9889,1,65,34
9890,14,51,6
9891,11,42,9
9892,14,47,29
9893,33,56,11
9894,6,72,7
9895,33,62,1
9896,1,42,0
9897,0,8,7
9898,0,87,0
9899,12,70,3
9900,2,39,42
9901,0,85,4
9902,42,24,0
9903,0,93,0
9904,6,86,0
9905,2,73,0
9906,42,49,6
9907,2,88,0
9908,0,64,0
9909,0,16,73
9910,100,0,0
9911,100,0,0
9912,76,0,0
9913,2,95,2
9914,0,100,0
9915,5,89,5
9916,1,0,0
9917,1,0,0
9918,100,0,0
9919,63,0,0
9920,100,0,0
9921,85,0,0
9922,99,0,0
9923,100,0,0
9924,100,0,0
9925,85,0,0
9926,58,0,0
9927,37,63,0
9928,0,80,20
9929,1,99,0
9930,0,23,9
9931,0,0,7
9932,64,0,0
9933,100,0,0
9934,100,0,0
9935,99,0,0
9936,100,0,0
9937,87,0,0
9938,94,0,0
9939,44,0,0
9940,1,0,0
9941,61,0,0
9942,2,95,3
9943,2,93,5
9944,2,94,0
9945,2,98,0
9946,1,0,5
9947,0,2,57
9948,100,0,0
9949,100,0,0
9950,49,0,0
9951,100,0,0
9952,100,0,0
9953,96,0,0
9954,100,0,0
9955,54,0,0
9956,50,0,0
9957,2,0,0
9958,0,98,0
9959,0,100,0
9960,0,73,27
9961,2,98,0
9962,0,100,0
9963,1,98,1
9964,87,0,0
9965,98,0,0
9966,86,0,0
9967,1,94,1
9968,4,55,41
9969,0,100,0
9970,79,0,0
9971,55,0,0
9972,55,0,0
9973,5,0,0
9974,0,14,1
9975,0,0,11
9976,83,0,0
9977,100,0,0
9978,94,0,0
9979,97,0,0
9980,94,0,0
9981,98,0,0
9982,99,0,0
9983,59,0,1
9984,50,0,0
9985,0,100,0
9986,0,100,0
9987,58,0,0
9988,81,0,0
9989,89,0,0
9990,1,96,0
9991,0,12,0
9992,100,0,0
9993,100,0,0
9994,94,0,0
9995,100,0,0
9996,100,0,0
9997,100,0,0
9998,100,0,0
9999,63,0,0
10000,1,0,0
10001,86,0,0
10002,2,75,23
10003,0,84,16
10004,0,0,1
10005,41,0,0
10006,64,0,0
10007,68,0,0
10008,0,100,0
10009,0,93,1
10010,1,32,22
10011,1,0,2
10012,97,0,0
10013,98,0,0
10014,92,0,0
10015,100,0,0
10016,100,0,0
10017,78,0,0
10018,100,0,0
10019,29,0,0
10020,56,0,0
10021,1,0,0
10022,5,52,43
10023,1,94,5
10024,21,68,11
10025,47,0,0
10026,36,0,0
10027,64,0,0
10028,1,98,0
10029,0,28,66
10030,0,100,0
10031,1,0,0
10032,4,1,0
10033,3,13,4
10034,0,0,1
10035,39,1,0
10036,2,0,0
10037,0,0,21
10038,1,0,11
10039,20,16,1
10040,38,2,0
10041,1,2,5
10042,51,19,1
10043,1,71,1
10044,0,30,0
10045,14,20,1
10046,7,86,0
10047,7,26,20
10048,5,86,5
10049,23,17,36
10050,0,91,0
10051,34,36,15
10052,2,78,1
10053,7,38,47
10054,0,63,0
10055,0,97,0
10056,0,39,0
10057,2,0,1
10058,28,20,33
10059,8,78,3
10060,0,14,51
10061,100,0,0
10062,93,0,0
10063,100,0,0
10064,97,0,0
10065,100,0,0
10066,99,0,0
10067,100,0,0
10068,66,0,0
10069,56,0,0
10070,0,100,0
10071,1,99,0
10072,64,0,0
10073,91,0,0
10074,1,0,3
10075,0,0,2
10076,14,7,0
10077,6,94,0
10078,100,0,0
10079,98,0,0
10080,77,0,0
10081,0,74,26
10082,14,55,23
10083,1,99,0
10084,45,55,0
10085,0,100,0
10086,100,0,0
10087,97,0,0
10088,55,0,0
10089,0,100,0
10090,1,96,1
10091,0,100,0
10092,0,100,0
10093,0,4,25
10094,68,0,0
10095,100,0,0
10096,100,0,0
10097,85,0,0
10098,64,0,0
10099,94,0,0
10100,91,0,0
10101,70,0,0
10102,67,0,0
10103,0,19,15
10104,7,80,3
10105,57,0,0
10106,43,0,0
10107,51,0,0
10108,68,0,0
10109,42,0,0
10110,12,68,18
10111,71,0,0
10112,66,0,0
10113,69,0,0
10114,87,0,0
10115,100,0,0
10116,53,0,0
10117,16,75,9
10118,2,89,2
10119,0,34,67
10120,63,0,0
10121,56,0,0
10122,100,0,0
10123,0,1,0
10124,4,96,0
10125,100,0,0
10126,99,0,0
10127,38,0,0
10128,8,52,40
10129,0,69,21
10130,69,0,0
10131,44,0,0
10132,68,0,0
10133,1,0,0
10134,2,94,0
10135,0,92,0
10136,0,3,0
10137,0,0,13
10138,0,100,0
10139,0,96,0
10140,0,99,0
10141,0,85,0
10142,0,99,0
10143,0,79,0
10144,0,94,0
10145,0,92,0
10146,0,80,0
10147,0,57,0
10148,0,80,3
10149,0,75,0
10150,0,94,0
10151,0,23,0
10152,0,72,11
10153,6,94,0
10154,0,77,3
10155,0,85,0
10156,1,83,0
10157,0,11,0
10158,0,29,0
10159,0,2,0
10160,9,4,0
10161,7,9,0
10162,0,0,1
10163,2,0,6
10164,1,0,0
10165,0,0,1
10166,0,0,8
10167,25,70,0
10168,0,4,13
10169,0,13,0
10170,4,2,0
10171,7,32,0
10172,0,65,17
10173,7,9,14
10174,76,24,0
10175,7,9,1
10176,4,46,33
10177,21,48,9
10178,0,67,29
10179,44,27,18
10180,9,18,48
10181,9,80,9
10182,34,26,12
10183,2,1,0
10184,11,43,39
10185,2,89,0
10186,0,56,4
10187,12,66,17
10188,20,15,31
10189,20,51,5
10190,0,6,3
10191,0,8,3
10192,98,0,0
10193,94,0,0
10194,96,0,0
10195,99,0,0
10196,100,0,0
10197,84,0,0
10198,96,0,0
10199,58,0,0
10200,70,0,0
10201,2,94,2
10202,8,91,1
10203,98,0,0
10204,94,0,0
10205,87,0,0
10206,3,96,0
10207,37,34,23
10208,6,91,0
10209,0,100,0
10210,100,0,0
10211,100,0,0
10212,2,0,0
10213,2,0,0
10214,0,75,0
10215,1,17,14
10216,0,100,0
10217,97,0,0
10218,98,0,0
10219,53,0,0
10220,1,92,7
10221,1,78,7
10222,0,87,14
10223,0,100,0
10224,0,6,24
10225,0,1,3
10226,61,0,0
10227,100,0,0
10228,98,0,0
10229,100,0,0
10230,94,0,0
10231,93,0,0
10232,100,0,0
10233,54,0,0
10234,98,0,0
10235,2,96,2
10236,1,81,18
10237,50,0,0
10238,54,0,0
10239,74,0,0
10240,97,0,0
10241,100,0,0
10242,56,0,0
10243,5,95,0
10244,0,69,31
10245,1,12,82
10246,57,0,0
10247,73,0,0
10248,100,0,0
10249,0,0,1
10250,89,0,0
10251,48,0,0
10252,4,95,0
10253,98,0,0
10254,100,0,0
10255,100,0,0
10256,0,100,0
10257,100,0,0
10258,96,0,0
10259,69,0,0
10260,38,52,3
10261,14,73,13
10262,65,0,0
10263,92,0,0
10264,93,0,0
10265,0,75,6
10266,0,43,57
10267,0,6,42
10268,0,100,0
10269,0,81,0
10270,0,67,0
10271,0,93,0
10272,0,100,0
10273,0,100,0
10274,0,100,0
10275,0,98,0
10276,0,96,0
10277,0,89,0
10278,1,25,0
10279,0,100,0
10280,0,96,0
10281,0,82,0
10282,0,17,0
10283,0,99,0
10284,5,83,0
10285,0,84,0
10286,0,96,2
10287,5,30,5
10288,0,41,0
10289,0,86,0
10290,0,100,0
10291,0,100,0
10292,0,83,1
10293,0,63,0
10294,0,93,0
10295,0,74,0
10296,0,84,0
10297,0,84,0
10298,1,85,0
10299,1,76,0
10300,1,71,0
10301,1,58,11
10302,1,73,2
10303,0,88,0
10304,0,40,1
10305,0,21,0
10306,8,8,20
10307,22,1,0
10308,0,50,5
10309,1,0,1
10310,2,0,4
10311,4,2,0
10312,1,0,10
10313,3,48,1
10314,0,1,0
10315,25,61,0
10316,0,0,10
10317,1,0,1
10318,0,59,7
10319,9,16,3
10320,3,10,2
10321,42,50,8
10322,13,49,24
10323,5,43,36
10324,23,77,0
10325,7,78,2
10326,71,0,0
10327,23,66,5
10328,2,81,13
10329,0,0,4
10330,14,51,1
10331,23,42,8
10332,0,18,49
10333,1,0,0
10334,23,61,0
10335,2,79,2
10336,1,4,7
10337,100,0,0
10338,98,0,0
10339,90,0,0
10340,100,0,0
10341,100,0,0
10342,100,0,0
10343,100,0,0
10344,61,0,0
10345,64,0,0
10346,35,63,2
10347,0,96,3
10348,0,100,0
10349,100,0,0
10350,100,0,0
10351,77,0,0
10352,0,100,0
10353,1,89,3
10354,0,95,5
10355,86,0,0
10356,100,0,0
10357,52,0,0
10358,4,82,14
10359,0,100,0
10360,4,96,0
10361,100,0,0
10362,77,0,0
10363,0,0,1
10364,5,0,0
10365,0,100,0
10366,8,79,2
10367,3,92,0
10368,0,98,0
10369,0,1,14
10370,0,18,2
10371,95,0,0
10372,98,0,0
10373,100,0,0
10374,95,0,0
10375,92,0,0
10376,100,0,0
10377,93,0,0
10378,68,0,0
10379,82,0,0
10380,0,96,4
10381,2,79,19
10382,0,97,0
10383,48,0,0
10384,65,0,0
10385,5,0,0
10386,85,0,0
10387,99,0,0
10388,46,0,0
10389,0,100,0
10390,0,97,1
10391,80,0,0
10392,80,0,0
10393,76,0,0
10394,1,0,0
10395,89,0,0
10396,73,0,0
10397,49,0,0
10398,2,71,27
10399,1,57,29
10400,53,0,0
10401,100,0,0
10402,76,0,0
10403,0,1,0
10404,0,93,3
10405,40,0,0
10406,99,0,0
10407,15,44,3
10408,1,70,13
10409,60,0,0
10410,96,0,0
10411,88,0,0
10412,0,92,1
10413,0,88,0
10414,0,5,3
10415,1,54,7
10416,0,100,0
10417,0,79,0
10418,1,98,0
10419,1,90,0
10420,0,98,0
10421,2,58,0
10422,1,46,0
10423,2,98,0
10424,0,93,1
10425,0,99,0
10426,2,77,0
10427,0,57,8
10428,0,100,0
10429,0,95,0
10430,0,80,0
10431,0,99,0
10432,4,82,0
10433,0,91,1
10434,0,91,0
10435,0,34,3
10436,0,44,0
10437,0,91,0
10438,0,91,0
10439,0,90,0
10440,0,87,0
10441,0,79,0
10442,0,82,14
10443,0,81,0
10444,0,100,0
10445,2,77,0
10446,0,77,0
10447,0,99,0
10448,0,72,0
10449,2,87,0
10450,0,72,0
10451,0,100,0
10452,0,98,0
10453,0,80,0
10454,1,85,0
10455,0,94,0
10456,0,100,0
10457,0,40,7
10458,0,69,0
10459,1,90,0
10460,2,35,32
10461,0,85,0
