,C,R50,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR
38393,5,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38394,6,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38395,16,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38396,12,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38397,30,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38398,37,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38399,17,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38400,13,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38401,9,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38402,18,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38403,16,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38404,6,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38405,6,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38406,28,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38407,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38408,0,21,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38409,0,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38410,27,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38411,1,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38412,9,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38413,11,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38414,8,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38415,1,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38416,19,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38417,20,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38418,20,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38419,13,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38420,49,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38421,34,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38422,27,40,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38423,10,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38424,19,56,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38425,46,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38426,14,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38427,13,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38428,7,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38429,7,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38430,25,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38431,5,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38432,59,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38433,9,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38434,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38435,33,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38436,34,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38437,43,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38438,42,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38439,36,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38440,31,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38441,36,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38442,23,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38443,36,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38444,16,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38445,0,25,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38446,0,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38447,10,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38448,1,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38449,11,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38450,5,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38451,72,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38452,48,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38453,69,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38454,29,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38455,1,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38456,25,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38457,20,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38458,7,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38459,18,46,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38460,11,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38461,10,30,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38462,29,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38463,42,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38464,23,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38465,24,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38466,60,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38467,22,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38468,57,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38469,55,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38470,28,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38471,6,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38472,38,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38473,38,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38474,5,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38475,34,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38476,36,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38477,8,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38478,21,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38479,93,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38480,18,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38481,20,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38482,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38483,0,35,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38484,1,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38485,43,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38486,1,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38487,34,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38488,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38489,9,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38490,16,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38491,31,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38492,6,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38493,25,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38494,0,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38495,38,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38496,23,14,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38497,9,47,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38498,9,23,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38499,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38500,65,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38501,5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38502,6,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38503,42,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38504,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38505,30,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38506,8,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38507,32,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38508,27,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38509,3,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38510,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38511,15,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38512,18,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38513,21,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38514,23,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38515,2,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38516,20,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38517,22,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38518,0,28,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38519,0,35,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38520,21,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38521,27,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38522,28,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38523,5,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38524,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38525,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38526,25,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38527,14,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38528,43,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38529,14,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38530,2,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38531,5,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38532,0,33,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38533,11,38,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38534,1,41,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38535,13,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38536,25,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38537,3,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38538,21,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38539,22,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38540,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38541,10,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38542,13,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38543,12,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38544,2,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38545,30,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38546,3,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38547,21,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38548,6,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38549,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38550,0,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38551,12,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38552,9,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38553,29,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38554,0,23,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38555,32,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38556,30,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38557,16,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38558,28,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38559,0,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38560,32,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38561,30,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38562,44,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38563,39,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38564,27,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38565,38,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38566,4,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38567,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38568,13,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38569,79,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38570,13,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38571,4,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38572,24,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38573,0,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38574,23,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38575,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38576,23,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38577,3,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38578,57,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38579,14,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38580,88,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38581,8,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38582,0,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38583,0,17,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38584,20,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38585,3,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38586,71,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38587,47,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38588,0,63,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38589,49,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38590,1,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38591,3,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38592,20,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38593,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38594,14,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38595,5,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38596,45,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38597,15,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38598,7,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38599,24,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38600,48,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38601,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38602,48,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38603,1,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38604,49,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38605,27,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38606,18,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38607,4,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38608,8,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38609,4,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38610,41,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38611,4,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38612,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38613,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38614,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38615,35,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38616,21,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38617,18,26,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38618,12,39,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38619,60,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38620,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38621,23,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38622,11,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38623,29,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38624,33,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38625,0,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38626,14,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38627,7,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38628,84,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38629,35,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38630,25,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38631,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38632,13,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38633,5,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38634,19,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38635,1,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38636,47,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38637,8,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38638,37,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38639,9,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38640,0,16,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38641,0,36,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38642,6,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38643,2,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38644,24,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38645,47,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38646,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1
38647,0,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1
38648,0,62,0,1,0,0,0,0,0,1,1,0,0,0,0,0
38649,0,58,0,1,0,0,0,0,0,1,1,0,0,0,0,0
38650,1,68,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38651,61,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38652,5,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38653,12,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38654,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38655,6,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38656,39,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38657,15,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38658,38,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38659,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38660,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38661,21,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38662,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38663,44,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38664,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38665,63,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38666,25,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38667,27,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38668,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38669,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38670,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38671,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38672,38,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38673,42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38674,17,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38675,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38676,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38677,48,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38678,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38679,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38680,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38681,86,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38682,99,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38683,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38684,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38685,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38686,62,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38687,3,22,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38688,48,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38689,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38690,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38691,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38692,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38693,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38694,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38695,85,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38696,78,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38697,49,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38698,6,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38699,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38700,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38702,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38703,73,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38704,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38705,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38706,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38707,80,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38708,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38709,47,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38710,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38711,72,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38712,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38713,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38714,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38715,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38716,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38717,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38718,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38719,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38720,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38721,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38722,49,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38723,90,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38724,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38725,6,55,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38726,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38727,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38728,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38730,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38731,4,86,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38732,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38733,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38734,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38735,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38736,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38737,14,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38738,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38739,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38740,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38741,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38742,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38743,78,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38744,52,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38745,20,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38746,20,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38747,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38748,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38749,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38750,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38751,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38752,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38753,64,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38754,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38755,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38756,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38757,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38758,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38759,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38760,36,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38761,76,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38762,69,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38763,0,31,0,1,0,1,1,0,0,1,1,0,0,0,0,0
38764,0,12,0,1,0,1,1,0,0,1,1,0,0,0,0,0
38765,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38766,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38767,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38768,0,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38769,0,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0
38770,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38771,10,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38772,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38773,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38775,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38776,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38777,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38778,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38779,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38780,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38781,48,39,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38782,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38783,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38784,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38785,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38786,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38787,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38788,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38789,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38790,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
