,C,R50,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR
25865,32,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25866,2,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25867,1,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25868,7,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25869,45,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25870,1,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25871,12,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25872,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25873,15,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25874,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25875,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25876,13,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25877,5,5,0,0,0,0,0,0,0,0,0,1,1,1,0,1
25878,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1
25879,13,27,0,0,0,0,0,0,0,0,0,1,1,1,0,1
25880,0,71,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25881,26,49,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25882,32,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25883,10,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25884,0,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25885,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25886,35,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25887,19,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25888,14,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25889,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25890,47,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25891,19,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25892,14,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25893,4,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25894,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25895,1,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25896,7,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25897,27,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25898,47,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25899,3,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25900,18,36,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25901,36,34,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25902,1,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25903,27,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25904,5,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25905,4,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25906,50,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25907,2,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25908,22,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25909,2,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25910,80,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25911,3,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25912,6,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25913,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25914,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25915,4,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25916,11,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25917,2,39,0,0,0,0,0,0,0,0,0,1,1,1,0,1
25918,38,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25919,29,32,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25920,0,45,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25921,17,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25922,6,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25923,13,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25924,11,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25925,6,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25926,29,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25927,16,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25928,0,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25929,14,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25930,21,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25931,14,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25932,17,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25933,0,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25934,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25935,18,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25936,2,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25937,28,22,0,0,0,0,0,0,0,0,0,1,1,1,0,1
25938,0,14,0,0,0,0,0,0,0,0,0,1,1,1,0,1
25939,0,65,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25940,17,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25941,4,39,0,0,0,0,0,0,0,1,1,1,0,0,0,0
25942,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25943,4,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25944,21,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25945,9,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25946,50,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25947,13,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25948,0,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25949,14,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25950,14,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25951,9,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25952,27,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25953,1,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25954,3,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25955,45,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25956,10,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25957,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25958,12,15,0,0,0,0,0,0,0,0,0,1,1,1,0,1
25959,0,78,0,0,0,0,0,0,0,0,0,1,1,1,0,1
25960,0,65,0,0,0,0,0,0,0,0,0,1,1,1,0,1
25961,0,69,0,1,0,1,1,0,0,1,1,1,0,0,0,0
25962,0,75,0,1,0,1,1,0,0,1,1,1,0,0,0,0
25963,0,73,0,1,0,1,1,0,0,1,1,1,0,0,0,0
25964,0,37,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25965,0,26,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25966,0,22,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25967,4,14,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25968,1,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25969,3,11,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25970,0,19,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25971,0,34,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25972,0,23,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25973,0,25,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25974,0,19,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25975,3,6,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25976,0,26,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25977,1,16,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25978,0,30,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25979,0,11,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25980,0,19,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25981,0,30,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25982,0,31,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25983,0,26,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25984,0,76,0,1,0,1,1,0,0,1,1,1,0,0,0,0
25985,0,82,0,1,0,1,1,0,0,1,1,1,0,0,0,0
25986,0,93,0,1,0,1,1,0,0,1,1,1,0,0,0,0
25987,0,17,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25988,0,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25989,0,18,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25990,0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25991,0,22,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25992,0,25,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25993,0,31,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25994,0,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25995,3,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25996,0,14,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25997,0,15,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25998,3,18,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25999,2,24,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26000,0,35,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26001,0,30,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26002,0,24,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26003,0,62,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26004,2,6,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26005,0,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26006,11,67,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26007,31,29,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26008,3,45,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26009,5,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26010,16,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26011,28,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26012,54,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26013,1,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26014,43,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26015,51,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26016,6,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26017,14,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26018,16,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26019,15,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26020,36,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26021,0,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26022,13,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26023,21,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26024,15,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26025,4,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26026,6,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26027,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26028,5,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26029,0,21,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26030,0,14,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26031,20,23,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26032,24,19,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26033,21,62,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26034,14,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26035,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26036,22,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26037,16,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26038,28,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26039,27,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26040,20,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26041,5,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26042,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26043,0,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26044,29,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26045,33,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26046,3,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26047,14,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26048,16,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26049,22,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26050,2,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26051,22,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26052,2,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26053,3,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26054,0,26,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26055,0,22,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26056,0,60,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26057,4,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26058,4,36,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26059,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26060,16,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26061,21,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26062,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26063,40,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26064,25,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26065,2,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26066,41,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26067,22,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26068,2,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26069,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26070,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26071,38,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26072,42,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26073,9,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26074,29,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26075,37,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26076,49,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26077,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26078,4,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26079,0,56,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26080,1,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26081,12,18,0,0,0,0,0,0,0,0,0,1,1,0,1,1
26082,60,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26083,6,29,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26084,32,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26085,13,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26086,2,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26087,8,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26088,8,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26089,16,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26090,29,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26091,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26092,23,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26093,14,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26094,70,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26095,33,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26096,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26097,28,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26098,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26099,1,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26100,1,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26101,22,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26102,11,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26103,28,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26104,11,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26105,0,48,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26106,2,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26107,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,1
26108,15,55,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26109,25,34,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26110,18,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26111,23,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26112,7,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26113,21,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26114,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26115,58,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26116,43,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26117,31,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26118,18,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26119,17,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26120,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26121,19,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26122,12,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26123,36,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26124,38,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26125,1,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26126,31,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26127,56,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26128,49,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26129,40,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26130,2,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26131,2,14,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26132,0,25,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26133,4,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26134,1,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26135,30,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26136,8,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26137,85,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26138,7,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26139,47,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26140,36,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26141,28,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26142,0,42,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26143,17,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26144,34,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26145,64,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26146,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26147,4,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26148,4,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26149,44,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26150,24,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26151,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26152,29,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26153,10,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26154,3,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26155,17,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26156,2,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26157,2,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26158,13,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26159,39,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26160,21,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26161,10,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26162,3,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26163,0,27,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26164,0,35,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26165,36,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26166,32,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26167,52,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26168,8,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26169,0,31,0,0,0,0,0,0,0,0,0,1,1,0,1,1
26170,7,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26171,18,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26172,28,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26173,37,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26174,3,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26175,1,57,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26176,14,23,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26177,11,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26178,42,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26179,12,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26180,26,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26181,24,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26182,19,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26183,36,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26184,3,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26185,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26186,7,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26187,9,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26188,10,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26189,2,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26190,9,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26191,23,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26192,2,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26193,1,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26194,57,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26195,17,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26196,59,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26197,0,16,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26198,1,29,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26199,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26200,24,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26201,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26202,5,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26203,78,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26204,6,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26205,8,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26206,10,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26207,11,23,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26208,12,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26209,3,48,0,0,0,0,0,0,0,1,1,1,0,0,0,0
26210,25,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26211,41,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26212,5,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26213,14,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26214,36,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26215,8,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26216,7,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26217,36,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26218,71,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26219,5,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26220,10,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26221,8,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26222,12,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26223,35,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26224,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26225,20,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26226,80,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26227,9,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26228,14,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26229,12,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26230,0,20,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26231,38,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26232,10,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26233,27,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26234,24,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26235,0,9,0,0,0,0,0,0,0,0,0,1,1,0,1,1
26236,26,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26237,13,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26238,47,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26239,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26240,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
26241,13,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
26242,15,22,0,0,0,0,0,1,1,1,1,1,0,0,0,0
26243,0,12,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26244,7,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26245,16,9,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26246,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26247,18,25,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26248,7,15,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26249,12,10,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26250,26,10,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26251,57,4,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26252,32,5,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26253,17,7,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26254,17,28,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26255,2,37,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26256,14,28,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26257,32,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26258,16,33,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26259,36,31,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26260,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26261,39,15,0,0,0,0,0,1,1,0,1,1,0,0,0,0
26262,56,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
