combo,weight
Ad8d5h2s,84
AdTd5c2s,100
AdTd5h2s,100
AdJd5c2s,99
AdJd5h2s,99
AdQd5c2s,100
AdQd5h2s,100
AdAh5c2s,100
AcAd5h2s,100
8c8h6c2s,34
8c8h6h2s,34
AdQd6c2s,97
AdQd6h2s,97
AdKd6c2s,100
AdKd6h2s,100
AdAh6c2s,81
AcAd6h2s,81
KcKd7c2s,100
KdKh7c2s,100
KcKd7h2s,100
KdKh7h2s,100
AcKh7c2s,100
AhKh7c2s,100
AcKc7h2s,100
AhKc7h2s,100
Ad7c2d2s,60
Ad7h2d2s,60
Ad8d7c2s,72
Ad8d7h2s,72
Ad9d7c2s,10
Ad9d7h2s,10
AdTd7c2s,100
AdTd7h2s,100
AdJd7c2s,3
AdJd7h2s,3
AdQd7c2s,14
AdQd7h2s,14
AdAh7c2s,100
AcAd7h2s,100
Ad8c2d2s,73
Ad8h2d2s,73
8c8d6d2s,99
8d8h6d2s,99
9d8c8d2s,100
9d8d8h2s,100
Ad8c8d2s,71
Ad8d8h2s,71
Ad9d8c2s,74
Ad9d8h2s,74
AdTd8c2s,100
AdTd8h2s,100
AdQd8c2s,100
AdQd8h2s,100
AdAh8c2s,99
AcAd8h2s,99
AcKd9c2s,87
AhKd9h2s,87
9c9d2d2s,100
9d9h2d2s,100
Ad9c2d2s,31
Ad9h2d2s,31
9c9d6d2s,5
9d9h6d2s,5
9c9d8d2s,100
9d9h8d2s,100
Ad9c8d2s,71
Ad9h8d2s,71
Td9c9d2s,96
Td9d9h2s,96
Jd9c9d2s,55
Jd9d9h2s,55
Qd9c9d2s,74
Qd9d9h2s,74
Ad9c9d2s,52
Ad9d9h2s,52
AdTd9c2s,83
AdTd9h2s,83
AdAh9c2s,100
AcAd9h2s,100
AcKdTc2s,100
AhKdTh2s,100
TcTd2d2s,33
TdTh2d2s,33
JdTc2d2s,38
JdTh2d2s,38
QdTc2d2s,30
QdTh2d2s,30
AdTc2d2s,92
AdTh2d2s,92
AdTc4d2s,89
AdTh4d2s,89
TcTd8d2s,100
TdTh8d2s,100
AdTc8d2s,81
AdTh8d2s,81
TcTd9d2s,100
TdTh9d2s,100
JdTc9d2s,41
JdTh9d2s,41
AdTc9d2s,87
AdTh9d2s,87
JdTcTd2s,100
JdTdTh2s,100
QdTcTd2s,100
QdTdTh2s,100
AdTcTd2s,91
AdTdTh2s,91
AdJdTc2s,71
AdJdTh2s,71
AdQdTc2s,90
AdQdTh2s,90
AdAhTc2s,100
AcAdTh2s,100
AcKdJc2s,100
AhKdJh2s,100
QdJc2d2s,30
QdJh2d2s,30
AdJc2d2s,57
AdJh2d2s,57
JcJd3d2s,100
JdJh3d2s,100
AdJc3d2s,77
AdJh3d2s,77
JcJd4d2s,100
JdJh4d2s,100
AdJc4d2s,88
AdJh4d2s,88
JcJd6d2s,100
JdJh6d2s,100
JcJd8d2s,100
JdJh8d2s,100
AdJc8d2s,100
AdJh8d2s,100
JcJd9d2s,100
JdJh9d2s,100
AdJc9d2s,98
AdJh9d2s,98
JcJdTd2s,100
JdJhTd2s,100
QdJcTd2s,70
QdJhTd2s,70
AdJcTd2s,60
AdJhTd2s,60
QdJcJd2s,100
QdJdJh2s,100
AdJcJd2s,100
AdJdJh2s,100
AdQdJc2s,59
AdQdJh2s,59
AdAhJc2s,100
AcAdJh2s,100
AcKdQc2s,96
AhKdQc2s,96
AcKdQh2s,96
AhKdQh2s,96
QcJd2d2s,51
QhJd2d2s,51
AdQc2d2s,65
AdQh2d2s,65
QcQd3d2s,100
QdQh3d2s,100
AdQc3d2s,88
AdQh3d2s,88
QcQd4d2s,100
QdQh4d2s,100
AdQc4d2s,100
AdQh4d2s,100
QcQd6d2s,100
QdQh6d2s,100
QcQd8d2s,100
QdQh8d2s,100
AdQc8d2s,100
AdQh8d2s,100
QcQd9d2s,100
QdQh9d2s,100
QcJdTd2s,75
QhJdTd2s,75
QcQdTd2s,100
QdQhTd2s,100
AdQcTd2s,71
AdQhTd2s,71
QcQdJd2s,100
QdQhJd2s,100
AdQcJd2s,86
AdQhJd2s,86
AdQcQd2s,20
AdQdQh2s,20
AdAhQc2s,100
AcAdQh2s,100
AcKc8d2s,56
AhKh8d2s,56
AcKcTd2s,100
AhKhTd2s,100
AcKcJd2s,100
AhKhJd2s,100
AcKcQd2s,100
AhKcQd2s,100
AcKhQd2s,100
AhKhQd2s,100
KcJd2d2s,99
KhJd2d2s,99
KcQd2d2s,100
KhQd2d2s,100
KcJdTd2s,100
KhJdTd2s,100
AcQd2d2s,58
AhQd2d2s,58
AcKd2d2s,100
AhKd2d2s,100
AcKd3d2s,100
AhKd3d2s,100
AcAh3d2s,100
AcKd4d2s,100
AhKd4d2s,100
AcAh4d2s,100
AcAh6d2s,100
AcKd8d2s,54
AhKd8d2s,54
AcAh8d2s,100
AcKd9d2s,100
AhKd9d2s,100
AcKdTd2s,100
AhKdTd2s,100
AcAhTd2s,100
AcKdJd2s,100
AhKdJd2s,100
AcKdQd2s,100
AhKdQd2s,100
AcAhKd2s,100
6c5s4s3s,95
6h5s4s3s,95
6d5s4s3s,22
6s5c4s3s,70
6s5h4s3s,70
6c6s4s3s,96
6h6s4s3s,96
QdQs4s3s,98
AsKc4s3s,100
AsKh4s3s,100
Kc4s3s2c,99
Kh4s3s2h,99
6c4s3c3s,100
6h4s3c3s,100
6c4s3h3s,100
6h4s3h3s,100
6c4c4s3s,100
6h4c4s3s,100
6c4h4s3s,100
6h4h4s3s,100
6c5c4s3s,98
6h5c4s3s,98
6c5h4s3s,98
6h5h4s3s,98
7c5c4s3s,99
7h5c4s3s,99
7c5h4s3s,99
7h5h4s3s,99
Kc5c4s3s,100
Kh5h4s3s,100
6d5c4s3s,31
6d5h4s3s,31
7c6c4s3s,100
7h6h4s3s,100
8c6c4s3s,56
8h6h4s3s,56
Qc6c4s3s,100
Qh6h4s3s,100
Kc6c4s3s,100
Kh6h4s3s,100
Ac6c4s3s,100
Ah6h4s3s,100
6c6h4s3s,100
KcTc4s3s,100
KhTh4s3s,100
KcJc4s3s,100
KhJh4s3s,100
KcQc4s3s,100
KhQh4s3s,100
AcKc4s3s,84
AhKc4s3s,84
AcKh4s3s,84
AhKh4s3s,84
4s3d3s2d,100
Td4s3d3s,100
Qd6d4s3s,38
JdTd4s3s,100
7s6s5s3s,3
6s5s4c3s,87
6s5s4h3s,87
7c6s5s3s,100
7h6s5s3s,100
6s5s4d3s,72
7s5c5s3s,50
7s5h5s3s,50
7s6c5s3s,100
7s6h5s3s,100
As5c5s3s,100
