combo,weight
JsTcTs2s,100
JsThTs2s,100
JcJsTs2s,100
JhJsTs2s,100
QcJsTs2s,100
QhJsTs2s,100
KcJsTs2s,100
KhJsTs2s,100
AcJsTs2s,100
AhJsTs2s,100
AsQsTs2s,100
QsTs9c2s,91
QsTs9h2s,91
QsTcTs2s,100
QsThTs2s,100
QsJcTs2s,100
QsJhTs2s,100
QcQsTs2s,100
QhQsTs2s,100
KcQsTs2s,100
KhQsTs2s,100
AcQsTs2s,100
AhQsTs2s,100
QdQsTs2s,100
AsTs2c2s,100
AsTs2h2s,100
AsTs9c2s,100
AsTs9h2s,100
AsTcTs2s,100
AsThTs2s,100
AsJcTs2s,100
AsJhTs2s,100
AsQcTs2s,100
AsQhTs2s,100
AsKcTs2s,100
AsKhTs2s,100
AcAsTs2s,100
AhAsTs2s,100
Ts9c2c2s,100
Ts9h2h2s,100
TcTs2c2s,100
ThTs2c2s,100
TcTs2h2s,100
ThTs2h2s,100
JcTs2c2s,100
JhTs2c2s,100
JcTs2h2s,100
JhTs2h2s,100
QcTs2c2s,100
QhTs2h2s,100
KcTs2c2s,100
KhTs2h2s,100
AcTs2c2s,55
AhTs2c2s,55
AcTs2h2s,55
AhTs2h2s,55
TcTs3c2s,100
ThTs3h2s,100
JcTs3c2s,100
JhTs3h2s,100
QcTs3c2s,100
QhTs3h2s,100
KcTs3c2s,100
KhTs3h2s,100
AcTs3c2s,100
AhTs3h2s,100
TcTs4c2s,100
ThTs4h2s,100
JcTs4c2s,100
JhTs4h2s,100
QcTs4c2s,100
QhTs4h2s,100
KcTs4c2s,100
KhTs4h2s,100
AcTs4c2s,100
AhTs4h2s,100
TcTs5c2s,100
ThTs5h2s,100
KcTs5c2s,100
KhTs5h2s,100
TcTs6c2s,100
ThTs6h2s,100
TcTs7c2s,100
ThTs7h2s,100
TcTs8c2s,79
ThTs8c2s,79
TcTs8h2s,79
ThTs8h2s,79
QcTs8c2s,100
QhTs8h2s,100
KcTs8c2s,100
KhTs8h2s,100
TcTs9c2s,100
ThTs9c2s,100
TcTs9h2s,100
ThTs9h2s,100
QcTs9c2s,100
QhTs9c2s,100
QcTs9h2s,100
QhTs9h2s,100
KcTs9c2s,100
KhTs9h2s,100
AcTs9c2s,100
AhTs9h2s,100
Ts9c9h2s,100
JcTcTs2s,100
JhTcTs2s,100
JcThTs2s,100
JhThTs2s,100
QcTcTs2s,100
QhTcTs2s,100
QcThTs2s,100
QhThTs2s,100
KcTcTs2s,100
KhTcTs2s,100
KcThTs2s,100
KhThTs2s,100
AcTcTs2s,100
AhTcTs2s,100
AcThTs2s,100
AhThTs2s,100
TcTs2d2s,100
ThTs2d2s,100
QcJcTs2s,100
QhJcTs2s,100
QcJhTs2s,100
QhJhTs2s,100
KcJcTs2s,100
KhJcTs2s,100
KcJhTs2s,100
KhJhTs2s,100
AcJcTs2s,100
AhJcTs2s,100
AcJhTs2s,100
AhJhTs2s,100
JcJhTs2s,100
KcQcTs2s,100
KhQcTs2s,100
KcQhTs2s,100
KhQhTs2s,100
AcQcTs2s,100
AhQcTs2s,100
AcQhTs2s,100
AhQhTs2s,100
QcTdTs2s,100
QhTdTs2s,100
QcQdTs2s,100
QdQhTs2s,100
QcQhTs2s,100
AcKcTs2s,100
AhKcTs2s,100
AcKhTs2s,100
AhKhTs2s,100
KcJdTs2s,100
KhJdTs2s,100
AcAdTs2s,100
AdAhTs2s,100
AcAhTs2s,100
Ts9d2d2s,100
TdTs2d2s,100
QdTs2d2s,100
TdTs3d2s,100
TdTs4d2s,100
TdTs9d2s,100
QdTdTs2s,100
AsQsJs2s,100
QsJs2c2s,23
QsJs2h2s,23
QsJsTc2s,100
QsJsTh2s,100
QsJcJs2s,100
QsJhJs2s,100
QcQsJs2s,100
QhQsJs2s,100
KcQsJs2s,100
KhQsJs2s,100
AcQsJs2s,100
AhQsJs2s,100
AsJs2c2s,100
AsJs2h2s,100
AsJs9c2s,100
AsJs9h2s,100
AsJsTc2s,100
AsJsTh2s,100
AsJcJs2s,100
AsJhJs2s,100
AsQcJs2s,100
AsQhJs2s,100
AsKcJs2s,100
AsKhJs2s,100
AcAsJs2s,100
AhAsJs2s,100
AsJdJs2s,100
Js9c2c2s,100
Js9h2h2s,100
JsTc2c2s,100
JsTh2c2s,100
